Network,Number of Swaps,Influence Team Strength,Correlation Team Strength,Number of PCs,PC1 Variance,Hamming Distance,Inv. Hamming Distance,Influence Team 1,Influence Team 2,PCA Team 1,PCA Team 2
EMT_7607,76,0.0338219574833717,0.3503279458970931,5,0.5149838906364569,0.3333333333333333,0.6666666666666666,ZEB1;miR141;miR101,ZEB1;miR141;miR101,GSC;SNAI1;TGFbeta;ZEB1;TWIST1;SNAI2;ZEB2;TWIST2;FOXC2,miR200a;miR200c;miR200b;miR34a;miR141;miR101
EMT_7608,76,0.1036841114623761,0.3175222928628623,5,0.4819196817469039,0.6,0.4,SNAI2;TWIST2,SNAI2;TWIST2,GSC;SNAI1;TGFbeta;ZEB1;TWIST1;SNAI2;ZEB2;TWIST2;FOXC2,miR200a;miR200c;miR200b;miR34a;miR141;miR101
EMT_7609,76,0.0321524903442275,0.3301180689046835,6,0.4104871394515603,0.4,0.6,SNAI1;TGFbeta;ZEB1;FOXC2;miR141,SNAI1;TGFbeta;ZEB1;FOXC2;miR141,GSC;SNAI1;TGFbeta;ZEB1;TWIST1;SNAI2;ZEB2;TWIST2;FOXC2,miR200a;miR200c;miR200b;miR34a;miR141;miR101
EMT_7610,76,0.0243264047154618,0.3988545634798014,5,0.5173511965910612,0.3333333333333333,0.6666666666666666,miR200b;miR34a;miR141,miR200b;miR34a;miR141,GSC;SNAI1;TGFbeta;ZEB1;TWIST1;SNAI2;ZEB2;TWIST2;FOXC2,miR200a;miR200c;miR200b;miR34a;miR141;miR101
EMT_8001,80,0.0288987815202002,0.2946831659301486,6,0.5707808297343048,0.8,0.2,SNAI1;ZEB1;FOXC2;miR200a;miR200b;miR34a;miR101,SNAI1;ZEB1;FOXC2;miR200a;miR200b;miR34a;miR101,GSC;SNAI1;TGFbeta;ZEB1;TWIST1;SNAI2;ZEB2;TWIST2;FOXC2,miR200a;miR200c;miR200b;miR34a;miR141;miR101
EMT_8002,80,0.0329765481102386,0.2627902467132824,5,0.3972048308552485,0.7333333333333333,0.2666666666666666,TGFbeta;SNAI2;TWIST2;miR200a,TGFbeta;SNAI2;TWIST2;miR200a,GSC;SNAI1;TGFbeta;ZEB1;TWIST1;SNAI2;ZEB2;TWIST2;FOXC2,miR200a;miR200c;miR200b;miR34a;miR141;miR101
EMT_8003,80,0.0409863803376714,0.2112999146659722,6,0.3199581384046809,0.4666666666666667,0.5333333333333333,ZEB1;TWIST1;ZEB2,ZEB1;TWIST1;ZEB2,GSC;SNAI1;TGFbeta;ZEB1;TWIST1;SNAI2;ZEB2;TWIST2;FOXC2,miR200a;miR200c;miR200b;miR34a;miR141;miR101
EMT_8004,80,0.0884389046771795,0.2682813731644373,6,0.4043167342525156,0.4666666666666667,0.5333333333333333,SNAI2,SNAI2,GSC;SNAI1;TGFbeta;ZEB1;TWIST1;SNAI2;ZEB2;TWIST2;FOXC2,miR200a;miR200c;miR200b;miR34a;miR141;miR101
EMT_8005,80,0.0374075353078803,0.2705156485219289,6,0.3996573345802226,0.4666666666666667,0.5333333333333333,SNAI1;TWIST1;SNAI2,SNAI1;TWIST1;SNAI2,GSC;SNAI1;TGFbeta;ZEB1;TWIST1;SNAI2;ZEB2;TWIST2;FOXC2,miR200a;miR200c;miR200b;miR34a;miR141;miR101
EMT_8006,80,0.0062156373573295,0.3074610677756015,8,0.4260883999002559,0.2666666666666666,0.7333333333333333,SNAI1;TGFbeta;ZEB1;TWIST1;miR200a;miR34a,SNAI1;TGFbeta;ZEB1;TWIST1;miR200a;miR34a,GSC;SNAI1;TGFbeta;ZEB1;TWIST1;SNAI2;ZEB2;TWIST2;FOXC2,miR200a;miR200c;miR200b;miR34a;miR141;miR101
EMT_8007,80,0.0249371758477314,0.3229375506867978,8,0.400022104222023,0.2666666666666666,0.7333333333333333,SNAI1;TGFbeta;TWIST2;miR141,SNAI1;TGFbeta;TWIST2;miR141,GSC;SNAI1;TGFbeta;ZEB1;TWIST1;SNAI2;ZEB2;TWIST2;FOXC2,miR200a;miR200c;miR200b;miR34a;miR141;miR101
EMT_8008,80,0.0729273542631658,0.2867907112564825,5,0.3831856667869514,0.6,0.4,TGFbeta;SNAI2;miR200a;miR34a;miR101,TGFbeta;SNAI2;miR200a;miR34a;miR101,GSC;SNAI1;TGFbeta;ZEB1;TWIST1;SNAI2;ZEB2;TWIST2;FOXC2,miR200a;miR200c;miR200b;miR34a;miR141;miR101
EMT_8009,80,0.0482425007710103,0.3942478521996029,6,0.5840765105746244,0.2,0.8,SNAI1;ZEB1;TWIST1;SNAI2;ZEB2;TWIST2;miR200c;miR141,SNAI1;ZEB1;TWIST1;SNAI2;ZEB2;TWIST2;miR200c;miR141,GSC;SNAI1;TGFbeta;ZEB1;TWIST1;SNAI2;ZEB2;TWIST2;FOXC2,miR200a;miR200c;miR200b;miR34a;miR141;miR101
EMT_8010,80,0.0660936152198242,0.2526680934733697,6,0.4799511067520868,0.4666666666666667,0.5333333333333333,TWIST1;FOXC2;miR200a;miR200b;miR141;miR101,TWIST1;FOXC2;miR200a;miR200b;miR141;miR101,GSC;SNAI1;TGFbeta;ZEB1;TWIST1;SNAI2;ZEB2;TWIST2;FOXC2,miR200a;miR200c;miR200b;miR34a;miR141;miR101
EMT_000,0,0.6252708261088711,0.7847358804304388,1,0.946416059566026,0.0,1.0,miR141;miR34a;miR101;miR200b;miR200a;miR200c,miR141;miR34a;miR101;miR200b;miR200a;miR200c,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_001,100,0.0090553567720908,0.2125793575205721,8,0.4199143425071661,0.3333333333333333,0.6666666666666666,ZEB1;SNAI2;TWIST2;TWIST1;ZEB2;TGFbeta;miR34a;miR101,ZEB1;SNAI2;TWIST2;TWIST1;ZEB2;TGFbeta;miR34a;miR101,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_002,100,0.0339382940363119,0.2007032371015094,7,0.4335938167137664,0.6666666666666666,0.3333333333333333,ZEB1;SNAI2;TWIST1;TGFbeta;miR34a;miR200b;miR200c,ZEB1;SNAI2;TWIST1;TGFbeta;miR34a;miR200b;miR200c,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_003,100,0.098305206984524,0.3155603489440084,5,0.6035936207140667,0.8,0.2,ZEB1;FOXC2;ZEB2;miR200a,ZEB1;FOXC2;ZEB2;miR200a,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_004,100,0.038485797293005,0.2037485629487968,7,0.4497498488834759,0.1333333333333333,0.8666666666666667,GSC;TGFbeta;miR141;miR200a,GSC;TGFbeta;miR141;miR200a,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_005,100,0.0261160476272448,0.3179532721113369,7,0.3861109348086537,0.3333333333333333,0.6666666666666666,ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;TGFbeta;miR34a;miR101;miR200a;miR200c,ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;TGFbeta;miR34a;miR101;miR200a;miR200c,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_006,100,0.105997969291728,0.2921536381973355,6,0.4821129326044588,0.6666666666666666,0.3333333333333333,ZEB1;miR200b,ZEB1;miR200b,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_007,100,0.0154374575135728,0.2956984368785612,6,0.4912272000855997,0.5333333333333333,0.4666666666666667,ZEB1;SNAI2;TWIST2;TGFbeta;miR141;miR34a;miR200a;miR200c,ZEB1;SNAI2;TWIST2;TGFbeta;miR141;miR34a;miR200a;miR200c,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_008,100,0.0227513477955656,0.1869388748782333,7,0.4551431591618957,0.8,0.2,ZEB1;TWIST2;GSC;miR141;miR200b,ZEB1;TWIST2;GSC;miR141;miR200b,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_009,100,0.0332824442078102,0.2183098651135658,7,0.354457232334447,0.1333333333333333,0.8666666666666667,SNAI2;TWIST2;miR34a;miR101;miR200b;miR200a;miR200c,SNAI2;TWIST2;miR34a;miR101;miR200b;miR200a;miR200c,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_010,100,0.021524401507173,0.1825562512180028,7,0.3935805411210566,0.4666666666666667,0.5333333333333333,SNAI2;TWIST1;FOXC2;GSC;ZEB2;miR34a;miR101;miR200c,SNAI2;TWIST1;FOXC2;GSC;ZEB2;miR34a;miR101;miR200c,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_011,100,0.0069880776274437,0.1356235175068234,8,0.3914852332758404,0.6,0.4,ZEB1;TWIST2;miR141;miR200b,ZEB1;TWIST2;miR141;miR200b,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_012,100,0.0402547767712212,0.2747990524555481,7,0.3994440796088321,0.2666666666666666,0.7333333333333333,ZEB1;GSC;miR34a;miR200b;miR200a,ZEB1;GSC;miR34a;miR200b;miR200a,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_013,100,0.0195878508930534,0.1910483576519388,8,0.346221634939303,0.5333333333333333,0.4666666666666667,ZEB1;TWIST1;GSC;TGFbeta;miR141;miR34a;miR200c,ZEB1;TWIST1;GSC;TGFbeta;miR141;miR34a;miR200c,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_014,100,0.0206560335743755,0.3129480952472316,7,0.3097810459003109,0.3333333333333333,0.6666666666666666,SNAI2;TGFbeta;miR34a,SNAI2;TGFbeta;miR34a,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_015,100,0.0398997158694264,0.232223541672984,7,0.3996861532524365,0.6666666666666666,0.3333333333333333,SNAI2;TWIST1;TGFbeta;miR34a;miR101,SNAI2;TWIST1;TGFbeta;miR34a;miR101,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_016,100,0.0235963390799527,0.2219264484487003,8,0.4862794637622385,0.6666666666666666,0.3333333333333333,ZEB1;TWIST2;TWIST1;FOXC2;miR34a;miR101;miR200b;miR200c,ZEB1;TWIST2;TWIST1;FOXC2;miR34a;miR101;miR200b;miR200c,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_017,100,0.0233963917147482,0.1584077772482194,7,0.4326324274167423,0.5333333333333333,0.4666666666666667,SNAI2;TWIST2;TWIST1;GSC;ZEB2;TGFbeta;miR141;miR34a;miR200b;miR200a,SNAI2;TWIST2;TWIST1;GSC;ZEB2;TGFbeta;miR141;miR34a;miR200b;miR200a,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_018,100,0.1021859304642273,0.2815300006134781,5,0.4908832743017929,0.5333333333333333,0.4666666666666667,ZEB1;SNAI2;ZEB2;TGFbeta;miR101;miR200b,ZEB1;SNAI2;ZEB2;TGFbeta;miR101;miR200b,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_019,100,0.0324873319003823,0.2719962420408985,6,0.3501292816649277,0.6666666666666666,0.3333333333333333,SNAI2;TWIST2;GSC;ZEB2;TGFbeta;miR141;miR101;miR200b;miR200a,SNAI2;TWIST2;GSC;ZEB2;TGFbeta;miR141;miR101;miR200b;miR200a,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_020,100,0.0213290883145484,0.1716123176390721,8,0.3311815521337014,0.4666666666666667,0.5333333333333333,TWIST2;TWIST1;FOXC2;TGFbeta;miR34a;miR101;miR200b;miR200c,TWIST2;TWIST1;FOXC2;TGFbeta;miR34a;miR101;miR200b;miR200c,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_021,100,0.0231705079550186,0.2219844840369397,9,0.3438220517931651,0.2666666666666666,0.7333333333333333,SNAI2,SNAI2,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_022,100,0.1078146402242982,0.1723056688598596,7,0.4251238600959359,0.4,0.6,ZEB1;SNAI2;TWIST2;FOXC2;GSC;miR141;miR34a;miR200b;miR200c,ZEB1;SNAI2;TWIST2;FOXC2;GSC;miR141;miR34a;miR200b;miR200c,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_023,100,0.0049239268546996,0.2171538938256875,8,0.3107128569517524,0.6666666666666666,0.3333333333333333,ZEB1;SNAI2;TWIST2;TWIST1;ZEB2,ZEB1;SNAI2;TWIST2;TWIST1;ZEB2,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_024,100,0.0101005519017181,0.2943063135359701,8,0.410618670975783,0.6666666666666666,0.3333333333333333,SNAI2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta;miR141;miR34a;miR101;miR200b;miR200a;miR200c,SNAI2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta;miR141;miR34a;miR101;miR200b;miR200a;miR200c,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_025,100,0.0100703953524613,0.1649597500217044,8,0.3131967680848986,0.7333333333333333,0.2666666666666666,SNAI2;TWIST2;FOXC2;ZEB2;TGFbeta;miR141;miR200b;miR200c,SNAI2;TWIST2;FOXC2;ZEB2;TGFbeta;miR141;miR200b;miR200c,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_026,100,0.0057722386208608,0.250033682692761,7,0.3363598143159789,0.6,0.4,ZEB1;FOXC2;ZEB2;miR141;miR101,ZEB1;FOXC2;ZEB2;miR141;miR101,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_027,100,0.0389155254213752,0.2836124035188764,4,0.4528594481064509,0.4,0.6,SNAI2,SNAI2,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_028,100,0.0532689673373042,0.1609324998991339,7,0.3319959131607325,0.5333333333333333,0.4666666666666667,ZEB1;TWIST2;TWIST1;GSC;ZEB2;TGFbeta;miR141;miR101,ZEB1;TWIST2;TWIST1;GSC;ZEB2;TGFbeta;miR141;miR101,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_029,100,0.0351402604716387,0.3272444992333165,7,0.348289461954481,0.6666666666666666,0.3333333333333333,TWIST1;miR101;miR200b;miR200c,TWIST1;miR101;miR200b;miR200c,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_030,100,0.0309249718250193,0.2358139716952129,6,0.2880781060288921,0.5333333333333333,0.4666666666666667,ZEB1;SNAI2;TWIST1;GSC;TGFbeta;miR141;miR200b;miR200a,ZEB1;SNAI2;TWIST1;GSC;TGFbeta;miR141;miR200b;miR200a,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_031,100,0.0056182474587527,0.1665663852001401,9,0.2412720037077572,0.6,0.4,SNAI2;TWIST2;TWIST1;FOXC2;GSC;TGFbeta;miR141;miR200b;miR200a,SNAI2;TWIST2;TWIST1;FOXC2;GSC;TGFbeta;miR141;miR200b;miR200a,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_032,100,0.05652941082578,0.4334182243543695,5,0.5598243791698171,0.3333333333333333,0.6666666666666666,SNAI2;TWIST1;FOXC2;GSC;miR141;miR200a,SNAI2;TWIST1;FOXC2;GSC;miR141;miR200a,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_033,100,0.0307578659712187,0.2734501658748514,7,0.3324427374020388,0.5333333333333333,0.4666666666666667,ZEB1;TWIST2;GSC;ZEB2;miR141;miR34a;miR101;miR200a;miR200c,ZEB1;TWIST2;GSC;ZEB2;miR141;miR34a;miR101;miR200a;miR200c,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_034,100,0.0356624507398634,0.3401803904561873,8,0.4897063512490997,0.6,0.4,ZEB1;SNAI2;TWIST2;GSC;ZEB2;miR141;miR101;miR200a;miR200c,ZEB1;SNAI2;TWIST2;GSC;ZEB2;miR141;miR101;miR200a;miR200c,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_035,100,0.0218929519103125,0.2686485268652274,6,0.2858140880533927,0.5333333333333333,0.4666666666666667,ZEB1;SNAI2;FOXC2;ZEB2;miR141;miR34a,ZEB1;SNAI2;FOXC2;ZEB2;miR141;miR34a,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_036,100,0.0762019156215709,0.2352290576646221,6,0.4348415890488923,0.6,0.4,ZEB1;TWIST2;TGFbeta;miR34a,ZEB1;TWIST2;TGFbeta;miR34a,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_037,100,0.0108185720859036,0.1689703513436107,9,0.3051174331979081,0.5333333333333333,0.4666666666666667,ZEB1;TWIST2;FOXC2;GSC;ZEB2;TGFbeta;miR101;miR200a,ZEB1;TWIST2;FOXC2;GSC;ZEB2;TGFbeta;miR101;miR200a,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_038,100,0.0067137490555776,0.190475078911656,8,0.353192878240149,0.2666666666666666,0.7333333333333333,ZEB1;SNAI2;FOXC2;GSC;ZEB2;miR34a;miR101;miR200b;miR200c,ZEB1;SNAI2;FOXC2;GSC;ZEB2;miR34a;miR101;miR200b;miR200c,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_039,100,0.0752421926854981,0.2316583009677618,4,0.4340325040870449,0.4666666666666667,0.5333333333333333,TWIST2;FOXC2;miR101;miR200b,TWIST2;FOXC2;miR101;miR200b,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_040,100,0.0657526977224731,0.2925747173213818,6,0.5051186325176259,0.4666666666666667,0.5333333333333333,SNAI2,SNAI2,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_041,100,0.0147232229832081,0.2319347091867469,6,0.3882397288817593,0.4,0.6,TWIST1;TGFbeta;miR141;miR200b;miR200a;miR200c,TWIST1;TGFbeta;miR141;miR200b;miR200a;miR200c,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_042,100,0.1017279911986224,0.205035481771321,7,0.3490912455158079,0.7333333333333333,0.2666666666666666,ZEB1;SNAI2;FOXC2;GSC;TGFbeta;miR101,ZEB1;SNAI2;FOXC2;GSC;TGFbeta;miR101,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_043,100,0.0144574367110681,0.1437257818428453,9,0.3141957420823847,0.4,0.6,FOXC2;ZEB2;miR141;miR34a;miR101,FOXC2;ZEB2;miR141;miR34a;miR101,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_044,100,0.0205782375107566,0.3200389692705258,7,0.3861545769768364,0.6,0.4,ZEB1;SNAI2;TWIST1;GSC;miR101;miR200c,ZEB1;SNAI2;TWIST1;GSC;miR101;miR200c,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_045,100,0.0533003871943723,0.2337691464252379,6,0.4577211763233408,0.6666666666666666,0.3333333333333333,TWIST1;FOXC2;GSC;ZEB2;TGFbeta;miR141;miR101;miR200b;miR200a;miR200c,TWIST1;FOXC2;GSC;ZEB2;TGFbeta;miR141;miR101;miR200b;miR200a;miR200c,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_046,100,0.0323603046934898,0.2202522864222059,7,0.3229249788381045,0.6666666666666666,0.3333333333333333,FOXC2;GSC;miR34a;miR200c,FOXC2;GSC;miR34a;miR200c,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_047,100,0.0334824915069133,0.2262956099047317,7,0.4415558488663402,0.6666666666666666,0.3333333333333333,ZEB1;SNAI2;TWIST1;miR34a,ZEB1;SNAI2;TWIST1;miR34a,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_048,100,0.0179454269046183,0.1685206257039952,6,0.3399233633519811,0.5333333333333333,0.4666666666666667,ZEB1;TWIST2;TWIST1;FOXC2;GSC;TGFbeta;miR141;miR34a;miR101;miR200a;miR200c,ZEB1;TWIST2;TWIST1;FOXC2;GSC;TGFbeta;miR141;miR34a;miR101;miR200a;miR200c,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_049,100,0.0155418531637972,0.2828790353208645,8,0.3449320614847107,0.3333333333333333,0.6666666666666666,TWIST1;FOXC2;miR141;miR200b;miR200c,TWIST1;FOXC2;miR141;miR200b;miR200c,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_050,100,0.0606076255256216,0.1818945171358825,5,0.4563843331003621,0.4,0.6,TWIST1;GSC,TWIST1;GSC,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_051,100,0.0141590271389167,0.3253145261988129,8,0.4587024503934174,0.3333333333333333,0.6666666666666666,TWIST2;TWIST1;FOXC2;miR141;miR101,TWIST2;TWIST1;FOXC2;miR141;miR101,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_052,100,0.0683719328456875,0.2123820738398132,7,0.408630385999003,0.6,0.4,TWIST2;TWIST1;GSC;TGFbeta;miR141;miR101;miR200a;miR200c,TWIST2;TWIST1;GSC;TGFbeta;miR141;miR101;miR200a;miR200c,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_053,100,0.0793745351493695,0.4865147989015483,5,0.6432504577934285,0.2666666666666666,0.7333333333333333,ZEB1;SNAI2;TWIST2;TWIST1;miR141;miR101;miR200a,ZEB1;SNAI2;TWIST2;TWIST1;miR141;miR101;miR200a,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_054,100,0.0230385798228345,0.2456813372214512,8,0.4220005580006576,0.5333333333333333,0.4666666666666667,TWIST2;miR34a,TWIST2;miR34a,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
EMT_055,100,0.007411627019221,0.308165401576614,7,0.4072538288532146,0.4666666666666667,0.5333333333333333,SNAI2;TWIST1;GSC;ZEB2;TGFbeta;miR141;miR34a;miR101,SNAI2;TWIST1;GSC;ZEB2;TGFbeta;miR141;miR34a;miR101,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta,miR141;miR34a;miR101;miR200b;miR200a;miR200c
