Network,Number of Swaps,PC1 Variance,Influence Team Strength,Total Number of Swaps
PLU_080_36,40,0.4606216383310141,0.0388039200619514,80
PLU_080_37,40,0.4921178639032682,0.0669541241266467,80
PLU_080_38,40,0.4162844988126628,0.067521583351848,80
PLU_080_39,40,0.3826878925282052,0.0794000852829091,80
PLU_080_40,40,0.4295931369761193,0.1040317716011588,80
PLU_080_41,40,0.3962069289067491,0.0613049209299145,80
PLU_080_42,40,0.4270654581183234,0.0767665177602238,80
PLU_080_43,40,0.6083512108302064,0.1247862740952652,80
PLU_080_44,40,0.4887080462130732,0.0276763471328046,80
PLU_080_45,40,0.4137074917268844,0.0633148057150969,80
PLU_080_46,40,0.2803934928701416,0.0214973753620879,80
PLU_080_47,40,0.4842299142825848,0.0753245222475505,80
PLU_080_48,40,0.28262572139808,0.0147924195678048,80
PLU_080_49,40,0.3404098512789357,0.0424771614562728,80
PLU_080_50,40,0.3661319160268773,0.0361929852629565,80
PLU_090_01,45,0.4705817668844413,0.0340340335563042,90
PLU_090_02,45,0.4322241989983638,0.0736067947454599,90
PLU_090_03,45,0.2844869701176408,0.076021536892897,90
PLU_090_04,45,0.6025000286878947,0.0711097925547595,90
PLU_090_05,45,0.5520320933790852,0.178533865120489,90
PLU_090_06,45,0.3414437100563961,0.084913492223914,90
PLU_090_07,45,0.5627858694036757,0.0830578334208297,90
PLU_090_08,45,0.5019045591077104,0.0795092163918774,90
PLU_090_09,45,0.3023030944354292,0.077223394776036,90
PLU_090_10,45,0.5334720556206739,0.1141025175240031,90
PLU_090_11,45,0.3608134448944331,0.0075861902011356,90
PLU_090_12,45,0.2569767258405945,0.0842165570794992,90
PLU_090_13,45,0.4956346498781267,0.1084545252103086,90
PLU_090_14,45,0.4603760957339304,0.0562738440564501,90
PLU_090_15,45,0.3966422050972161,0.0619280279920793,90
PLU_090_16,45,0.6013292938621619,0.073284112891,90
PLU_090_17,45,0.4030866218611009,0.0486611657328713,90
PLU_090_18,45,0.4494358920533475,0.053197164872997,90
PLU_090_19,45,0.3993606836331968,0.0558418012661412,90
PLU_090_20,45,0.3194584907817409,0.1494782488346729,90
PLU_090_21,45,0.580734011159568,0.0839474891980495,90
PLU_090_22,45,0.2410190685191972,0.2581132162247777,90
PLU_090_23,45,0.3185033680366623,0.0173524090739489,90
PLU_090_24,45,0.6386273855951123,0.0828808365576236,90
PLU_090_25,45,0.4250613367942588,0.0347614078803747,90
PLU_090_26,45,0.4360804724885356,0.0600439569322792,90
PLU_090_27,45,0.4133057630428934,0.0433704400230948,90
PLU_090_28,45,0.3561362771215791,0.0417328545235262,90
PLU_090_29,45,0.5569666584998118,0.0547218721784528,90
PLU_090_30,45,0.5832493428905855,0.0914367501006371,90
PLU_090_31,45,0.4265648444576153,0.044561202189919,90
PLU_090_32,45,0.407634880467557,0.0780653232705876,90
PLU_090_33,45,0.370728802405104,0.0465376615319346,90
PLU_090_34,45,0.3346001573083753,0.0357821582350351,90
PLU_090_35,45,0.3706220515655864,0.0695488914299729,90
PLU_090_36,45,0.5437568595311765,0.079944581974286,90
PLU_090_37,45,0.2942852456358643,0.2641609922971645,90
PLU_090_38,45,0.2660250802762061,0.0959827714207615,90
PLU_090_39,45,0.5796756050901943,0.1319407460714329,90
PLU_090_40,45,0.2883192280809026,0.036771923331272,90
PLU_090_41,45,0.5013689194200266,0.0662340529603763,90
PLU_090_42,45,0.3453944261120349,0.0409343762736201,90
PLU_090_43,45,0.4963783466559707,0.0486373366281003,90
PLU_090_44,45,0.585359685751675,0.0905861995965461,90
PLU_090_45,45,0.457331288589879,0.0520499325883816,90
PLU_090_46,45,0.4636150338274937,0.0838174474926215,90
PLU_090_47,45,0.5183558776356126,0.1423821083366613,90
PLU_090_48,45,0.4480226657814182,0.0639462886950916,90
PLU_090_49,45,0.5240328922788283,0.0769014804978102,90
PLU_090_50,45,0.5379273415898415,0.0887696095846332,90
PLU_100_01,50,0.6253785066094618,0.0630160398176982,100
PLU_100_02,50,0.3575980106065233,0.1263187568294191,100
PLU_100_03,50,0.3320756848137073,0.0487822244159403,100
PLU_100_04,50,0.4317144772785022,0.0304084053065752,100
PLU_100_05,50,0.4323866592703233,0.0436838654512544,100
PLU_100_06,50,0.3774743128707138,0.0451269691420603,100
PLU_100_07,50,0.3416500106801843,0.023349439300995,100
PLU_100_08,50,0.2819899797681729,0.0207043607050371,100
PLU_100_09,50,0.3737619108211323,0.0454509211764072,100
PLU_100_10,50,0.5442371612775566,0.0574085109902363,100
PLU_100_11,50,0.3701077693866166,0.0329967660061484,100
PLU_100_12,50,0.4451004177675337,0.0779167316032122,100
PLU_100_13,50,0.5419892816160929,0.0230479050689579,100
PLU_100_14,50,0.5606074792644988,0.0431231736465783,100
PLU_100_15,50,0.3807355079920022,0.0327131920687191,100
