Network,Number of Swaps,Influence Team Strength,Correlation Team Strength,Number of PCs,PC1 Variance,Influence Team 1,Influence Team 2,PCA Team 1,PCA Team 2,Hamming Distance,Inv. Hamming Distance
EMT_006,100,0.105997969,0.292153638,6,0.482112933,SNAI1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta;miR141;miR34a;miR101;miR200a;miR200c,ZEB1;miR200b,SNAI1;ZEB1;TWIST2;TWIST1;miR101;miR200b;miR200a,SNAI2;FOXC2;GSC;ZEB2;TGFbeta;miR141;miR34a;miR200c,0.666666667,0.333333333
EMT_007,100,0.015437458,0.295698437,6,0.4912272,SNAI1;TWIST1;FOXC2;GSC;ZEB2;miR101;miR200b,ZEB1;SNAI2;TWIST2;TGFbeta;miR141;miR34a;miR200a;miR200c,ZEB1;FOXC2;GSC;miR141;miR200c,SNAI1;SNAI2;TWIST2;TWIST1;ZEB2;TGFbeta;miR34a;miR101;miR200b;miR200a,0.533333333,0.466666667
EMT_008,100,0.022751348,0.186938875,7,0.455143159,SNAI1;SNAI2;TWIST1;FOXC2;ZEB2;TGFbeta;miR34a;miR101;miR200a;miR200c,ZEB1;TWIST2;GSC;miR141;miR200b,ZEB1;TWIST2;FOXC2;GSC;TGFbeta;miR141,SNAI1;SNAI2;TWIST1;ZEB2;miR34a;miR101;miR200b;miR200a;miR200c,0.8,0.2
EMT_009,100,0.033282444,0.218309865,7,0.354457232,SNAI1;ZEB1;TWIST1;FOXC2;GSC;ZEB2;TGFbeta;miR141,SNAI2;TWIST2;miR34a;miR101;miR200b;miR200a;miR200c,SNAI1;ZEB1;FOXC2;ZEB2;TGFbeta;miR141,SNAI2;TWIST2;TWIST1;GSC;miR34a;miR101;miR200b;miR200a;miR200c,0.133333333,0.866666667
EMT_010,100,0.021524402,0.182556251,7,0.393580541,SNAI1;ZEB1;TWIST2;TGFbeta;miR141;miR200b;miR200a,SNAI2;TWIST1;FOXC2;GSC;ZEB2;miR34a;miR101;miR200c,SNAI1;SNAI2;TWIST2;FOXC2;GSC;TGFbeta;miR34a;miR200a,ZEB1;TWIST1;ZEB2;miR141;miR101;miR200b;miR200c,0.466666667,0.533333333
EMT_011,100,0.006988078,0.135623518,8,0.391485233,SNAI1;SNAI2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta;miR34a;miR101;miR200a;miR200c,ZEB1;TWIST2;miR141;miR200b,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;miR101;miR200b,GSC;ZEB2;TGFbeta;miR141;miR34a;miR200a;miR200c,0.6,0.4
EMT_012,100,0.040254777,0.274799052,7,0.39944408,SNAI1;SNAI2;TWIST2;TWIST1;FOXC2;ZEB2;TGFbeta;miR141;miR101;miR200c,ZEB1;GSC;miR34a;miR200b;miR200a,SNAI2;TWIST2;TWIST1;FOXC2;ZEB2;TGFbeta;miR200a;miR200c,SNAI1;ZEB1;GSC;miR141;miR34a;miR101;miR200b,0.266666667,0.733333333
EMT_013,100,0.019587851,0.191048358,8,0.346221635,SNAI1;SNAI2;TWIST2;FOXC2;ZEB2;miR101;miR200b;miR200a,ZEB1;TWIST1;GSC;TGFbeta;miR141;miR34a;miR200c,FOXC2;GSC;ZEB2;TGFbeta;miR141;miR34a;miR200b;miR200a,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;miR101;miR200c,0.533333333,0.466666667
EMT_014,100,0.020656034,0.312948095,7,0.309781046,SNAI1;ZEB1;TWIST2;TWIST1;FOXC2;GSC;ZEB2;miR141;miR101;miR200b;miR200a;miR200c,SNAI2;TGFbeta;miR34a,ZEB1;TWIST2;TWIST1;GSC;ZEB2;TGFbeta;miR101;miR200b;miR200c,SNAI1;SNAI2;FOXC2;miR141;miR34a;miR200a,0.333333333,0.666666667
EMT_015,100,0.039899716,0.232223542,7,0.399686153,SNAI1;ZEB1;TWIST2;FOXC2;GSC;ZEB2;miR141;miR200b;miR200a;miR200c,SNAI2;TWIST1;TGFbeta;miR34a;miR101,SNAI2;TWIST2;TWIST1;FOXC2;GSC;TGFbeta;miR101;miR200a,SNAI1;ZEB1;ZEB2;miR141;miR34a;miR200b;miR200c,0.666666667,0.333333333
EMT_016,100,0.023596339,0.221926448,8,0.486279464,SNAI1;SNAI2;GSC;ZEB2;TGFbeta;miR141;miR200a,ZEB1;TWIST2;TWIST1;FOXC2;miR34a;miR101;miR200b;miR200c,ZEB1;SNAI2;TWIST2;FOXC2;TGFbeta;miR141;miR34a;miR101;miR200b,SNAI1;TWIST1;GSC;ZEB2;miR200a;miR200c,0.666666667,0.333333333
EMT_017,100,0.023396392,0.158407777,7,0.432632427,SNAI1;ZEB1;SNAI2;TWIST2;FOXC2;GSC;ZEB2;TGFbeta;miR200b,TWIST1;miR141;miR34a;miR101;miR200a;miR200c,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;TGFbeta;miR34a;miR200a;miR200c,ZEB2;miR141;miR101;miR200b,0.4,0.6
EMT_018,100,0.10218593,0.281530001,5,0.490883274,SNAI1;ZEB1;FOXC2;miR101;miR200c,SNAI2;TWIST2;TWIST1;GSC;ZEB2;TGFbeta;miR141;miR34a;miR200b;miR200a,SNAI1;ZEB1;SNAI2;TWIST2;ZEB2;TGFbeta;miR34a;miR200b;miR200c,TWIST1;FOXC2;GSC;miR141;miR101;miR200a,0.533333333,0.466666667
EMT_019,100,0.032487332,0.271996242,6,0.350129282,SNAI1;TWIST2;TWIST1;FOXC2;GSC;miR141;miR34a;miR200a;miR200c,ZEB1;SNAI2;ZEB2;TGFbeta;miR101;miR200b,TWIST1;ZEB2;miR141;miR34a;miR101;miR200b;miR200a,SNAI1;ZEB1;SNAI2;TWIST2;FOXC2;GSC;TGFbeta;miR200c,0.533333333,0.466666667
EMT_020,100,0.021329088,0.171612318,8,0.331181552,SNAI1;ZEB1;TWIST1;FOXC2;miR34a;miR200c,SNAI2;TWIST2;GSC;ZEB2;TGFbeta;miR141;miR101;miR200b;miR200a,SNAI2;TWIST2;TWIST1;ZEB2;miR141;miR101;miR200b;miR200c,SNAI1;ZEB1;FOXC2;GSC;TGFbeta;miR34a;miR200a,0.666666667,0.333333333
EMT_021,100,0.023170508,0.221984484,9,0.343822052,SNAI1;ZEB1;SNAI2;GSC;ZEB2;miR141;miR200a,TWIST2;TWIST1;FOXC2;TGFbeta;miR34a;miR101;miR200b;miR200c,SNAI1;ZEB1;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta;miR141;miR200c,SNAI2;miR34a;miR101;miR200b;miR200a,0.466666667,0.533333333
EMT_022,100,0.10781464,0.172305669,7,0.42512386,SNAI1;ZEB1;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta;miR141;miR34a;miR101;miR200b;miR200a;miR200c,SNAI2,TWIST2;TWIST1;FOXC2;GSC;ZEB2;miR141;miR34a;miR101;miR200b;miR200a,SNAI1;ZEB1;SNAI2;TGFbeta;miR200c,0.266666667,0.733333333
EMT_023,100,0.004923927,0.217153894,8,0.310712857,SNAI1;TWIST1;ZEB2;TGFbeta;miR101;miR200a,ZEB1;SNAI2;TWIST2;FOXC2;GSC;miR141;miR34a;miR200b;miR200c,SNAI1;SNAI2;TWIST2;TWIST1;GSC;miR141;miR101;miR200a,ZEB1;FOXC2;ZEB2;TGFbeta;miR34a;miR200b;miR200c,0.4,0.6
EMT_024,100,0.010100552,0.294306314,8,0.410618671,SNAI1;FOXC2;GSC;TGFbeta;miR141;miR34a;miR101;miR200b;miR200a;miR200c,ZEB1;SNAI2;TWIST2;TWIST1;ZEB2,ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;ZEB2;TGFbeta;miR34a;miR101;miR200b,SNAI1;GSC;miR141;miR200a;miR200c,0.666666667,0.333333333
EMT_025,100,0.010070395,0.16495975,8,0.313196768,SNAI1;ZEB1;TWIST2,SNAI2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta;miR141;miR34a;miR101;miR200b;miR200a;miR200c,SNAI1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta;miR200b;miR200a;miR200c,ZEB1;miR141;miR34a;miR101,0.666666667,0.333333333
EMT_026,100,0.005772239,0.250033683,7,0.336359814,SNAI1;ZEB1;TWIST1;GSC;miR34a;miR101;miR200a,SNAI2;TWIST2;FOXC2;ZEB2;TGFbeta;miR141;miR200b;miR200c,SNAI1;ZEB1;SNAI2;FOXC2;ZEB2;TGFbeta;miR141;miR200b;miR200a;miR200c,TWIST2;TWIST1;GSC;miR34a;miR101,0.733333333,0.266666667
EMT_027,100,0.038915525,0.283612404,4,0.452859448,SNAI1;SNAI2;TWIST2;TWIST1;GSC;TGFbeta;miR34a;miR200b;miR200a;miR200c,ZEB1;FOXC2;ZEB2;miR141;miR101,ZEB1;TWIST2;TWIST1;FOXC2;GSC;TGFbeta;miR141;miR101;miR200b,SNAI1;SNAI2;ZEB2;miR34a;miR200a;miR200c,0.6,0.4
EMT_028,100,0.053268967,0.1609325,7,0.331995913,SNAI1;ZEB1;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta;miR141;miR34a;miR101;miR200b;miR200a;miR200c,SNAI2,TWIST2;FOXC2;GSC;miR141;miR34a;miR200b;miR200a;miR200c,SNAI1;ZEB1;SNAI2;TWIST1;ZEB2;TGFbeta;miR101,0.4,0.6
EMT_029,100,0.03514026,0.327244499,7,0.348289462,SNAI1;SNAI2;FOXC2;miR34a;miR200b;miR200a;miR200c,ZEB1;TWIST2;TWIST1;GSC;ZEB2;TGFbeta;miR141;miR101,TWIST1;FOXC2;TGFbeta;miR141;miR200b,SNAI1;ZEB1;SNAI2;TWIST2;GSC;ZEB2;miR34a;miR101;miR200a;miR200c,0.533333333,0.466666667
EMT_030,100,0.030924972,0.235813972,6,0.288078106,SNAI1;ZEB1;SNAI2;TWIST2;FOXC2;GSC;ZEB2;TGFbeta;miR141;miR34a;miR200a,TWIST1;miR101;miR200b;miR200c,ZEB1;TWIST2;TGFbeta;miR101;miR200b,SNAI1;SNAI2;TWIST1;FOXC2;GSC;ZEB2;miR141;miR34a;miR200a;miR200c,0.666666667,0.333333333
EMT_031,100,0.005618247,0.166566385,9,0.241272004,SNAI1;TWIST2;FOXC2;ZEB2;miR34a;miR101;miR200c,ZEB1;SNAI2;TWIST1;GSC;TGFbeta;miR141;miR200b;miR200a,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;GSC;ZEB2;TGFbeta;miR101,FOXC2;miR141;miR34a;miR200b;miR200a;miR200c,0.533333333,0.466666667
EMT_032,100,0.056529411,0.433418224,5,0.559824379,SNAI1;ZEB1;ZEB2;miR34a;miR101;miR200c,SNAI2;TWIST2;TWIST1;FOXC2;GSC;TGFbeta;miR141;miR200b;miR200a,SNAI1;SNAI2;TWIST2;GSC;TGFbeta;miR141;miR34a;miR101;miR200b;miR200a;miR200c,ZEB1;TWIST1;FOXC2;ZEB2,0.6,0.4
EMT_033,100,0.030757866,0.273450166,7,0.332442737,SNAI1;ZEB1;TWIST2;ZEB2;TGFbeta;miR34a;miR101;miR200b;miR200c,SNAI2;TWIST1;FOXC2;GSC;miR141;miR200a,SNAI1;ZEB1;SNAI2;TWIST2;FOXC2;ZEB2;miR34a;miR200c,TWIST1;GSC;TGFbeta;miR141;miR101;miR200b;miR200a,0.333333333,0.666666667
EMT_034,100,0.035662451,0.34018039,8,0.489706351,SNAI1;SNAI2;TWIST1;FOXC2;TGFbeta;miR200b,ZEB1;TWIST2;GSC;ZEB2;miR141;miR34a;miR101;miR200a;miR200c,SNAI2;TWIST1;GSC;ZEB2;miR141;miR34a;miR200b;miR200a,SNAI1;ZEB1;TWIST2;FOXC2;TGFbeta;miR101;miR200c,0.533333333,0.466666667
EMT_035,100,0.021892952,0.268648527,6,0.285814088,SNAI1;TWIST2;TWIST1;ZEB2;TGFbeta;miR141;miR34a;miR101,ZEB1;SNAI2;FOXC2;GSC;miR200b;miR200a;miR200c,SNAI1;ZEB1;SNAI2;TWIST2;FOXC2;ZEB2;TGFbeta;miR141;miR34a;miR101,TWIST1;GSC;miR200b;miR200a;miR200c,0.266666667,0.733333333
EMT_036,100,0.076201916,0.235229058,6,0.434841589,SNAI1;TWIST1;FOXC2;TGFbeta;miR34a;miR200b,ZEB1;SNAI2;TWIST2;GSC;ZEB2;miR141;miR101;miR200a;miR200c,ZEB1;FOXC2;GSC;ZEB2;miR34a;miR101;miR200c,SNAI1;SNAI2;TWIST2;TWIST1;TGFbeta;miR141;miR200b;miR200a,0.6,0.4
EMT_037,100,0.010818572,0.168970351,9,0.305117433,SNAI1;TWIST2;TWIST1;GSC;TGFbeta;miR101;miR200b;miR200a;miR200c,ZEB1;SNAI2;FOXC2;ZEB2;miR141;miR34a,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;ZEB2;TGFbeta;miR141;miR200a,FOXC2;GSC;miR34a;miR101;miR200b;miR200c,0.533333333,0.466666667
EMT_038,100,0.006713749,0.190475079,8,0.353192878,SNAI1;SNAI2;TWIST1;FOXC2;GSC;ZEB2;miR141;miR101;miR200b;miR200a;miR200c,ZEB1;TWIST2;TGFbeta;miR34a,ZEB1;SNAI2;TWIST2;FOXC2;GSC;miR34a;miR101;miR200a,SNAI1;TWIST1;ZEB2;TGFbeta;miR141;miR200b;miR200c,0.6,0.4
EMT_039,100,0.075242193,0.231658301,4,0.434032504,SNAI1;SNAI2;TWIST1;miR141;miR34a;miR200b;miR200c,ZEB1;TWIST2;FOXC2;GSC;ZEB2;TGFbeta;miR101;miR200a,TWIST2;TWIST1;GSC;TGFbeta;miR141;miR200b;miR200a,SNAI1;ZEB1;SNAI2;FOXC2;ZEB2;miR34a;miR101;miR200c,0.533333333,0.466666667
EMT_040,100,0.065752698,0.292574717,6,0.505118633,SNAI1;TWIST2;TWIST1;TGFbeta;miR141;miR200a,ZEB1;SNAI2;FOXC2;GSC;ZEB2;miR34a;miR101;miR200b;miR200c,SNAI1;SNAI2;TWIST2;TWIST1;FOXC2;TGFbeta;miR141;miR101;miR200b;miR200a,ZEB1;GSC;ZEB2;miR34a;miR200c,0.266666667,0.733333333
EMT_041,100,0.014723223,0.231934709,6,0.388239729,SNAI1;ZEB1;SNAI2;TWIST1;GSC;ZEB2;TGFbeta;miR141;miR34a;miR200a;miR200c,TWIST2;FOXC2;miR101;miR200b,ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta;miR101;miR200a,SNAI1;miR141;miR34a;miR200b;miR200c,0.466666667,0.533333333
EMT_042,100,0.101727991,0.205035482,7,0.349091246,SNAI1;ZEB1;TWIST2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta;miR141;miR34a;miR101;miR200b;miR200a;miR200c,SNAI2,SNAI1;ZEB1;TWIST2;TWIST1;FOXC2;TGFbeta;miR101,SNAI2;GSC;ZEB2;miR141;miR34a;miR200b;miR200a;miR200c,0.466666667,0.533333333
EMT_043,100,0.014457437,0.143725782,9,0.314195742,SNAI1;ZEB1;SNAI2;TWIST2;FOXC2;GSC;ZEB2;miR34a;miR101,TWIST1;TGFbeta;miR141;miR200b;miR200a;miR200c,ZEB1;SNAI2;TWIST2;GSC;TGFbeta;miR141;miR101,SNAI1;TWIST1;FOXC2;ZEB2;miR34a;miR200b;miR200a;miR200c,0.4,0.6
EMT_044,100,0.020578238,0.320038969,7,0.386154577,SNAI1;TWIST2;TWIST1;ZEB2;miR141;miR34a;miR200b;miR200a;miR200c,ZEB1;SNAI2;FOXC2;GSC;TGFbeta;miR101,ZEB1;SNAI2;GSC;ZEB2;TGFbeta;miR200a,SNAI1;TWIST2;TWIST1;FOXC2;miR141;miR34a;miR101;miR200b;miR200c,0.733333333,0.266666667
EMT_045,100,0.053300387,0.233769146,6,0.457721176,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;GSC;TGFbeta;miR200b;miR200a;miR200c,FOXC2;ZEB2;miR141;miR34a;miR101,SNAI2;TWIST2;TWIST1;FOXC2;TGFbeta;miR101;miR200a;miR200c,SNAI1;ZEB1;GSC;ZEB2;miR141;miR34a;miR200b,0.4,0.6
EMT_046,100,0.032360305,0.220252286,7,0.322924979,SNAI1;TWIST2;FOXC2;ZEB2;TGFbeta;miR141;miR34a;miR200b;miR200a,ZEB1;SNAI2;TWIST1;GSC;miR101;miR200c,ZEB1;SNAI2;TWIST2;FOXC2;GSC;ZEB2;miR200b;miR200c,SNAI1;TWIST1;TGFbeta;miR141;miR34a;miR101;miR200a,0.6,0.4
EMT_047,100,0.033482492,0.22629561,7,0.441555849,SNAI1;ZEB1;SNAI2;TWIST2;miR34a,TWIST1;FOXC2;GSC;ZEB2;TGFbeta;miR141;miR101;miR200b;miR200a;miR200c,SNAI2;TWIST1;GSC;ZEB2;TGFbeta;miR141;miR34a;miR101;miR200b,SNAI1;ZEB1;TWIST2;FOXC2;miR200a;miR200c,0.666666667,0.333333333
EMT_048,100,0.017945427,0.168520626,6,0.339923363,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;ZEB2;TGFbeta;miR141;miR101;miR200b;miR200a,FOXC2;GSC;miR34a;miR200c,ZEB1;TWIST2;GSC;miR200a;miR200c,SNAI1;SNAI2;TWIST1;FOXC2;ZEB2;TGFbeta;miR141;miR34a;miR101;miR200b,0.666666667,0.333333333
EMT_049,100,0.015541853,0.282879035,8,0.344932061,SNAI1;TWIST2;FOXC2;GSC;ZEB2;TGFbeta;miR141;miR101;miR200b;miR200a;miR200c,ZEB1;SNAI2;TWIST1;miR34a,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;miR200a;miR200c,FOXC2;GSC;ZEB2;TGFbeta;miR141;miR34a;miR101;miR200b,0.666666667,0.333333333
EMT_050,100,0.060607626,0.181894517,5,0.456384333,SNAI1;SNAI2;ZEB2;miR200b,ZEB1;TWIST2;TWIST1;FOXC2;GSC;TGFbeta;miR141;miR34a;miR101;miR200a;miR200c,ZEB1;SNAI2;TWIST1;FOXC2;ZEB2;miR141;miR101;miR200b;miR200a;miR200c,SNAI1;TWIST2;GSC;TGFbeta;miR34a,0.533333333,0.466666667
EMT_051,100,0.014159027,0.325314526,8,0.45870245,SNAI1;ZEB1;SNAI2;TWIST2;GSC;ZEB2;TGFbeta;miR34a;miR101;miR200a,TWIST1;FOXC2;miR141;miR200b;miR200c,ZEB1;SNAI2;TWIST2;GSC;ZEB2;miR141;miR34a,SNAI1;TWIST1;FOXC2;TGFbeta;miR101;miR200b;miR200a;miR200c,0.333333333,0.666666667
EMT_052,100,0.068371933,0.212382074,7,0.408630386,SNAI1;ZEB1;SNAI2;TWIST2;FOXC2;ZEB2;TGFbeta;miR141;miR34a;miR101;miR200b;miR200a;miR200c,TWIST1;GSC,ZEB1;TWIST2;TWIST1;FOXC2;GSC;TGFbeta;miR141;miR34a;miR101;miR200a;miR200c,SNAI1;SNAI2;ZEB2;miR200b,0.4,0.6
EMT_053,100,0.079374535,0.486514799,5,0.643250458,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;ZEB2;miR200a,GSC;TGFbeta;miR141;miR34a;miR101;miR200b;miR200c,SNAI1;SNAI2;TWIST2;TWIST1;FOXC2;ZEB2;miR141;miR34a;miR200b;miR200a;miR200c,ZEB1;GSC;TGFbeta;miR101,0.333333333,0.666666667
EMT_054,100,0.02303858,0.245681337,8,0.422000558,SNAI1;ZEB1;SNAI2;GSC;ZEB2;TGFbeta;miR34a;miR200b;miR200a;miR200c,TWIST2;TWIST1;FOXC2;miR141;miR101,SNAI1;ZEB1;TWIST2;TGFbeta;miR34a;miR200b;miR200c,SNAI2;TWIST1;FOXC2;GSC;ZEB2;miR141;miR101;miR200a,0.333333333,0.666666667
EMT_055,100,0.007411627,0.308165402,7,0.407253829,SNAI1;ZEB1;SNAI2;FOXC2;ZEB2;miR34a;miR200b,TWIST2;TWIST1;GSC;TGFbeta;miR141;miR101;miR200a;miR200c,TWIST1;FOXC2;GSC;TGFbeta;miR141;miR200b,SNAI1;ZEB1;SNAI2;TWIST2;ZEB2;miR34a;miR101;miR200a;miR200c,0.6,0.4
EMT_056,100,0.013908725,0.165354309,8,0.400186775,SNAI1;FOXC2;GSC;ZEB2;TGFbeta;miR34a;miR200b;miR200c,ZEB1;SNAI2;TWIST2;TWIST1;miR141;miR101;miR200a,FOXC2;GSC;ZEB2;TGFbeta;miR141;miR34a;miR101;miR200b;miR200a;miR200c,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1,0.266666667,0.733333333
EMT_057,100,0.0098103,0.211580458,9,0.310166627,SNAI1;ZEB1;SNAI2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta;miR141;miR101;miR200b;miR200a;miR200c,TWIST2;miR34a,SNAI2;TWIST2;TWIST1;TGFbeta;miR141;miR34a;miR101;miR200b;miR200a,SNAI1;ZEB1;FOXC2;GSC;ZEB2;miR200c,0.533333333,0.466666667
EMT_058,100,0.014060086,0.189606846,8,0.383226775,SNAI1;ZEB1;TWIST2;FOXC2;miR200b;miR200a;miR200c,SNAI2;TWIST1;GSC;ZEB2;TGFbeta;miR141;miR34a;miR101,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;ZEB2;miR101;miR200b,FOXC2;GSC;TGFbeta;miR141;miR34a;miR200a;miR200c,0.466666667,0.533333333
EMT_059,100,0.040587097,0.240343775,6,0.373115963,SNAI1;ZEB1;SNAI2;TWIST2;TGFbeta,TWIST1;FOXC2;GSC;ZEB2;miR141;miR34a;miR101;miR200b;miR200a;miR200c,SNAI2;ZEB2;miR34a;miR200b;miR200a,SNAI1;ZEB1;TWIST2;TWIST1;FOXC2;GSC;TGFbeta;miR141;miR101;miR200c,0.533333333,0.466666667
EMT_060,100,0.040323911,0.408124179,6,0.48254853,SNAI1;ZEB1;SNAI2;TWIST1;FOXC2;ZEB2;TGFbeta;miR101;miR200b;miR200a,TWIST2;GSC;miR141;miR34a;miR200c,ZEB1;SNAI2;TWIST2;GSC;TGFbeta;miR200b,SNAI1;TWIST1;FOXC2;ZEB2;miR141;miR34a;miR101;miR200a;miR200c,0.533333333,0.466666667
EMT_061,100,0.046220573,0.360547674,7,0.580724251,SNAI1;TWIST2;TWIST1;FOXC2;ZEB2;miR141;miR200b;miR200a,ZEB1;SNAI2;GSC;TGFbeta;miR34a;miR101;miR200c,SNAI1;ZEB1;SNAI2;FOXC2;miR141;miR200b;miR200a,TWIST2;TWIST1;GSC;ZEB2;TGFbeta;miR34a;miR101;miR200c,0.333333333,0.666666667
EMT_062,100,0.027431137,0.272065071,8,0.431670143,SNAI1;TWIST2;TWIST1;FOXC2;GSC;ZEB2;miR141;miR34a;miR101;miR200b;miR200a,ZEB1;SNAI2;TGFbeta;miR200c,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;TGFbeta;miR141,FOXC2;GSC;ZEB2;miR34a;miR101;miR200b;miR200a;miR200c,0.666666667,0.333333333
EMT_063,100,0.010261054,0.280463924,7,0.423894444,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;ZEB2;TGFbeta;miR141;miR101;miR200b,GSC;miR34a;miR200a;miR200c,SNAI2;TWIST2;TWIST1;GSC;miR141;miR200a;miR200c,SNAI1;ZEB1;FOXC2;ZEB2;TGFbeta;miR34a;miR101;miR200b,0.666666667,0.333333333
EMT_064,100,0.119817605,0.263461796,5,0.445431081,SNAI1;SNAI2;TWIST2;TWIST1;GSC;ZEB2;TGFbeta;miR141;miR101;miR200b;miR200a;miR200c,ZEB1;FOXC2;miR34a,SNAI1;TWIST2;TWIST1;FOXC2;miR200b;miR200a,ZEB1;SNAI2;GSC;ZEB2;TGFbeta;miR141;miR34a;miR101;miR200c,0.533333333,0.466666667
EMT_065,100,0.053138407,0.178305729,6,0.413506644,SNAI1;TGFbeta;miR101;miR200a,ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;miR141;miR34a;miR200b;miR200c,ZEB1;SNAI2;FOXC2;TGFbeta,SNAI1;TWIST2;TWIST1;GSC;ZEB2;miR141;miR34a;miR101;miR200b;miR200a;miR200c,0.4,0.6
EMT_066,100,0.050971708,0.27409972,6,0.487259923,SNAI1;TGFbeta;miR141;miR34a;miR101;miR200b;miR200a,ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2;miR200c,ZEB2;TGFbeta;miR141;miR34a;miR101,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;miR200b;miR200a;miR200c,0.266666667,0.733333333
EMT_067,100,0.014228318,0.239322975,9,0.280761017,SNAI1;TWIST1;FOXC2;GSC;ZEB2;miR101,ZEB1;SNAI2;TWIST2;TGFbeta;miR141;miR34a;miR200b;miR200a;miR200c,ZEB1;TWIST1;GSC;TGFbeta;miR34a;miR101,SNAI1;SNAI2;TWIST2;FOXC2;ZEB2;miR141;miR200b;miR200a;miR200c,0.4,0.6
EMT_068,100,0.003519348,0.183047914,8,0.279602677,SNAI1;ZEB1;SNAI2;TWIST1;GSC;miR34a;miR200b;miR200a,TWIST2;FOXC2;ZEB2;TGFbeta;miR141;miR101;miR200c,GSC;ZEB2;miR141;miR34a,SNAI1;ZEB1;SNAI2;TWIST2;TWIST1;FOXC2;TGFbeta;miR101;miR200b;miR200a;miR200c,0.533333333,0.466666667
EMT_069,100,0.014209851,0.257417741,7,0.318242517,SNAI1;TWIST2;TWIST1;GSC;miR141;miR101;miR200a;miR200c,ZEB1;SNAI2;FOXC2;ZEB2;TGFbeta;miR34a;miR200b,SNAI1;ZEB1;SNAI2;TWIST1;FOXC2;ZEB2;TGFbeta;miR101;miR200c,TWIST2;GSC;miR141;miR34a;miR200b;miR200a,0.6,0.4
EMT_070,100,0.020289613,0.20504113,6,0.340794628,SNAI1;ZEB1;SNAI2;ZEB2;miR34a,TWIST2;TWIST1;FOXC2;GSC;TGFbeta;miR141;miR101;miR200b;miR200a;miR200c,SNAI1;SNAI2;TWIST2;TWIST1;FOXC2;GSC;ZEB2,ZEB1;TGFbeta;miR141;miR34a;miR101;miR200b;miR200a;miR200c,0.4,0.6
EMT_071,100,0.046055406,0.219661169,7,0.391421184,SNAI1;FOXC2;ZEB2;TGFbeta;miR34a,ZEB1;SNAI2;TWIST2;TWIST1;GSC;miR141;miR101;miR200b;miR200a;miR200c,SNAI1;FOXC2;miR141;miR34a;miR200c,ZEB1;SNAI2;TWIST2;TWIST1;GSC;ZEB2;TGFbeta;miR101;miR200b;miR200a,0.266666667,0.733333333
EMT_072,100,0.023712845,0.242630393,6,0.419193551,SNAI1;ZEB1;TWIST2;ZEB2;TGFbeta;miR34a;miR200c,SNAI2;TWIST1;FOXC2;GSC;miR141;miR101;miR200b;miR200a,SNAI1;TWIST2;FOXC2;ZEB2;miR34a;miR101,ZEB1;SNAI2;TWIST1;GSC;TGFbeta;miR141;miR200b;miR200a;miR200c,0.333333333,0.666666667
EMT_073,100,0.010596843,0.231628833,8,0.342321316,SNAI1;ZEB1;TWIST2;miR101;miR200b;miR200a;miR200c,SNAI2;TWIST1;FOXC2;GSC;ZEB2;TGFbeta;miR141;miR34a,SNAI1;ZEB1;SNAI2;FOXC2;miR34a;miR200b;miR200a,TWIST2;TWIST1;GSC;ZEB2;TGFbeta;miR141;miR101;miR200c,0.4,0.6
EMT_074,100,0.017373917,0.258135985,7,0.340317829,SNAI1;SNAI2;FOXC2;ZEB2;TGFbeta;miR141;miR34a,ZEB1;TWIST2;TWIST1;GSC;miR101;miR200b;miR200a;miR200c,SNAI2;TWIST2;FOXC2;ZEB2;TGFbeta;miR101;miR200c,SNAI1;ZEB1;TWIST1;GSC;miR141;miR34a;miR200b;miR200a,0.4,0.6
