0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0.945792941929166,0.9438116018056992,0.8993432997308146,0.8957180647379388,0.8906207670831641,0.8651715607642316,0.7975760331551004,0.6255872588737231,0.6169032568273806,0.5611922305976164,0.5410668090281302,0.5173776748906044,0.5007630922397822,0.4836883982721995,0.4535209165909266,0.12472333664012,0.1038336753201444,0.070680294802888,0.0669899023333702,0.0525749001572398,0.0526799606231771,0.0498536835758806,0.0482423826292472
0.945792941929166,0.9460561251159956,0.9388469442154408,0.8921977088740177,0.8709732761740486,0.8220668137516901,0.7719494685238985,0.7898164227862502,0.583585179973343,0.6066679816599074,0.5369971359635797,0.5266415220540037,0.4962913193760492,0.468968247575065,0.131568019502558,0.4042163217048932,0.0747855556350281,0.0958412917673546,0.0554824473845677,0.0559762428875072,0.0516062796210267,0.0507193172958094,0.0482423826292472
0.945792941929166,0.9323185292563616,0.9398351665714046,0.8718093809766068,0.8459912391510496,0.8071353339876678,0.8664945057159589,0.7743743814440517,0.6188552485980406,0.5532781049585793,0.5435677270933775,0.522682787651009,0.4908638015968959,0.1386952102822388,0.4387361423356253,0.24302940458036,0.1181238164114007,0.0740497495880864,0.0586556781959913,0.0523842441414305,0.0521829725750402,0.0515318630488895,0.0482423826292472
0.945792941929166,0.9466662232331922,0.9265581441603896,0.8581296213111113,0.810833158414561,0.8914445340600601,0.8040945910068354,0.7924636985878558,0.5676201745216226,0.6047194283326763,0.5426213293315528,0.5131269455984521,0.1496849982187409,0.4529782689024074,0.2787114865790165,0.4439484336541358,0.097813222072754,0.0619972687729568,0.0552219685179437,0.0528794013984382,0.052729188975614,0.0500046617228643,0.0482423826292472
0.945792941929166,0.9390241318630274,0.9224359119974442,0.8134666315742856,0.8990001639994608,0.8531355564066834,0.8550167867438908,0.7630658288424872,0.6160109483014409,0.5977501517308235,0.5351769839637973,0.1617127964215518,0.4677580738464194,0.2942814851023984,0.4664398956172912,0.3994303158900577,0.0636292099838242,0.0761240737549832,0.0560881034690658,0.0556544272841007,0.0530695537632513,0.0507498972108673,0.0482423826292472
0.945792941929166,0.9426486518236254,0.8991028734021128,0.9024411547061528,0.8655879062647398,0.8820559972366876,0.8327512590008848,0.7912801873961929,0.6086807310266981,0.5904981070373743,0.1726530200001197,0.5000603495314694,0.3074759338161462,0.4811982991780761,0.4317531618811555,0.3195605733686743,0.0946782798958846,0.0710841323816065,0.0714681896918691,0.0544061073431811,0.0522529310812117,0.0503608058244479,0.0482423826292472
0.945792941929166,0.9071929316316092,0.938763866282472,0.8700720091990282,0.8910491583470355,0.8665669173322265,0.8522646391897785,0.783575412292784,0.6052373070354068,0.2211801716941164,0.5177483982362491,0.3381968151007248,0.4980571004909224,0.4499187202097235,0.3618006670685467,0.4391884464758777,0.098983089441135,0.0711723988727211,0.0585709516984688,0.0548366037550622,0.0533479256244684,0.0503075626946345,0.0482423826292472
0.945792941929166,0.9062726501300692,0.9108040508035988,0.8958715161062767,0.8782738024751817,0.8814990770682073,0.8617667594861909,0.7863980474399614,0.2556693671967103,0.5858325103708343,0.3570373935333256,0.52648365656415,0.4616841986722224,0.3791655484470963,0.4647646252664475,0.450899654280148,0.2121731048755281,0.0579699454401499,0.0708531108880527,0.055767001766035,0.0529131845894818,0.050514463046041,0.0482423826292472
0.945792941929166,0.9444918068179892,0.936589539631804,0.8816534057545397,0.8906204429282423,0.8880723784476974,0.8637265314044663,0.5841202842837503,0.6058149847169464,0.5044603689682567,0.5407856786328359,0.4926708998849528,0.394923288542987,0.481125149777017,0.4775205384644959,0.1076366427555944,0.3905432176541071,0.0619840676678478,0.0670365162139919,0.0558287609108623,0.0529026043447574,0.0504808082796718,0.0482423826292472
0.945792941929166,0.9471712482712616,0.931953271421616,0.8963409028226609,0.8948224832680239,0.8903676987661685,0.8174978228419995,0.745451270775805,0.5219755940899375,0.598860630551915,0.5126986891951909,0.4315177816601444,0.4966832199735785,0.4929672371107565,0.131500270370561,0.0786949993115024,0.3369238586431771,0.0586922884368994,0.0586962008229071,0.0544877007071471,0.052547999582466,0.0505803520314236,0.0482423826292472
