0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.8657586247023776,0.8414522517355676,0.8449250561849803,0.9231416378032616,0.8520212460313489,0.8599562451269336,0.6928759102767695,0.9117108018988032,0.8973296022434575,0.5792626608286259,0.7968800519288604,0.5969151804631799,0.2294989730425902,0.5133572536508971,0.5837278560584074,0.1539633152323534,0.0674120987348906,0.0638824168397212,0.2543500062780799
0.8657586247023776,0.7720493144267674,0.8379352476726514,0.8431645309007735,0.8626005587336268,0.7283911411573284,0.8684843957697922,0.8568051131145542,0.7669355028805218,0.7987812451870777,0.726245827471344,0.598440290698185,0.4038289322669145,0.7404143464442152,0.1675303137499996,0.555118989674334,0.7420692316899723,0.0640222885039869,0.0594603571915586
0.8657586247023776,0.7693623740665659,0.8561772841012654,0.8514538128704671,0.9024050583639484,0.8463682593771557,0.6940928321262535,0.8325994349534381,0.8743408617231426,0.6988731392228761,0.4518566255877843,0.821587559269993,0.8213506365378216,0.8937014459836857,0.566342009297679,0.2247230145594389,0.2776279695052952,0.0639304192973029,0.0598935454337597
0.8657586247023776,0.8131105165108401,0.8840013707188814,0.8645185346394457,0.7579583747408722,0.8229488048698673,0.7042132434844844,0.8908847864596324,0.7019709409609263,0.918599191657202,0.7752987370671419,0.8642840751750562,0.3678157089481219,0.8307718207078457,0.4435104313926031,0.2133787737610634,0.0682295255900476,0.3702783960242274,0.0600865259817711
0.8657586247023776,0.8601130225722518,0.8276651242840308,0.761071379736977,0.8565448246634548,0.8904160426975469,0.7865887588058132,0.8818073022713763,0.8959810134263373,0.3864030238389536,0.7832795340461914,0.1867962427657301,0.6007995061770539,0.42462435096292,0.2616666000842028,0.4024471215560739,0.7550574200992936,0.2650194621578184,0.0602270755146014
0.8657586247023776,0.8471836654644254,0.8640253828393009,0.831361803700383,0.840876742033369,0.6865658896497808,0.6087596049853342,0.8761777735050353,0.5727107487833046,0.6249576152736029,0.7877591651844749,0.5701120177830606,0.6682667274807961,0.6313231716297523,0.5510708655541762,0.4882784918162032,0.60732440608882,0.0633579197569558,0.0603878838454503
0.8657586247023776,0.8517198235994529,0.8379581667606296,0.8380949601806095,0.8272333242142076,0.904454282799825,0.85955312543837,0.9161464113540928,0.7822412221493696,0.770193720443796,0.6162520541129968,0.857747556068472,0.8146127164381872,0.6722676673737498,0.7446439911215845,0.1517937687128333,0.1955539333454657,0.06322467966014,0.0609432021365176
0.8657586247023776,0.8474441006701833,0.8563175529799734,0.8371796924508852,0.7543974817042536,0.8162245239008233,0.7991074076154883,0.8765360082607151,0.6964101526153946,0.8625494806856002,0.7143818643402651,0.728394741053297,0.6017738290206516,0.8834008132741248,0.7431051682243329,0.5532142121999669,0.2754995020662739,0.0644198327281366,0.0599575406862606
0.8657586247023776,0.8706253944376104,0.8984138972609822,0.8520353847107882,0.7765288189459616,0.8509300223415545,0.9294549543538674,0.7285167175761335,0.8912312581914594,0.7951227475036513,0.6784096655596914,0.1890161854969018,0.8299223014289443,0.8553688296957949,0.234060375631718,0.6181837215447444,0.5691320238720791,0.1597658897478512,0.0605367608631028
0.8657586247023776,0.8718777984077821,0.7880402544151223,0.8528052239012699,0.8289034873393252,0.5433731010644898,0.7314877420897564,0.8654096584732804,0.8561033039886674,0.9000527866721886,0.5021717314440789,0.6476480978376866,0.176188979897957,0.5296881242685234,0.7666105082193724,0.619044319539884,0.7400683998802033,0.2675660791075279,0.0600238258869624
