0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0.689291171744335,0.6237050074271907,0.4093774707997073,0.3673979654418293,0.3363049014215074,0.3009672855056041,0.1739002113830147,0.26925,0.2626913580246913,0.2333333333333333,0.2333333333333333,0.2333333333333333,0.2333333333333333,0.2333333333333333,0.2333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.689291171744335,0.5868218633568869,0.5651835591529852,0.3673979654418293,0.3254915102639404,0.2017147114817005,0.3888888888888889,0.1664124293411579,0.2333333333333333,0.2574999999999999,0.2333333333333333,0.2333333333333333,0.2333333333333333,0.2333333333333333,0.0,0.2333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
0.689291171744335,0.5868218633568869,0.5651835591529852,0.3584194567002572,0.2168266552482896,0.4509259259259259,0.2820323378549784,0.1247399413198704,0.2626913580246913,0.2333333333333333,0.2333333333333333,0.2333333333333333,0.2333333333333333,0.0,0.2333333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.0
0.689291171744335,0.5892292921629205,0.5926941712818246,0.2378110382305509,0.4861979166666667,0.3124117774978072,0.272018764076489,0.1664124293411579,0.2333333333333333,0.2574999999999999,0.2333333333333333,0.2333333333333333,0.0,0.2333333333333333,0.25,0.2333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
0.689291171744335,0.6240373583297811,0.5162581115531376,0.5335034013605442,0.3363049014215074,0.2506215593276452,0.2416532313135294,0.1247399413198704,0.2626913580246913,0.2574999999999999,0.2333333333333333,0.0,0.2333333333333333,0.25,0.2333333333333333,0.2333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
0.689291171744335,0.6240373583297811,0.6758131377551022,0.3673979654418293,0.2674692449013626,0.2732262381531649,0.2294312682128533,0.1664124293411579,0.2626913580246913,0.2574999999999999,0.0,0.2333333333333333,0.25,0.2333333333333333,0.2333333333333333,0.24375,0.0,0.0,0.0,0.0,0.0,0.0
0.689291171744335,0.6240373583297811,0.4928230521813424,0.2893922060519406,0.2944153913990129,0.262192031958347,0.2416532313135294,0.1664124293411579,0.2626913580246913,0.0,0.2333333333333333,0.25,0.2333333333333333,0.2333333333333333,0.24375,0.2333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
0.689291171744335,0.5868218633568869,0.5337125167082963,0.3228054689562813,0.2826898431315447,0.2732262381531649,0.2820323378549784,0.1664124293411579,0.0,0.2574999999999999,0.25,0.2333333333333333,0.2333333333333333,0.24375,0.2333333333333333,0.2333333333333333,0.25,0.0,0.0,0.0,0.0,0.0
0.689291171744335,0.5522322906865454,0.4840281743894719,0.3101613225261175,0.2944153913990129,0.3124117774978072,0.2820323378549784,0.073900835845942,0.2626913580246913,0.2401249999999999,0.2333333333333333,0.2333333333333333,0.24375,0.2333333333333333,0.2333333333333333,0.0,0.2333333333333333,0.0,0.0,0.0,0.0,0.0
0.689291171744335,0.6240373583297811,0.5323149889100729,0.3228054689562813,0.3363049014215074,0.3124117774978072,0.3012384992413949,0.1510105841792738,0.2451774691358024,0.2574999999999999,0.2333333333333333,0.24375,0.2333333333333333,0.2333333333333333,0.0,0.0,0.2333333333333333,0.0,0.0,0.0,0.0,0.0
0.689291171744335,0.6240373583297811,0.4840281743894719,0.3673979654418293,0.3363049014215074,0.2832595068807651,0.2763855529831579,0.1263452975805083,0.2626913580246913,0.2574999999999999,0.24375,0.2333333333333333,0.2333333333333333,0.2333333333333333,0.2333333333333333,0.0,0.24375,0.0,0.0,0.0,0.0,0.0
0.689291171744335,0.5796376810277327,0.5651835591529852,0.3673979654418293,0.3026169681631513,0.3082606903358376,0.2660938535641337,0.1664124293411579,0.2626913580246913,0.2767222222222222,0.2333333333333333,0.2333333333333333,0.2333333333333333,0.0,0.25,0.0,0.2333333333333333,0.0,0.0,0.0,0.0,0.0
0.689291171744335,0.6240373583297811,0.5651835591529852,0.327128636200682,0.3337119265444035,0.2940912363129029,0.2820323378549784,0.1664124293411579,0.2820987654320988,0.2574999999999999,0.2333333333333333,0.2333333333333333,0.2333333333333333,0.2333333333333333,0.2333333333333333,0.0,0.2333333333333333,0.0,0.0,0.0,0.0,0.25
0.689291171744335,0.4917161604609917,0.5231874505136893,0.367917430457744,0.339660480503219,0.3124117774978072,0.2820323378549784,0.1554462364000033,0.2626913580246913,0.270125,0.2333333333333333,0.2333333333333333,0.0,0.25,0.2333333333333333,0.0,0.25,0.0,0.0,0.0,0.0,0.0
0.689291171744335,0.5892292921629205,0.5691863533171602,0.3681714994582664,0.3363049014215074,0.3124117774978072,0.2855978816233053,0.1664124293411579,0.2753858024691358,0.2333333333333333,0.2532892561983471,0.2333333333333333,0.2333333333333333,0.2333333333333333,0.24375,0.0,0.25,0.0,0.0,0.0,0.0,0.0
0.689291171744335,0.6050453282682196,0.5400184773790011,0.3673979654418293,0.3363049014215074,0.3380727942735959,0.2820323378549784,0.163614929265644,0.1221055071515855,0.2333333333333333,0.2532892561983471,0.0,0.25,0.2333333333333333,0.2333333333333333,0.25,0.25,0.0,0.0,0.0,0.0,0.0
