0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.8372130573107859,0.8280702390001908,0.8105159377305462,0.7956897141324702,0.6091863681250619,0.6683791477633936,0.6530808742286521,0.7494218166232979,0.1246207772143542,0.4250907917489744,0.3716675929855488,0.1596701928197048,0.4632326186225257,0.0799041536781434,0.0728669589995049,0.0629694728794804
0.8372130573107859,0.8166628008092041,0.8297935076801651,0.8047726398014055,0.7393369243928715,0.7135981086302672,0.1266349425259179,0.4103310946189864,0.6458559552455859,0.2678377239017673,0.4740089015053444,0.0898932353940067,0.0729434243017299,0.2798741696982181,0.0715946048165181,0.0673890657775532
0.8372130573107859,0.8013126731776321,0.8172194072818962,0.5708731252171755,0.2576096819397216,0.5726757539284094,0.39394931183706,0.4531232632224597,0.1658412711234032,0.1025885510141358,0.6533756508938008,0.3329510852931793,0.4754608771908575,0.1647493602310976,0.1935531278146604,0.2103248023971783
0.8372130573107859,0.8265672900918142,0.7584272453416958,0.8142924348797267,0.4997958451786361,0.7209351908236018,0.6995945937540956,0.2127358153420407,0.6111853424191729,0.4142372363601518,0.5064605951555533,0.5025807364937906,0.3281970028815499,0.2539894620740073,0.071504490099413,0.1288631995458769
0.8372130573107859,0.8021251778082998,0.8058862042816689,0.7976900249374542,0.801846603613823,0.7757645485773771,0.7095331051724438,0.201955106206617,0.4873796565886807,0.3706211658588683,0.4432451162111606,0.1908757869133012,0.2530005555808073,0.2538676384816621,0.2416532068477028,0.0652160347863549
0.8372130573107859,0.8317030817838972,0.7903539096194752,0.6325473909453054,0.7592171447632164,0.5418881988605212,0.7184809820353936,0.6856518380499083,0.4461515236275391,0.4105885382042986,0.5216345208240059,0.5139106787759358,0.2098731387284919,0.0808527563289,0.0723105776196515,0.0697750508548991
0.8372130573107859,0.8237956837543852,0.8117715000056228,0.7982473523584577,0.7854604514412542,0.7495653209376588,0.2050109246965304,0.141993710302478,0.18507604852201,0.621815011081634,0.2708512667393404,0.364377478220696,0.2737543162266568,0.0948707241630015,0.0747674386079666,0.1842159238312694
0.8372130573107859,0.8482794456561065,0.8119189098991981,0.7460770814209557,0.7997112412718124,0.7829230927156008,0.7180262137424087,0.5941222028844171,0.5957697724016386,0.6429803499264958,0.5280126907584652,0.4938271447420085,0.0751001784146272,0.0776853962723167,0.0715047102951224,0.0697458041519395
0.8372130573107859,0.8277215332213028,0.8099944811645982,0.8053922476351086,0.6555290997560909,0.7017471476576446,0.7654894813644543,0.4425544272418275,0.4079584242657664,0.3844826877781879,0.4373307698920699,0.1387602473646632,0.4709228270921776,0.0740782923856901,0.2097019692888759,0.1060201321681472
0.8372130573107859,0.8014450132470364,0.8144584731524309,0.8078165043389507,0.790367758656366,0.638558280456706,0.5292801100625875,0.604031503756795,0.7164482036972812,0.6489990421999393,0.5764175794131763,0.2769959080255121,0.395564789750553,0.3082522514374797,0.0720345390917158,0.0701391153668555
0.8372130573107859,0.8309014631206106,0.6709544904640156,0.7936058575220957,0.788398061641151,0.7587224149266036,0.7128533546308436,0.6633151855833931,0.6809820364405393,0.1576061702598569,0.2384810268858276,0.3730815303335931,0.0904258773890341,0.241030829504536,0.0718531256904722,0.0674036438302443
0.8372130573107859,0.8002500624171784,0.7903203747127484,0.7756180044430586,0.7540515399294488,0.1673168687570083,0.2032923728924139,0.5730045528321289,0.5714136514553315,0.2544814784913439,0.1581596811860368,0.4269745584641507,0.1892179356546899,0.0797660508908844,0.0749664611159218,0.0833684329570231
0.8372130573107859,0.8166473626575158,0.8304495456786852,0.7773974476409908,0.5983523450987294,0.7400544361615661,0.6264540063224954,0.7078577504372666,0.5761295767443324,0.4863089828391772,0.0913010781795452,0.3141533449504557,0.2788707731245969,0.0768463271062795,0.1609246773278086,0.2537959661183825
0.8372130573107859,0.8489730230574442,0.7883472230756771,0.7763392494702447,0.5483544871804834,0.7634859763443588,0.7128802233400087,0.7005866915346648,0.5957324007623024,0.3938158725617145,0.0989326270028923,0.2863888436387086,0.082633491372109,0.2250523467486764,0.0816784373739763,0.0865636777869256
0.8372130573107859,0.8268136344426521,0.8181670109835202,0.6017715656613561,0.5518426452406172,0.7311819691098537,0.7108625575885599,0.6571894308066036,0.4420932738237468,0.2340488266805225,0.4172491226525014,0.0902335983209041,0.0870540826675085,0.0727385872910233,0.0717610120474301,0.0701741424351434
0.8372130573107859,0.7948532204087154,0.7863234661919015,0.7515629716917174,0.7930524167302131,0.7200449307976755,0.6882088068871886,0.693649849374438,0.1150963640349543,0.1839198713271515,0.4764810903739373,0.4559785045606303,0.0795620288794818,0.0768041937216729,0.1139896548842651,0.0638639190441229
0.8372130573107859,0.8015187526775653,0.6694459948057132,0.7950454388718282,0.7875776613893228,0.7553004404654822,0.7687645281203095,0.4356610208223478,0.6712476659182238,0.5183905445248213,0.1506753910857536,0.1365621247739903,0.3435068823448391,0.1971949037727126,0.3411109255385761,0.3491724109007089
0.8372130573107859,0.8311038607192803,0.8018478890673354,0.7813126980126033,0.6147060631930288,0.7740560954531539,0.6037561332128861,0.693996732426114,0.6029503692056095,0.6124255273184034,0.4263125722667811,0.3536318860650985,0.3649141396448448,0.2475390228328655,0.0898770155629391,0.0692890097807929
0.8372130573107859,0.8283626117239107,0.8252793201714868,0.7675621192014032,0.7813259476418944,0.7909029799796465,0.4435628598600507,0.6787129849609115,0.6495359918650233,0.5784737253357535,0.1195533754832921,0.44363337417802,0.180598704800858,0.1727971090012407,0.068233418333608,0.1774758370984579
0.8372130573107859,0.8267397958882953,0.7957409040974768,0.7940719760080365,0.7512582485613308,0.7776734375586413,0.505783572409815,0.2038985694903852,0.2610907507811045,0.6601695271195889,0.6771878271987125,0.3569897359436456,0.1997672201811582,0.0763701409282161,0.3192154453340589,0.0829277102651777
0.8372130573107859,0.823813380416829,0.7872089618115112,0.7920848729906045,0.7699669094620163,0.7296107582439924,0.7662486633720634,0.1901897014705782,0.435758798310813,0.1003748053339013,0.471002520122676,0.4813399630536593,0.1025889001625834,0.3395838533733249,0.0711175971185007,0.0701681039449867
0.8372130573107859,0.8015393932515363,0.8125654152507868,0.808601699743049,0.8013262792505997,0.7307750018158012,0.6922658030041956,0.6787302446996246,0.6410324160033974,0.4623549794292874,0.5683416773416475,0.3060441271181675,0.0835626418334169,0.0765168037627484,0.0730612753627631,0.0676035837340781
0.8372130573107859,0.8496702914639442,0.8162313774236979,0.6161767858865619,0.7925449988037931,0.7391999832015379,0.1432440508768523,0.7059950638252886,0.4145599985693135,0.1846568754325114,0.1190597160294462,0.1072418690326854,0.0901744728717788,0.0719933437560011,0.0746396725694732,0.0697945185790766
0.8372130573107859,0.8294101593390101,0.8187907590038079,0.7630312931655322,0.5180419708442677,0.3004335462943556,0.1142977847231307,0.5759832272665141,0.1101742932934864,0.3876704132013215,0.3715496180723049,0.5601603217103307,0.0835937079017059,0.2305071208194796,0.275670513412299,0.0803130990337734
