0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0.546635637507916,0.4805770317210966,0.5198395596786299,0.3324474353794517,0.3810463711431678,0.2213304855293868,0.4346863973743118,0.2680513610220155,0.2688660081534388,0.2231667911656771,0.2673193754599339,0.2834998249915927,0.1752329416970733,0.1740453084553395,0.1729875281783463,0.260972772826943,0.2944444444444444,0.0607142857142857,0.27675,0.2603741496598639,0.05,0.0458333333333333,0.0442307692307692,0.0416666666666666,0.0428571428571428,0.0416666666666666
0.546635637507916,0.4817351568897011,0.4419896233907664,0.39660585431726,0.4193672836570556,0.3622862079243561,0.2223974094148827,0.2301557718552327,0.1851330490824906,0.2187352886412461,0.2792729591836735,0.144961636382659,0.3036298071049494,0.2475915047263632,0.2615051903114186,0.1974442448318636,0.2332973915363215,0.0560080199828583,0.1624342373425524,0.2624653739612188,0.241609977324263,0.2613378684807256,0.0458333333333333,0.0442307692307692,0.0428571428571428,0.0416666666666666
0.546635637507916,0.3858744692673235,0.4318425045501096,0.3965400180663969,0.4116814708373639,0.3180921008177684,0.2031086252565015,0.1599812633254072,0.309717087419344,0.2686499152402583,0.2621601749399586,0.2617362552588231,0.2640306122448979,0.075,0.2805297947439832,0.1756223041215462,0.2646484375,0.1389963263860322,0.05625,0.2603741496598639,0.2599690082644628,0.0477272727272727,0.2608471074380165,0.0442307692307692,0.0428571428571428,0.0416666666666666
0.546635637507916,0.4949209096728343,0.4812799768018033,0.4313662230210284,0.3580080790204769,0.4249616599971043,0.312259061624788,0.3545605894932797,0.2591501244443859,0.2969550672910679,0.4048177083333333,0.2279207646781327,0.1402493006623239,0.1142794093133593,0.1430316842957042,0.1910568956085626,0.0666666666666666,0.0607142857142857,0.1672274032676981,0.0527777777777777,0.261875,0.2594517958412098,0.2592475072424903,0.0442307692307692,0.0428571428571428,0.0416666666666666
0.546635637507916,0.5853756943760975,0.4293600391905932,0.3983199764373504,0.4057435241009948,0.4171359003978074,0.3474228163636085,0.2565028366631514,0.3281655668862149,0.2589632523206684,0.1774769307837182,0.1433401883276316,0.1227669815600803,0.1501102833101686,0.1290050342209253,0.2986159169550173,0.2699703955656337,0.1424538416757328,0.2606875,0.0527777777777777,0.0458333333333333,0.2590909090909091,0.0458333333333333,0.0442307692307692,0.0428571428571428,0.0416666666666666
0.546635637507916,0.5088983869903657,0.4698083416125108,0.4048486508513139,0.3733555539582587,0.3087665844911259,0.407757748004389,0.2496635780305738,0.2271969868886988,0.2882692069854226,0.2497565483913603,0.172967214428084,0.0855272764942632,0.1804713304846311,0.1171562775897004,0.1919380560713372,0.2646484375,0.1389926058950012,0.05,0.2624653739612188,0.05,0.2613378684807256,0.0442307692307692,0.0442307692307692,0.0428571428571428,0.0416666666666666
0.546635637507916,0.4729355770022996,0.4465018382108327,0.4111884176738744,0.2809064533196082,0.3794369146153643,0.3711833650091007,0.281155452434448,0.2604318448383049,0.0941735490895291,0.1409951665715521,0.2066466514873379,0.1520452613671344,0.2885555555555555,0.0950635810854561,0.2703382439649043,0.1037491832370286,0.1208895897751897,0.1428436869709035,0.0527777777777777,0.261875,0.2603822314049587,0.0442307692307692,0.0442307692307692,0.0428571428571428,0.0416666666666666
0.546635637507916,0.4949209096728343,0.4859445601175638,0.4183443709437645,0.3004880112162791,0.5090360591850264,0.2987162999617203,0.2799197421239952,0.2691056211656332,0.124359066926783,0.2838785621522643,0.1834616132619129,0.1457894734921948,0.1772550532313255,0.0875,0.1716666666666667,0.1916666666666666,0.263840830449827,0.208629424344889,0.0527777777777777,0.261875,0.2603822314049587,0.0458333333333333,0.0428571428571428,0.0428571428571428,0.0416666666666666
0.546635637507916,0.4931022245148763,0.5091681753609154,0.4140631486609402,0.4649349068352862,0.2945525757554599,0.267240384194982,0.3432589458897885,0.1749524446500239,0.2480216436841924,0.2253274632606943,0.3212830774270832,0.2204476571479631,0.075,0.281683920426651,0.2631430071664447,0.185358396559249,0.2583750182786372,0.1725274377590059,0.260056904819193,0.2620566626325924,0.2602224807328777,0.2825614366729678,0.2546195652173913,0.0416666666666666,0.0416666666666666
0.546635637507916,0.4931022245148763,0.4931170790050357,0.4058966921953452,0.4776203122198026,0.3481783771376312,0.3225490697328885,0.2868309752798581,0.3473072746292393,0.2053470026918934,0.2021577226359102,0.3226479591836735,0.1277481401133346,0.0822802330936182,0.275,0.2755990562473276,0.2908179012345679,0.0802108659653433,0.0789272726346313,0.26125,0.05,0.2840392561983471,0.0458333333333333,0.0442307692307692,0.0428571428571428,0.0416666666666666
