Network,1,2,3
EMT_000_00,0.7852292201194007,0.7852625231204425,0.7846506105455706
EMT_010_01,0.7561974984332516,0.7552714648372029,0.7548361604004499
EMT_010_02,0.5339761505473305,0.5307930820360921,0.5327468558679992
EMT_010_03,0.6749757951644478,0.6746037499819446,0.6768052495653974
EMT_010_04,0.6037589632904231,0.6056594766486263,0.6058587980786992
EMT_010_05,0.4243115674792943,0.42691354610132387,0.42040748655494675
EMT_010_06,0.7765067367878973,0.7758054289989307,0.776812903961591
EMT_010_07,0.7674071755373463,0.768853752245632,0.7679035507924877
EMT_010_08,0.5026511976945748,0.5015611942502723,0.5016207865599662
EMT_010_09,0.7171514591012291,0.7165846706615272,0.7152615195734664
EMT_010_10,0.5149076161069581,0.5175638746251863,0.5142132696495265
EMT_010_11,0.5645050173231976,0.5663117019826588,0.5410396340570307
EMT_010_12,0.7443765759957843,0.7448940130673296,0.744331303519565
EMT_010_13,0.5987646157369945,0.598758320323233,0.5992078538383497
EMT_010_14,0.5638041936803935,0.5638474371601911,0.5642346174806377
EMT_010_15,0.7759911965343271,0.7770418254627652,0.7751602210607567
EMT_010_16,0.5373661708971356,0.538531246713217,0.5363972800160554
EMT_010_17,0.6787878343776548,0.6783171276651977,0.6768364991962292
EMT_010_18,0.6953775492172688,0.6958056873021106,0.6963130452673947
EMT_010_19,0.6103541294753306,0.6083910525219176,0.6131335420731736
EMT_010_20,0.7506854142781327,0.7553377921792128,0.7532616118517346
EMT_010_21,0.4026282363347794,0.40746967989313637,0.40837041961191867
EMT_010_22,0.556715020814067,0.5549046449872409,0.5576203770712457
EMT_010_23,0.5471280488357305,0.5539958296736759,0.5486558755333639
EMT_010_24,0.6483877611717231,0.6480320348661788,0.6491135846617935
EMT_010_25,0.6265413603792578,0.6270945329587574,0.6271486451345979
EMT_010_26,0.5322624833208986,0.5321443660555798,0.5336114722665617
EMT_010_27,0.5772042549975117,0.5681234438803016,0.5743112976627047
EMT_010_28,0.5317549482839927,0.5290379033476575,0.5278104043367949
EMT_010_29,0.500102455508054,0.5038807083830383,0.5079090301383868
EMT_010_30,0.6027217923440435,0.6054343130586731,0.6048817521028038
EMT_010_31,0.4754734124880915,0.4777386097733806,0.4750154933290185
EMT_010_32,0.5615503915936477,0.563960899523434,0.5621437969652607
EMT_010_33,0.6336966905408957,0.6342938672233962,0.6307192770468032
EMT_010_34,0.6218688107462333,0.6199608256634702,0.6235703208104754
EMT_010_35,0.5583550260744675,0.5564063468576262,0.5581686052434809
EMT_010_36,0.5391331398858267,0.5364667718502397,0.5395650904171643
EMT_010_37,0.2854924607250092,0.2828969864034715,0.2851379571072997
EMT_010_38,0.7690219673054244,0.7696655330367597,0.7691021077502327
EMT_010_39,0.5413368607206146,0.5418760856709981,0.5411828579992735
EMT_010_40,0.7035894216126448,0.7015687519955072,0.7051584577815386
EMT_010_41,0.6175482192286381,0.6188187301802222,0.6184499392539424
EMT_010_42,0.776170062593675,0.7761792036907705,0.7745988360886629
EMT_010_43,0.7194182806998004,0.7199071594264128,0.7182511279656663
EMT_010_44,0.5399663458409656,0.5422220456642269,0.5390485073068766
EMT_010_45,0.6660083429868691,0.6639615952150336,0.6644819050127981
EMT_010_46,0.503121995668794,0.5321279500193102,0.5005585033023947
EMT_010_47,0.45127029867049445,0.45247979454981535,0.45498343638795447
EMT_010_48,0.6166519102457171,0.6173837122871525,0.6160280361437921
EMT_010_49,0.7207018202667607,0.7215364895723978,0.7225002851594893
EMT_010_50,0.6895221167902269,0.6925808755688639,0.6895757007836887
EMT_020_01,0.3958260853136697,0.49434485739542056,0.49443015764845294
EMT_020_02,0.37922614646382724,0.37697519600312385,0.37512690850231567
EMT_020_03,0.5319474982808315,0.5315165205965816,0.5295103471688435
EMT_020_04,0.4643459809639663,0.4562205824654493,0.456741098352484
EMT_020_05,0.4019395145203743,0.4012563800475381,0.3980992753512611
EMT_020_06,0.7131417361683735,0.714601149917276,0.716118375605779
EMT_020_07,0.52706329751551,0.5277500114564683,0.5298048521083892
EMT_020_08,0.6210072417230103,0.6172169061576058,0.6235605599062385
EMT_020_09,0.7068249856562228,0.7044464642968533,0.7044008398027826
EMT_020_10,0.5948412699245315,0.5952012692246194,0.5911676510535957
EMT_020_11,0.476952495219311,0.4790938425796136,0.4776580494495667
EMT_020_12,0.5702760114493926,0.5691362379605247,0.5708763065439995
EMT_020_13,0.23370060386318028,0.25177480308871825,0.28003157734714373
EMT_020_14,0.36576775880897394,0.3643556236196964,0.36462251688275027
EMT_020_15,0.38561833102720094,0.3919727347036554,0.387515541348842
EMT_020_16,0.3861204703487873,0.38754013209889826,0.38327126199879546
EMT_020_17,0.7042557364582136,0.704219423127325,0.7009673951540674
EMT_020_18,0.4345136398000179,0.43747965389087873,0.434854066335854
EMT_020_19,0.5255064653909367,0.5238647329024454,0.5325545207660078
EMT_020_20,0.5819897507337854,0.5827627489535535,0.5832532861233948
EMT_020_21,0.37463672973243195,0.37263749656452755,0.36978441538504964
EMT_020_22,0.5991826412492339,0.59815110026669,0.5988565943135461
