Network,1,2,3
EMT_000,0.7844911019478858,0.7851898350289022,0.7845267043145285
EMT_001,0.21317422016076046,0.2134087466220424,0.2111551057789135
EMT_002,0.19996683674825924,0.20241050649866504,0.199732368057604
EMT_003,0.3100688825935815,0.32460123584630746,0.3120109283921364
EMT_004,0.1779029652956024,0.21797567415057184,0.21536704940021645
EMT_005,0.3190999423835833,0.31775034224407406,0.31700953170635326
EMT_006,0.29263595759643246,0.29218955629237436,0.2916354007031998
EMT_007,0.2951730090970126,0.2953780746925427,0.29654422684612824
EMT_008,0.1762088709720475,0.18100460273994085,0.20360315092271186
EMT_009,0.221073766619686,0.21699366499761244,0.21686216372339928
EMT_010,0.18549707416471942,0.18429784113266684,0.1778738383566223
EMT_011,0.14080895751702271,0.1321076071955062,0.13395398780794154
EMT_012,0.2720005707540588,0.2764405346423237,0.27595605197026196
EMT_013,0.16240644341376864,0.20795253686263723,0.20278609267941067
EMT_014,0.31450081476977176,0.30709138418844034,0.31725208678348304
EMT_015,0.237029902828719,0.2320249857257044,0.22761573646452885
EMT_016,0.22106939530619504,0.2271695919011959,0.21754035813871025
EMT_017,0.147378008423255,0.14790295829646494,0.17994236502493846
EMT_018,0.2814059356416448,0.28048846197876715,0.2826956042200227
EMT_019,0.27360427290924233,0.2747504457555399,0.26763400745791344
EMT_020,0.17056011752630992,0.17173138149136902,0.17254545389953752
EMT_021,0.22155839597769716,0.22411528122802085,0.22027977490510128
EMT_022,0.17252411315512706,0.1720212288026406,0.17237166462181144
EMT_023,0.21853128986831227,0.21475024817899405,0.21818014342975656
EMT_024,0.29426641266093917,0.2989379768865059,0.2897145510604652
EMT_025,0.16356584950707412,0.1633946231468787,0.1679187774111605
EMT_026,0.2495912731054504,0.24759591209731097,0.25291386287552176
EMT_027,0.28406027353194707,0.2836634669270633,0.2831134700976191
EMT_028,0.16971951301513158,0.16896827535450756,0.14410971132776285
EMT_029,0.30378111919757833,0.3383416477624991,0.33961073073987214
EMT_030,0.23719610290188348,0.23164992008529764,0.2385958920984578
EMT_031,0.1662589475298329,0.160624967145635,0.1728152409249526
EMT_032,0.4353317481145409,0.43385722168731344,0.4310657032612545
EMT_033,0.26984346386524954,0.27296321482601504,0.27754381893329005
EMT_034,0.33623016010377377,0.3416777856674339,0.3426332255973544
EMT_035,0.27079484295796696,0.26696591874828646,0.2681848188894288
EMT_036,0.2388714704476161,0.2323509007173174,0.2344648018289329
EMT_037,0.16936872118115193,0.17007825029762016,0.16746408255206008
EMT_038,0.1921307517721193,0.1867096254731347,0.19258485948971427
EMT_039,0.2353965709022504,0.2328864065442229,0.22669192545681216
EMT_040,0.2961038938962348,0.2901173329031278,0.29150292516478277
EMT_041,0.22894262013704045,0.23172145757115983,0.23514004985204082
EMT_042,0.21141712008955477,0.1850524112786499,0.21863691394575868
EMT_043,0.16435701379717874,0.13928503617078528,0.12753529556057222
EMT_044,0.31851922310076614,0.31999667129537646,0.32160101341543507
EMT_045,0.230869370541895,0.23417864664791704,0.23625942208590206
EMT_046,0.19876677981049645,0.262464525820309,0.1995255536358125
EMT_047,0.23042285841951973,0.22176759226677956,0.22669637902789594
EMT_048,0.15225757349828645,0.1997325949002629,0.1535717087134364
EMT_049,0.28208541079847327,0.28633625325495743,0.28021544190916314
EMT_050,0.1775238439781738,0.18608182234441717,0.18207788508505676
EMT_051,0.32253041684362993,0.32564781661206615,0.32776534514074285
EMT_052,0.1844063091039366,0.22767623250593297,0.22506367990957027
EMT_053,0.4864968829391929,0.48559501060593857,0.4874525031595134
EMT_054,0.24517392738719665,0.24469868379102105,0.24717140048613617
EMT_055,0.30688206882691016,0.30859703943015654,0.30901709647277553
EMT_056,0.16514408180556603,0.16071683878451754,0.1702020074721169
EMT_057,0.21691337027114987,0.20723059863764404,0.21059740412480493
EMT_058,0.19107761160061557,0.18692134356150392,0.1908215814688637
EMT_059,0.2398042143393348,0.2379676609761867,0.24325944967782295
EMT_060,0.410750935250997,0.4055626561096486,0.4080589455026883
EMT_061,0.3604248165227813,0.35939391647745267,0.36182428822923673
EMT_062,0.27489451837827206,0.27106456109272087,0.27023613310749
EMT_063,0.2841901634076034,0.27345276310034194,0.28374884673318557
EMT_064,0.2630918832180446,0.2634641976400277,0.26382930738693233
EMT_065,0.17004568877271523,0.18488819441049115,0.17998330462424159
EMT_066,0.27410286938523937,0.27374583074410686,0.27445045910084087
EMT_067,0.24190927351493446,0.2377577450775051,0.23830190551345398
EMT_068,0.1673613583955946,0.16611711160888748,0.21566527253082263
EMT_069,0.25748742887655907,0.25623475620171565,0.25853103657412274
EMT_070,0.21050069796161283,0.20332659623876656,0.20129609643035323
EMT_071,0.22082795065652336,0.219440521620052,0.21871503338164772
EMT_072,0.24392486869919233,0.24162464888065194,0.24234166016389302
EMT_073,0.23644440383507775,0.23053096277410445,0.22791113161510745
EMT_074,0.2605859242888795,0.2582879011009567,0.25553412862731834
