Network,1,2,3
EMT_000,0.015577514251602883,0.016090177398030064,0.015254249990375127
EMT_001,0.1426135799460517,0.14633332625982035,0.14560347286681166
EMT_002,0.14236321729525359,0.14051720034645515,0.13851655759303197
EMT_003,0.13155756913251046,0.12999346985985777,0.13207649102262498
EMT_004,0.1882899829008408,0.19233533767322616,0.1923503536158255
EMT_005,0.18984107508843495,0.19041923859387758,0.19162744754176433
EMT_006,0.16610623991418833,0.16367952777703346,0.16330455922474046
EMT_007,0.14847360027731027,0.15285707090445508,0.14498412069878788
EMT_008,0.13388040758460643,0.13316157097016432,0.13434807130362916
EMT_009,0.1902855368054841,0.1906431395599931,0.19532551612078597
EMT_010,0.1636413886564214,0.16484895977694927,0.16695255287945102
EMT_011,0.19801272242190676,0.19740668902495523,0.1954791761575776
EMT_012,0.16967404511827255,0.1667282671201671,0.16906816198944877
EMT_013,0.16632774679312712,0.16736380002257645,0.1687447494419516
EMT_014,0.20058291880004223,0.20396045645181357,0.19965734853955855
EMT_015,0.16087828508548707,0.16264015963464995,0.16189045674881708
EMT_016,0.12006278688466519,0.12150996446303257,0.12005377315021708
EMT_017,0.14646290520346836,0.14783456414740606,0.14514327868179425
EMT_018,0.19196774339603212,0.19625418531574812,0.1945798987540345
EMT_019,0.15960532602131006,0.16252908610265468,0.16013878550908314
EMT_020,0.18779753456010967,0.18964757730704895,0.18928115878631552
EMT_021,0.14192761130067832,0.14161449479895777,0.13975202326338373
EMT_022,0.21142793673787813,0.21183566240097268,0.2102366585305996
EMT_023,0.20735979962901943,0.20861674749080686,0.2077427182957258
EMT_024,0.1583477521136992,0.15882919878225493,0.16007458317848952
EMT_025,0.17769967793144834,0.17823687880458325,0.17321209279532335
EMT_026,0.2087895763894679,0.21213361777394202,0.20541730882734563
EMT_027,0.24164268707984615,0.24083693742239098,0.24431633972089803
EMT_028,0.1644870585829258,0.16695148275906,0.16829422024926494
EMT_029,0.21814627196865097,0.21734499183362155,0.2220184410030397
EMT_030,0.2570114722575949,0.2527292902241662,0.2556826776139163
EMT_031,0.1990114611328798,0.19297880914880272,0.19476099625099952
EMT_032,0.16594628210096696,0.16657863351273372,0.17093791741359898
EMT_033,0.21084857632360257,0.2157701108505768,0.21051115829638722
EMT_034,0.11451230133426013,0.11919039949683372,0.11230055767776782
EMT_035,0.25814493995296345,0.25797315815786925,0.25862611365000815
EMT_036,0.19511293311675343,0.1990518627685555,0.1955874123779276
EMT_037,0.14147466103903553,0.13989607566968373,0.141034817465392
EMT_038,0.1590888523485181,0.16217431044586256,0.16027017619473366
EMT_039,0.23860724799953062,0.23883558008348418,0.24612990586980932
EMT_040,0.12783725291529147,0.13219353294399958,0.13008443243256892
EMT_041,0.18914418791391172,0.18602411278459247,0.18642952890672687
EMT_042,0.23516912625429032,0.2300947237128513,0.23947700046118986
EMT_043,0.18004001660079094,0.1826740439442333,0.17825030544642553
EMT_044,0.1931821479965739,0.192652997565762,0.19423433809810306
EMT_045,0.19425810618093867,0.19670683390629876,0.1932577243536319
EMT_046,0.21513479126517057,0.21136061770210524,0.20846458189132616
EMT_047,0.14037962041751606,0.14726811832100337,0.1479890122884903
EMT_048,0.21806839689851976,0.21358362082653692,0.21379559375644552
EMT_049,0.22117034002937722,0.22043741314927676,0.22348415856984952
EMT_050,0.1781835211866109,0.1785362205004547,0.17507933245682963
EMT_051,0.11822978060285515,0.11776428351613973,0.11967493191498928
EMT_052,0.16672767566204702,0.165651975513217,0.16262342663432594
EMT_053,0.08998439095638187,0.08992864000179607,0.08793571887875294
EMT_054,0.17029093296778006,0.16596055590753891,0.16168117363889256
EMT_055,0.19399691834971738,0.19526075828014697,0.19156935196701294
EMT_056,0.15506824620199158,0.15892073585933278,0.15998584844085117
EMT_057,0.14886948945480002,0.14563110403315765,0.14759280749529535
EMT_058,0.18123525744540495,0.17857464326335984,0.17333324178966608
EMT_059,0.2628480181444897,0.26417059377882957,0.25904985294113464
EMT_060,0.14633787043796995,0.14666425804428557,0.1469656484011763
EMT_061,0.12343483190886474,0.12327904503725706,0.12269812830634892
EMT_062,0.12642785979792903,0.13132954064889035,0.1302379150480644
EMT_063,0.13076109355630083,0.1320785441167036,0.13282573915725543
EMT_064,0.2132887318436817,0.21267942804354142,0.21326588142222816
EMT_065,0.17494943122368675,0.17127972105116984,0.17069199612685834
EMT_066,0.1427582289647285,0.14154407970478894,0.14404038977925335
EMT_067,0.23429998706879698,0.238436285812545,0.2419378654707875
EMT_068,0.19724676265506777,0.19946518289839707,0.19737411106941047
EMT_069,0.2263114870131351,0.22779862420025243,0.2253474201939237
EMT_070,0.2339471761262656,0.23567356167682954,0.23602181085896687
EMT_071,0.1593873128486567,0.16591202711307318,0.16564790251686937
EMT_072,0.20230825960521756,0.20549285048469362,0.20458131638594138
EMT_073,0.2164125808569132,0.21674596542567467,0.21920093422623407
EMT_074,0.17737751540747684,0.175813122810433,0.17466331481994465
EMT_075,0.18404829458950717,0.18805849637460983,0.18786272961784936
EMT_076,0.1541302426144852,0.16055936460023545,0.15778915739159521
EMT_077,0.2051962657849125,0.20752834895723646,0.20853801849146125
EMT_078,0.19413225167097078,0.1944639133039747,0.19285678432712833
EMT_079,0.15985082359670524,0.16150955183107865,0.1607012271543837
EMT_080,0.16811200407314017,0.17456318942675528,0.1706429220585189
EMT_081,0.1608192491148043,0.16248959990336997,0.16107236605492636
EMT_082,0.200825135372705,0.20733396035797122,0.19891554051317087
EMT_083,0.158923098778359,0.15486792485885234,0.15687911766009602
EMT_084,0.1469063067081574,0.14578348958787177,0.14814057694759786
