Network,Mean PC1 Coefficient
05R070_01,26.787808046967076
05R070_02,26.965951535692206
05R070_03,22.568645640505444
05R070_04,28.05378995959233
05R070_05,19.164753269445143
05R070_06,21.560314135253687
05R070_07,23.028535765444992
05R070_08,22.048400532077988
05R070_09,33.31989336213897
05R070_10,23.405629009546935
05R080_01,29.067625143924303
05R080_02,22.95825397467135
05R080_03,21.15347121904947
05R080_04,22.700167598971625
05R080_05,18.039338042332492
05R080_06,19.89412011495146
05R080_07,25.82066500800657
05R080_08,20.041564152595203
05R080_09,28.018024078960167
05R080_10,21.917753144144097
05R090_01,26.58456743253436
05R090_02,25.90438654655303
05R090_03,17.26677192986577
05R090_04,21.671023107110745
05R090_05,20.274220758834225
05R090_06,18.13945991997416
05R090_07,27.6825278556802
05R090_08,21.558800474042325
05R090_09,21.78137038445341
05R090_10,29.07737886387354
05R100_01,21.71283082524691
05R100_02,24.685122855746197
05R100_03,23.656761047732985
05R100_04,24.57041103211923
05R100_05,21.052334543530204
05R100_06,24.171781749591286
05R100_07,20.863101555355165
05R100_08,19.918107116110665
05R100_09,22.556781807490367
05R100_10,22.698810285681837
06R000_00,42.724021471443734
06R010_01,33.73109008729743
06R010_02,34.44035962596375
06R010_03,41.13536018686457
06R010_04,23.852499318194113
06R010_05,34.1135314396671
06R010_06,30.579317149905282
06R010_07,35.15152670713243
06R010_08,28.959119951546725
06R010_09,25.04000043392613
06R010_10,34.91515857176546
06R020_01,33.022398972409405
06R020_02,24.6586458626656
06R020_03,23.740958908607737
06R020_04,23.30879275110306
06R020_05,25.417836639159844
06R020_06,34.143139607620604
06R020_07,25.29367727377266
06R020_08,29.82451444610476
06R020_09,33.390858458619554
06R020_10,31.22844144497056
06R030_01,26.04668332662019
06R030_02,22.21952328411928
06R030_03,29.28114149332363
06R030_04,26.341891263393023
06R030_05,27.51543901954011
06R030_06,25.697879538604013
06R030_07,25.895631139084713
06R030_08,26.774231062377183
06R030_09,28.244535549808987
06R030_10,22.97740716096326
06R040_01,28.176078053439443
06R040_02,28.85980541846959
06R040_03,25.14813297204094
06R040_04,20.990913097683613
06R040_05,26.350340099798387
06R040_06,18.96323505787988
06R040_07,20.223933759660746
06R040_08,28.50661758662475
06R040_09,31.138043802343603
06R040_10,22.40037071029357
06R050_01,25.56633884142832
06R050_02,23.687037157517246
06R050_03,28.17008403459155
06R050_04,21.028213148118642
06R050_05,23.340137698785856
06R050_06,26.443931731634905
06R050_07,26.00420822599798
06R050_08,20.936652481158454
06R050_09,28.03425455236686
06R050_10,21.32277017868751
06R060_01,25.32082676103764
06R060_02,19.434997492474565
06R060_03,23.302613331259103
06R060_04,27.961765266854066
06R060_05,18.72309576258315
06R060_06,31.14231183454964
06R060_07,20.983760068724692
06R060_08,28.101639221293162
06R060_09,20.35729665576863
06R060_10,24.83407879585063
06R070_01,22.555522671695954
06R070_02,21.357473803096475
06R070_03,17.906503146250703
06R070_04,22.02377003274249
06R070_05,25.086544550874656
06R070_06,20.29981945438081
06R070_07,21.51680468804843
06R070_08,18.620740332179526
06R070_09,23.116371033284096
06R070_10,22.943868853430278
06R080_01,17.790279003615392
06R080_02,24.92275444344587
06R080_03,22.3275489864973
06R080_04,29.250885006113055
06R080_05,22.73074869303924
06R080_06,24.20877878622605
06R080_07,28.24655616265089
06R080_08,19.308691378963125
06R080_09,26.922518917456607
06R080_10,24.028550668519514
06R090_01,16.216071913842683
06R090_02,22.975984913721483
06R090_03,24.050131556792287
06R090_04,22.012524580365316
06R090_05,23.957367064038714
06R090_06,26.950614558139307
06R090_07,18.86748755805545
06R090_08,23.922230142446633
06R090_09,24.31162390341774
06R090_10,19.91991375943421
06R100_01,27.46612263845382
06R100_02,25.11988578169632
06R100_03,25.788569844984256
06R100_04,33.968825836863445
06R100_05,25.784075152308624
06R100_06,31.702237595789104
06R100_07,22.112499309451444
06R100_08,37.545014442831445
06R100_09,20.86989784809013
06R100_10,16.455041763500635
07R000_00,48.51635804691258
07R010_01,32.153012652636285
07R010_02,27.316276524382666
07R010_03,42.17336826929111
07R010_04,37.670012007915965
07R010_05,29.20933003862234
07R010_06,36.51966910465225
07R010_07,31.384859545566943
07R010_08,26.237114667884008
07R010_09,28.46666853053924
07R010_10,34.99742449163039
07R020_01,33.351893510661135
07R020_02,31.49851188304628
07R020_03,27.94042653721789
07R020_04,28.27528893902295
07R020_05,33.93188644214893
07R020_06,30.36441846997639
07R020_07,21.026681454543606
07R020_08,27.59523214551439
07R020_09,27.830983020928034
07R020_10,28.98495380374552
07R030_01,23.5073973523725
07R030_02,29.51996536421495
07R030_03,24.185308864356976
07R030_04,21.76053474773343
07R030_05,23.692532335111842
07R030_06,33.37983054563591
07R030_07,32.92640689134845
07R030_08,23.89334054449106
07R030_09,23.767058662396465
07R030_10,29.306162849044796
07R040_01,27.683590510970284
07R040_02,35.83439972053424
07R040_03,25.810685962478182
07R040_04,22.9616768913023
07R040_05,29.952180168647104
07R040_06,23.50157004045869
07R040_07,26.881581182945652
07R040_08,27.16385497548003
07R040_09,22.5889922707764
07R040_10,18.929604931619373
07R050_01,24.497323766380912
07R050_02,19.418393404960476
07R050_03,25.849908617066177
07R050_04,30.08848152954701
07R050_05,24.135070657196643
07R050_06,23.89837806927887
07R050_07,27.373267253858874
07R050_08,23.28030788850513
07R050_09,22.04018955484622
07R050_10,18.838159900239845
07R060_01,23.674119963995818
07R060_02,32.97484745993326
07R060_03,26.58470466965996
07R060_04,24.163814083929637
07R060_05,25.457473213085077
07R060_06,19.50489350498075
07R060_07,22.47973326400504
07R060_08,23.096353346062223
07R060_09,22.95724927904324
07R060_10,27.790957305127215
07R070_01,19.896771503190323
07R070_02,28.029613887553175
07R070_03,25.04153530729938
07R070_04,24.342346266916536
07R070_05,22.41878621061615
07R070_06,28.86069248775307
07R070_07,20.121020594027375
07R070_08,22.22541328109869
07R070_09,19.232904906855072
07R070_10,22.182078126478473
07R080_01,23.427431311308837
07R080_02,30.6063014845963
07R080_03,26.356452659817762
07R080_04,26.035501219593673
07R080_05,23.99092527923294
07R080_06,21.70676626882346
07R080_07,22.841592807369587
07R080_08,16.347896671460266
07R080_09,24.78138241259995
07R080_10,25.090819578848617
07R090_01,26.044969129003928
07R090_02,18.410637484213552
07R090_03,23.98459809389959
07R090_04,20.194130719308085
07R090_05,19.824322710633147
07R090_06,19.222337825044313
07R090_07,16.593022116198085
07R090_08,26.335838901083648
07R090_09,19.558329116474695
07R090_10,23.866770582818624
07R100_01,17.563830166006174
07R100_02,27.579826977189633
07R100_03,24.57730417299016
07R100_04,27.419009181272827
07R100_05,25.314547282304495
07R100_06,20.979857893722524
07R100_07,22.154254413444516
07R100_08,22.898604631453964
07R100_09,24.494247640564936
07R100_10,26.50844555023025
