Network,1,2,3
EMT_0000,0.6252708261088711,0.6252708261088711,0.6252708261088711
EMT_0401,0.45631062823814383,0.45631062823814383,0.45631062823814383
EMT_0402,0.3853474488566473,0.3853474488566473,0.3853474488566473
EMT_0403,0.5017937093817058,0.5017937093817058,0.5017937093817058
EMT_0404,0.5610310619864365,0.5610310619864365,0.5610310619864365
EMT_0405,0.5610310619864365,0.5610310619864365,0.5610310619864365
EMT_0406,0.3768615957353577,0.3768615957353577,0.3768615957353577
EMT_0407,0.4934595405646707,0.4934595405646707,0.4934595405646707
EMT_0408,0.4811632087895983,0.4811632087895983,0.4811632087895983
EMT_0409,0.21363504278995238,0.21363504278995238,0.21363504278995238
EMT_0410,0.40547238301197686,0.40547238301197686,0.40547238301197686
EMT_0801,0.34001624581393813,0.34001624581393813,0.34001624581393813
EMT_0802,0.1408114796433003,0.1408114796433003,0.1408114796433003
EMT_0803,0.28538648951119666,0.28538648951119666,0.28538648951119666
EMT_0804,0.15191781034629626,0.15191781034629626,0.15191781034629626
EMT_0805,0.346102198807921,0.346102198807921,0.346102198807921
EMT_0806,0.40886797779348594,0.40886797779348594,0.40886797779348594
EMT_0807,0.13019231525589817,0.13019231525589817,0.13019231525589817
EMT_0808,0.25950362309957103,0.25950362309957103,0.25950362309957103
EMT_0809,0.4987306929967024,0.4987306929967024,0.4987306929967024
EMT_0810,0.2529689019361595,0.2529689019361595,0.2529689019361595
EMT_1201,0.19683897733054778,0.19683897733054778,0.19683897733054778
EMT_1202,0.026046433986388347,0.026046433986388347,0.026046433986388347
EMT_1203,0.12374354053288558,0.12374354053288558,0.12374354053288558
EMT_1204,0.11301176870272991,0.11301176870272991,0.11301176870272991
EMT_1205,0.13389468428466547,0.13389468428466547,0.13389468428466547
EMT_1206,0.06292113926726992,0.06292113926726992,0.06292113926726992
EMT_1207,0.18858502688937048,0.18858502688937048,0.18858502688937048
EMT_1208,0.3696561105604017,0.3696561105604017,0.3696561105604017
EMT_1209,0.1683606907394264,0.1683606907394264,0.1683606907394264
EMT_1210,0.04806766289708958,0.04806766289708958,0.04806766289708958
EMT_1601,0.16129630611466322,0.16129630611466322,0.16129630611466322
EMT_1602,0.13621729517434622,0.13621729517434622,0.13621729517434622
EMT_1603,0.10395616493305093,0.10395616493305093,0.10395616493305093
EMT_1604,0.07079138384808081,0.07079138384808081,0.07079138384808081
EMT_1605,0.12457336057451612,0.12457336057451612,0.12457336057451612
EMT_1606,0.17577929525536595,0.17577929525536595,0.17577929525536595
EMT_1607,0.05455433720495466,0.05455433720495466,0.05455433720495466
EMT_1608,0.1517460414754996,0.1517460414754996,0.1517460414754996
EMT_1609,0.12049907044029522,0.12049907044029522,0.12049907044029522
EMT_1610,0.031092809733565697,0.031092809733565697,0.031092809733565697
EMT_2001,0.03479792853082861,0.03479792853082861,0.03479792853082861
EMT_2002,0.06435732465275072,0.06435732465275072,0.06435732465275072
EMT_2003,0.1094048111390884,0.1094048111390884,0.1094048111390884
EMT_2004,0.10088953550952107,0.10088953550952107,0.10088953550952107
EMT_2005,0.019518502160781086,0.019518502160781086,0.019518502160781086
EMT_2006,0.05725563314141044,0.05725563314141044,0.05725563314141044
EMT_2007,0.09980089076442833,0.09980089076442833,0.09980089076442833
EMT_2008,0.09387530685183494,0.09387530685183494,0.09387530685183494
EMT_2009,0.016280522881871297,0.016280522881871297,0.016280522881871297
EMT_2010,0.1289902425992296,0.1289902425992296,0.1289902425992296
EMT_2401,0.1128778897861682,0.1128778897861682,0.1128778897861682
EMT_2402,0.03057848290717656,0.03057848290717656,0.03057848290717656
EMT_2403,0.08465907033853351,0.08465907033853351,0.08465907033853351
EMT_2404,0.008549766114743122,0.008549766114743122,0.008549766114743122
EMT_2405,0.03682610334105102,0.03682610334105102,0.03682610334105102
EMT_2406,0.13963452169038665,0.13963452169038665,0.13963452169038665
EMT_2407,0.08282810586921845,0.08282810586921845,0.08282810586921845
EMT_2408,0.06771927016285147,0.06771927016285147,0.06771927016285147
EMT_2409,0.06701666221270221,0.06701666221270221,0.06701666221270221
EMT_2410,0.16596290449680234,0.16596290449680234,0.16596290449680234
EMT_2801,0.02280491045578904,0.02280491045578904,0.02280491045578904
EMT_2802,0.025366247214209287,0.025366247214209287,0.025366247214209287
EMT_2803,0.05783832593077125,0.05783832593077125,0.05783832593077125
EMT_2804,0.04388981449295913,0.04388981449295913,0.04388981449295913
EMT_2805,0.03861733715186735,0.03861733715186735,0.03861733715186735
EMT_2806,0.13783129865328136,0.13783129865328136,0.13783129865328136
EMT_2807,0.07585255502876882,0.07585255502876882,0.07585255502876882
EMT_2808,0.14301628987330556,0.14301628987330556,0.14301628987330556
EMT_2809,0.07833281897478783,0.07833281897478783,0.07833281897478783
EMT_2810,0.03641199699901869,0.03641199699901869,0.03641199699901869
EMT_3201,0.011114484760717346,0.011114484760717346,0.011114484760717346
EMT_3202,0.08172418239337409,0.08172418239337409,0.08172418239337409
EMT_3203,0.1489638033614328,0.1489638033614328,0.1489638033614328
EMT_3204,0.13952843274849033,0.13952843274849033,0.13952843274849033
EMT_3205,0.03031615171076734,0.03031615171076734,0.03031615171076734
EMT_3206,0.10343698746028619,0.10343698746028619,0.10343698746028619
EMT_3207,0.06604122257996596,0.06604122257996596,0.06604122257996596
EMT_3208,0.02616791295366188,0.02616791295366188,0.02616791295366188
EMT_3209,0.08412996053677156,0.08412996053677156,0.08412996053677156
EMT_3210,0.01638991355202179,0.01638991355202179,0.01638991355202179
EMT_3601,0.0966277346574443,0.0966277346574443,0.0966277346574443
EMT_3602,0.060127062009007866,0.060127062009007866,0.060127062009007866
EMT_3603,0.03109071161163533,0.03109071161163533,0.03109071161163533
EMT_3604,0.11185871684593753,0.11185871684593753,0.11185871684593753
EMT_3605,0.10607801703557126,0.10607801703557126,0.10607801703557126
EMT_3606,0.03353434040174427,0.03353434040174427,0.03353434040174427
EMT_3607,0.03122123245893922,0.03122123245893922,0.03122123245893922
EMT_3608,0.07864536881341053,0.07864536881341053,0.07864536881341053
EMT_3609,0.027077671630075774,0.027077671630075774,0.027077671630075774
EMT_3610,0.04472452763915759,0.04472452763915759,0.04472452763915759
EMT_4001,0.03581876519992666,0.03581876519992666,0.03581876519992666
EMT_4002,0.03966787391994177,0.03966787391994177,0.03966787391994177
EMT_4003,0.08784318841620667,0.08784318841620667,0.08784318841620667
EMT_4004,0.015637532258689867,0.015637532258689867,0.015637532258689867
