Network,1,2,3
EMT_0000,0.9267829489908562,0.9276816830159922,0.9270954573000757
EMT_0401,0.9137771501773979,0.9146723592813215,0.9145299501543034
EMT_0402,0.8858238637712206,0.8859471927130167,0.8863504650964525
EMT_0403,0.9139910268141128,0.9138396866113445,0.9128300970716218
EMT_0404,0.9089635194243528,0.9088230663288781,0.908846961416496
EMT_0405,0.9103362114155795,0.9094348514150509,0.9094059333881632
EMT_0406,0.8509326560997287,0.8504932123128255,0.8512064467850898
EMT_0407,0.892466875690099,0.8917046607594181,0.8917104288644713
EMT_0408,0.919895368702744,0.9190436409292845,0.9195149787219035
EMT_0409,0.9018539509708138,0.9022772637993598,0.9024005504664281
EMT_0410,0.8445946868048111,0.8452226037778288,0.8458094015361701
EMT_0801,0.8419232404744592,0.8410823531062924,0.8385935670566684
EMT_0802,0.8197988605141686,0.8219030886168662,0.819457436464758
EMT_0803,0.8326204047945542,0.8314755066287184,0.834473964634358
EMT_0804,0.6007577553748504,0.5967175021710874,0.5977628194522322
EMT_0805,0.844091261247166,0.8412490813689024,0.8406861119592411
EMT_0806,0.8788359081582738,0.8784189283025157,0.877546978380007
EMT_0807,0.677505758625431,0.6826445144218289,0.6859381715891969
EMT_0808,0.8716506451113333,0.8714249110730846,0.8723803767600282
EMT_0809,0.910355177587525,0.9119243435820906,0.9106322703079138
EMT_0810,0.7571485248542705,0.7574740895056402,0.7625612591707616
EMT_1201,0.7753669752951977,0.7754186202134971,0.774632865852108
EMT_1202,0.41411574697234543,0.41765414266036843,0.4191880027296454
EMT_1203,0.7702594522674796,0.7683005674872678,0.7722863194534609
EMT_1204,0.7631877135787506,0.7622784365525388,0.7551217473308728
EMT_1205,0.5895392099002945,0.5894550261074827,0.585855502844527
EMT_1206,0.46869827079720655,0.47043463946690683,0.46750041640879436
EMT_1207,0.7654214340331932,0.7623353539540484,0.7638492642571033
EMT_1208,0.8381495401175957,0.8370200611709632,0.8387587050369563
EMT_1209,0.785965212017524,0.7874343505136389,0.7861284871926197
EMT_1210,0.5618460312554194,0.5593966607579204,0.5675395796510235
EMT_1601,0.7610791946553729,0.7643806881768775,0.760479980764404
EMT_1602,0.7700257772156661,0.7719311425453451,0.7736933950136268
EMT_1603,0.6262344440058321,0.6264516284670664,0.6253696943602596
EMT_1604,0.4366121760578414,0.4348882867725085,0.43553432344667037
EMT_1605,0.6983932587642163,0.6954489801437123,0.6893407309527981
EMT_1606,0.7183141191578474,0.7166932282151216,0.7128983924427089
EMT_1607,0.5400818710231396,0.5399922660556622,0.5391955213846502
EMT_1608,0.6999810531578956,0.7032463333823609,0.7019394585082693
EMT_1609,0.7336939112760255,0.733816849959349,0.7351966239092345
EMT_1610,0.48401615261678305,0.48473994579462776,0.48163681312232576
EMT_2001,0.44137569248864816,0.4421943626799232,0.4376900759582471
EMT_2002,0.4778620165264821,0.4755538782219155,0.47855348337738995
EMT_2003,0.6755827742597301,0.6787942466709673,0.6780407312342711
EMT_2004,0.659827588507041,0.653968399556781,0.6600070770418528
EMT_2005,0.5728396479408859,0.5654105520198218,0.568368812920027
EMT_2006,0.5913087231977525,0.5861744082760442,0.5890531547994315
EMT_2007,0.5575144853818358,0.5614829266380841,0.5571914651919807
EMT_2008,0.6385187031981658,0.6357711674085118,0.6397062352757361
EMT_2009,0.4283997334797283,0.4268850865930148,0.41856106977774227
EMT_2010,0.6553394942216015,0.6527421827417484,0.6534243695367697
EMT_2401,0.6674632522172597,0.6657910091740894,0.6652570427792956
EMT_2402,0.3872262478448103,0.38692599508539394,0.38870963903587297
EMT_2403,0.47106137013306604,0.47475412703127473,0.47116863938905157
EMT_2404,0.504101024303541,0.4969790909507755,0.5008263686033444
EMT_2405,0.3395605236927695,0.33182004001150545,0.33677641351642085
EMT_2406,0.6238150407013741,0.6207726865621978,0.625012266856489
EMT_2407,0.4736699425423617,0.48089115723662373,0.47666901756330754
EMT_2408,0.7002198549284714,0.7011377388241747,0.7008471239648191
EMT_2409,0.6891362545706582,0.68944825085297,0.6912866493546447
EMT_2410,0.574956674720561,0.5840905101975157,0.5762211497176665
EMT_2801,0.4236384299949647,0.42663514855369883,0.4273707529047775
EMT_2802,0.4597612873503871,0.45841762839537703,0.45852205718420347
EMT_2803,0.40587226480805955,0.4070195333834768,0.4032728980350777
EMT_2804,0.6449296111586064,0.6489589340519447,0.6434854657143215
EMT_2805,0.38874409865412235,0.39399463623142683,0.39433466904374304
EMT_2806,0.6489507499396794,0.6481845020867635,0.6435098030577312
EMT_2807,0.5505776368920511,0.5462769311860156,0.5427565936362546
EMT_2808,0.7378887653720452,0.7380869387016633,0.7397687868293228
EMT_2809,0.4256795519650501,0.4128341335817497,0.42182099929132827
EMT_2810,0.38426739397200316,0.3840892590214232,0.3798080307959718
EMT_3201,0.40663782569061996,0.4112582866832893,0.41276995329196214
EMT_3202,0.4589711096169285,0.44850644539428314,0.4474461840495787
EMT_3203,0.6781191605422371,0.6794590792503968,0.68172540790857
EMT_3204,0.7523579431878987,0.7578010708244103,0.7552451451726682
EMT_3205,0.40849829968233314,0.41595433091889505,0.41290223281921357
EMT_3206,0.5788931069115864,0.5794920806673404,0.5793351837390469
EMT_3207,0.4482295617557546,0.4454784553275891,0.4531081852289137
EMT_3208,0.3842330725193459,0.3768378063375277,0.3801635811577664
EMT_3209,0.6843010287720794,0.6880019951493389,0.6852789667596056
EMT_3210,0.484871672102897,0.4888301507623662,0.4885433885208088
EMT_3601,0.5224751462300834,0.5206679536813485,0.5238443618502857
EMT_3602,0.3344648372183579,0.34472529087950715,0.34690385990731715
EMT_3603,0.538713076563657,0.5325990676655364,0.5393374238394317
EMT_3604,0.6149334981016354,0.6108012197480013,0.6113462623615287
EMT_3605,0.41908368947891605,0.4215196250835741,0.42587742191375766
EMT_3606,0.29531688639489784,0.29050867960418186,0.2900200495212394
EMT_3607,0.4436820054796752,0.44374581610594155,0.4494003322990381
EMT_3608,0.5770188634143986,0.5756591251377142,0.570451741875735
EMT_3609,0.47930670339159986,0.48818005474215165,0.484354767030623
