Network,Number of Swaps,PC1 Variance,Influence Team Strength,Total Number of Swaps,Number of PCs
GON_060_42,30,0.3456125221560175,0.0571899895924609,60,8
GON_060_43,30,0.5106153266133011,0.0370052368929369,60,8
GON_060_44,30,0.5912533123940049,0.0373747566387097,60,8
GON_060_45,30,0.310539292027836,0.0272719749788183,60,8
GON_060_46,30,0.4011109340377219,0.024188498331438,60,8
GON_060_47,30,0.489227736645476,0.0418855849902541,60,7
GON_060_48,30,0.4090525495255492,0.0460842724985256,60,7
GON_060_49,30,0.4870144560508327,0.033350857521112,60,7
GON_060_50,30,0.5328818749977167,0.0363437370579754,60,7
GON_070_01,35,0.4493080466036536,0.0218814739184618,70,7
GON_070_02,35,0.5274344752519631,0.0634669779347856,70,7
GON_070_03,35,0.4848226087063828,0.080106810220984,70,7
GON_070_04,35,0.4559120962315577,0.0252879852860515,70,7
GON_070_05,35,0.551821216149167,0.0317380395100541,70,7
GON_070_06,35,0.3632380588963032,0.0391079474149637,70,8
GON_070_07,35,0.4619564917777548,0.0496577107806351,70,8
GON_070_08,35,0.5010617634145206,0.0471275020779931,70,8
GON_070_09,35,0.3496233856534772,0.0300203600734742,70,8
GON_070_10,35,0.3911537726844469,0.0387744925875166,70,8
GON_070_11,35,0.4777938060950107,0.0352961944416983,70,8
GON_070_12,35,0.6605924840546155,0.0413843454593568,70,7
GON_070_13,35,0.5647138974548439,0.0345741844495295,70,7
GON_070_14,35,0.4412711202914712,0.0485031166061928,70,7
GON_070_15,35,0.4825964011814338,0.030890130760418,70,7
GON_070_16,35,0.3801451475200124,0.0207702777980318,70,7
GON_070_17,35,0.6606877455870687,0.0867344358195688,70,7
GON_070_18,35,0.6288319316864969,0.0295509846149952,70,8
GON_070_19,35,0.487720720329648,0.0517717572037426,70,8
GON_070_20,35,0.4727155183833124,0.0145162129782387,70,8
GON_070_21,35,0.4777571298832437,0.0315716807881925,70,7
GON_070_22,35,0.7065296996104218,0.0593550372537224,70,7
GON_070_23,35,0.5781027759205702,0.0337268642319386,70,7
GON_070_24,35,0.3767317388869953,0.0604744276510088,70,6
GON_070_25,35,0.2870963548529839,0.0378155557505516,70,6
GON_070_26,35,0.5580687227955355,0.0956651961893733,70,6
GON_070_27,35,0.338184313544473,0.0627453477703822,70,7
GON_070_28,35,0.4949079878510816,0.0381729742102561,70,7
GON_070_29,35,0.4084089687589632,0.0583023651844359,70,7
GON_070_30,35,0.6553566811792616,0.0329329066260406,70,8
GON_070_31,35,0.440945688559445,0.0752227234476058,70,8
GON_070_32,35,0.5367117992883587,0.0343570955459357,70,8
GON_070_33,35,0.6043815003303584,0.0484595971529768,70,8
GON_070_34,35,0.3377934391572469,0.0431684298974801,70,8
GON_070_35,35,0.4317459699927772,0.0280060856352208,70,8
GON_070_36,35,0.591357475010598,0.0244469174050856,70,8
GON_070_37,35,0.6512374187744288,0.0420348930147558,70,8
GON_070_38,35,0.4165436748398845,0.026991461863402,70,8
GON_070_39,35,0.429731113679781,0.0535404412793651,70,7
GON_070_40,35,0.5386158164171185,0.0222004326735565,70,6
GON_070_41,35,0.4229672557900885,0.0778503470650768,70,7
GON_070_42,35,0.6369260694015649,0.0772540505754309,70,8
GON_070_43,35,0.5855359332239726,0.0570317568223487,70,8
GON_070_44,35,0.483180006785374,0.0301849714393345,70,8
GON_070_45,35,0.6905522258814939,0.0524903015539867,70,8
GON_070_46,35,0.61868081843714,0.0249627504076707,70,8
GON_070_47,35,0.4147989765458931,0.0248125003152789,70,8
GON_070_48,35,0.3794361777261022,0.0233191797983552,70,7
GON_070_49,35,0.5271190778726541,0.0232638784709696,70,7
GON_070_50,35,0.4553940527606697,0.0352704967549968,70,7
GON_080_01,40,0.4275024735326032,0.0314916014629632,80,8
GON_080_02,40,0.5100394663058578,0.0401302861838193,80,8
GON_080_03,40,0.6483459440366693,0.0414228857927567,80,8
GON_080_04,40,0.3260221036955181,0.0782533395961468,80,8
GON_080_05,40,0.4293522544153292,0.0361322228077808,80,8
GON_080_06,40,0.6143838962288303,0.0656369389053337,80,8
GON_080_07,40,0.7553785515357708,0.0560441554129501,80,8
GON_080_08,40,0.5425754961895921,0.0271423477468286,80,8
GON_080_09,40,0.6040241955365383,0.0428961021059001,80,8
GON_080_10,40,0.3317021527900445,0.0323878991361994,80,7
GON_080_11,40,0.6270049182075271,0.0249502891336826,80,7
GON_080_12,40,0.3514585834186844,0.0492349489050485,80,7
GON_080_13,40,0.4381151865461714,0.040358004463603,80,7
GON_080_14,40,0.3597230087583717,0.0834508307793672,80,7
GON_080_15,40,0.5075233179289519,0.0333546556802065,80,7
GON_080_16,40,0.3679597092636272,0.0525960436383773,80,6
GON_080_17,40,0.588525408173266,0.0330974559731514,80,6
GON_080_18,40,0.4741074783189564,0.0369377228855946,80,6
GON_080_19,40,0.4129845540305382,0.0606382347422199,80,7
GON_080_20,40,0.4562425190463302,0.0438299379496785,80,7
GON_080_21,40,0.5203379445729216,0.0550158553302542,80,7
GON_080_22,40,0.3572799784281268,0.0315498803212934,80,6
GON_080_23,40,0.3817828283260344,0.0200326926105759,80,6
GON_080_24,40,0.3859206835368645,0.0153946357714897,80,7
GON_080_25,40,0.4077333439208655,0.0451440642566622,80,7
GON_080_26,40,0.4304760156208316,0.0246963661794103,80,7
GON_080_27,40,0.4819541779492715,0.0336305570438561,80,7
GON_080_28,40,0.5576911246727138,0.0425846253031535,80,8
GON_080_29,40,0.6466047243057476,0.0548237687832155,80,8
GON_080_30,40,0.3693002709010008,0.0571568808960888,80,8
GON_080_31,40,0.6558623859647353,0.0444972851271437,80,9
GON_080_32,40,0.4213582975244052,0.0602769786680298,80,8
GON_080_33,40,0.5086136769845143,0.0838937839711106,80,9
GON_080_34,40,0.4456847990578501,0.0886481113809844,80,7
GON_080_35,40,0.3683159875984172,0.0210482778273304,80,7
GON_080_36,40,0.3593760385283776,0.0444884172683287,80,7
GON_080_37,40,0.4318287229577149,0.0604835764768124,80,8
GON_080_38,40,0.7083655292972658,0.0688518768947988,80,8
GON_080_39,40,0.4746803868368731,0.0307023306221495,80,8
GON_080_40,40,0.3643254494000325,0.0497910597827591,80,8
GON_080_41,40,0.3508948110615388,0.0486520782409508,80,8
GON_080_42,40,0.5330106612891246,0.0579765060953475,80,8
GON_080_43,40,0.3849281016875212,0.0305664585943402,80,7
GON_080_44,40,0.4863786267604655,0.0221534580915245,80,7
GON_080_45,40,0.6597585264955631,0.0691922269502199,80,7
GON_080_46,40,0.521453540050513,0.0373757349400857,80,8
GON_080_47,40,0.435459619892786,0.044322462918367,80,8
GON_080_48,40,0.3809239291753019,0.0414924795297783,80,8
GON_080_49,40,0.5524879961753029,0.0633526073040187,80,8
GON_080_50,40,0.4520489211406468,0.0209645075310045,80,8
GON_090_01,45,0.6423785367192526,0.0733873832843556,90,8
GON_090_02,45,0.5011299739811,0.0286214252865686,90,8
GON_090_03,45,0.468330954954473,0.0438292652173447,90,8
GON_090_04,45,0.4640602016934232,0.0503892197871009,90,8
GON_090_05,45,0.5128062678830513,0.0303429310700853,90,8
GON_090_06,45,0.6714379521806674,0.0310689832997426,90,8
GON_090_07,45,0.3774807704978342,0.0340339237317206,90,8
GON_090_08,45,0.4043251257274985,0.0328761175350611,90,7
GON_090_09,45,0.4101283942845501,0.0108571915144385,90,7
GON_090_10,45,0.5091790243485491,0.0133196792383944,90,7
GON_090_11,45,0.4382791086289132,0.0274827159888905,90,8
GON_090_12,45,0.5388991518805452,0.0209532461632891,90,8
GON_090_13,45,0.3824731342310375,0.053693126023407,90,8
GON_090_14,45,0.3649014677945541,0.0258835961572368,90,6
GON_090_15,45,0.4799969627380586,0.0461597618402458,90,6
GON_090_16,45,0.5690504475035875,0.053818282444661,90,6
GON_090_17,45,0.516630128049642,0.042209767596315,90,8
GON_090_18,45,0.6508805967915072,0.0379657369486978,90,8
GON_090_19,45,0.4822949418339737,0.036163334884924,90,8
GON_090_20,45,0.4194875746004544,0.0601951496434303,90,7
GON_090_21,45,0.443413381951708,0.0584694142019306,90,7
GON_090_22,45,0.3713798738210046,0.0622061618097302,90,7
GON_090_23,45,0.4235496901399189,0.0784536018784869,90,7
GON_090_24,45,0.3989183205917612,0.0735260375409281,90,7
GON_090_25,45,0.6044124699136941,0.0443327688382561,90,7
GON_090_26,45,0.5883315852613537,0.0331497380457536,90,8
GON_090_27,45,0.4890655803810111,0.0473813125506251,90,8
GON_090_28,45,0.6645198817256914,0.0901927884847597,90,8
GON_090_29,45,0.5764747228847364,0.0790750528906656,90,7
GON_090_30,45,0.5270046439596672,0.0278776985433799,90,7
GON_090_31,45,0.3836575432644868,0.0479714839848195,90,7
GON_090_32,45,0.4830823429906694,0.014612474331407,90,8
GON_090_33,45,0.5570287193897075,0.0224576913726751,90,8
GON_090_34,45,0.618750505823333,0.0667764290589481,90,8
GON_090_35,45,0.5493552102273336,0.0523983417761647,90,8
GON_090_36,45,0.4431801679810147,0.0278361229002739,90,8
GON_090_37,45,0.4899751715886464,0.0553335275231534,90,8
GON_090_38,45,0.5472605150067826,0.0265151576399041,90,8
GON_090_39,45,0.5824709633770427,0.0617950299523771,90,8
GON_090_40,45,0.3449477965205815,0.0619473380345046,90,8
GON_090_41,45,0.4453891964862052,0.0153836153128298,90,7
GON_090_42,45,0.4747523330634312,0.0429780547423189,90,7
GON_090_43,45,0.5987863135287839,0.0416545570852736,90,7
GON_090_44,45,0.5405621059189653,0.0165990719135534,90,7
GON_090_45,45,0.540573077120613,0.0580638760810701,90,7
