Network,Number of Swaps,PC1 Variance,Influence Team Strength,Total Number of Swaps,Number of PCs
GON_090_46,45,0.4382274354207876,0.0251606117115552,90,7
GON_090_47,45,0.6238237343266494,0.0535456481220135,90,8
GON_090_48,45,0.390970973291199,0.0372805943278006,90,8
GON_090_49,45,0.4023838571598306,0.0230744605245036,90,8
GON_090_50,45,0.335593515643585,0.0285363432589882,90,7
GON_100_01,50,0.4348776976739589,0.02800592806511,100,7
GON_100_02,50,0.5349957128001034,0.0227594048175322,100,7
GON_100_03,50,0.4357401247074055,0.0215978640360659,100,7
GON_100_04,50,0.477136627091857,0.0294280098395908,100,7
GON_100_05,50,0.5385186031180808,0.0268910599057877,100,7
GON_100_06,50,0.5092465308105769,0.0433080922566891,100,7
GON_100_07,50,0.4058202905853313,0.0164998728763409,100,7
GON_100_08,50,0.5068242497897097,0.0433087163962003,100,7
GON_100_09,50,0.3739851508070137,0.0232702302813697,100,7
GON_100_10,50,0.3536025525368132,0.0246538512892944,100,7
GON_100_11,50,0.3618721272844412,0.0178167508441928,100,7
GON_100_12,50,0.7363176148740308,0.0639899715021679,100,8
GON_100_13,50,0.4138529220301781,0.0203188690921063,100,8
GON_100_14,50,0.4505038044963563,0.0397420213798209,100,8
GON_100_15,50,0.5693715458503869,0.0419534065629158,100,7
GON_100_16,50,0.4460037309943052,0.0154914936115313,100,7
GON_100_17,50,0.3548171721476602,0.0103983834608171,100,7
GON_100_18,50,0.5660445660259551,0.0238662357263897,100,8
GON_100_19,50,0.3845126453540305,0.0378222958587136,100,8
GON_100_20,50,0.4906537182568958,0.0217412220454049,100,8
GON_100_21,50,0.4867797424251939,0.083970692628876,100,8
GON_100_22,50,0.4693949658903301,0.0282310465431565,100,8
GON_100_23,50,0.4621935113759767,0.0376884666913073,100,8
GON_100_24,50,0.599273432559229,0.0358375525741066,100,7
GON_100_25,50,0.4719436175736933,0.0395465622421979,100,7
GON_100_26,50,0.3760318939232523,0.0468972128036001,100,7
GON_100_27,50,0.4643807033501223,0.0229637797161709,100,7
GON_100_28,50,0.4872784005047972,0.0260009645507419,100,7
GON_100_29,50,0.470443073265077,0.046682838373073,100,7
GON_100_30,50,0.5186335602861337,0.0292664402896829,100,9
GON_100_31,50,0.5104373019440699,0.0754449271936169,100,9
GON_100_32,50,0.6599874509185502,0.0463728083029658,100,9
GON_100_33,50,0.5087231512404681,0.0214351039463436,100,8
GON_100_34,50,0.355532574850713,0.0461787859663924,100,8
GON_100_35,50,0.5108407775261669,0.0503211078384874,100,8
GON_100_36,50,0.7210151848403218,0.0358617962661759,100,8
GON_100_37,50,0.5660698342238725,0.0388388133813049,100,8
GON_100_38,50,0.5902308715180681,0.0210366684224048,100,8
GON_100_39,50,0.5441200657463062,0.0361211205736212,100,6
GON_100_40,50,0.570373227716257,0.0523631973250233,100,7
GON_100_41,50,0.2800788594974812,0.0246293239943613,100,6
GON_100_42,50,0.4637959127582629,0.0486136160861495,100,7
GON_100_43,50,0.7492813308459247,0.0265885241163043,100,7
GON_100_44,50,0.3170722776714966,0.0274312564586044,100,7
GON_100_45,50,0.6014456013262793,0.0456306893466751,100,7
GON_100_46,50,0.6070118089396263,0.035469714920156,100,7
GON_100_47,50,0.3747607919700316,0.0400873341221783,100,7
GON_100_48,50,0.5355785259105372,0.0847511274529289,100,6
GON_100_49,50,0.5133209360461516,0.1177969844642281,100,6
GON_100_50,50,0.599340538677361,0.0607374818038079,100,6
