Network,Number of Swaps,Influence Team Strength,Correlation Team Strength,PC1 Variance,Number of PCs,Influence Team 1,Influence Team 2,PCA Team 1,PCA Team 2,Hamming Distance,Inv. Hamming Distance
07R070_07,70,0.051050016,0.229545423,0.539222251,7.0,ZEB2;miR101;GSC;FOXC2;ZEB1;miR141;miR200b;TGFbeta;miR34a,TWIST2;miR200c;TWIST1;miR200a;SNAI1;SNAI2,ZEB2;miR101;GSC;FOXC2;ZEB1;miR200c;miR141;miR200a;TGFbeta,TWIST2;TWIST1;SNAI1;miR200b;miR34a;SNAI2,0.2666666666666666,0.7333333333333333
07R070_08,70,0.049020649,0.269711648,0.420817207,6.0,ZEB2;FOXC2;ZEB1;TWIST2;miR200c;miR141;miR200a;SNAI1;miR200b;miR34a;SNAI2,miR101;GSC;TWIST1;TGFbeta,ZEB2;miR101;GSC;TWIST2;TWIST1;miR141;miR200b;TGFbeta;miR34a,FOXC2;ZEB1;miR200c;miR200a;SNAI1;SNAI2,0.6666666666666666,0.3333333333333333
07R070_09,70,0.021670903,0.174344823,0.302744801,8.0,ZEB2;GSC;FOXC2;ZEB1;TWIST2;miR200c;SNAI1;miR34a,miR101;TWIST1;miR141;miR200a;miR200b;TGFbeta;SNAI2,FOXC2;TWIST2;TWIST1;miR141;SNAI1,ZEB2;miR101;GSC;ZEB1;miR200c;miR200a;miR200b;TGFbeta;miR34a;SNAI2,0.4666666666666667,0.5333333333333333
07R070_10,70,0.039502057,0.304257157,0.489042481,6.333333333,ZEB2;miR101;FOXC2;TWIST2;miR141;TGFbeta,GSC;ZEB1;miR200c;TWIST1;miR200a;SNAI1;miR200b;miR34a;SNAI2,ZEB2;miR101;GSC;TWIST2;miR200c;TWIST1,FOXC2;ZEB1;miR141;miR200a;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,0.4,0.6
07R080_01,80,0.067928854,0.128047694,0.457299242,7.0,ZEB2;miR101;miR200a,GSC;FOXC2;ZEB1;TWIST2;miR200c;TWIST1;miR141;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,ZEB2;GSC;FOXC2;ZEB1;miR200a;miR34a;SNAI2,miR101;TWIST2;miR200c;TWIST1;miR141;SNAI1;miR200b;TGFbeta,0.4,0.6
07R080_02,80,0.040244037,0.207890231,0.349890736,7.0,ZEB2;miR101;TWIST2;miR200c;miR200b;SNAI2,GSC;FOXC2;ZEB1;TWIST1;miR141;miR200a;SNAI1;TGFbeta;miR34a,ZEB2;GSC;ZEB1;miR200c;miR200a;miR200b;SNAI2,miR101;FOXC2;TWIST2;TWIST1;miR141;SNAI1;TGFbeta;miR34a,0.3333333333333333,0.6666666666666666
07R080_03,80,0.029518766,0.237289586,0.445609991,8.0,ZEB2;GSC;FOXC2;ZEB1;TWIST2;TWIST1;SNAI1;miR200b;miR34a,miR101;miR200c;miR141;miR200a;TGFbeta;SNAI2,ZEB2;miR101;GSC;FOXC2;miR141;TGFbeta;miR34a;SNAI2,ZEB1;TWIST2;miR200c;TWIST1;miR200a;SNAI1;miR200b,0.6,0.4
07R080_04,80,0.00521596,0.262239344,0.333481069,9.0,ZEB2;miR101;FOXC2;miR200c;TWIST1;miR200a;SNAI1;miR200b;TGFbeta;SNAI2,GSC;ZEB1;TWIST2;miR141;miR34a,GSC;ZEB1;TWIST2;miR200c;miR200b,ZEB2;miR101;FOXC2;TWIST1;miR141;miR200a;SNAI1;TGFbeta;miR34a;SNAI2,0.7333333333333333,0.2666666666666666
07R080_05,80,0.022960305,0.166703783,0.34619774,8.0,ZEB2;miR101;GSC;FOXC2;ZEB1;TWIST2;TWIST1;miR141;SNAI1;miR200b;miR34a;SNAI2,miR200c;miR200a;TGFbeta,FOXC2;ZEB1;miR200c;miR141;miR200a;TGFbeta,ZEB2;miR101;GSC;TWIST2;TWIST1;SNAI1;miR200b;miR34a;SNAI2,0.8,0.2
07R080_06,80,0.050130861,0.165708643,0.324093076,7.0,ZEB2;miR101;GSC;FOXC2;TWIST2;miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b;miR34a,ZEB1;TGFbeta;SNAI2,ZEB2;miR101;FOXC2;ZEB1;TWIST1;miR141;TGFbeta;SNAI2,GSC;TWIST2;miR200c;miR200a;SNAI1;miR200b;miR34a,0.6666666666666666,0.3333333333333333
07R080_07,80,0.018032136,0.232905628,0.325500132,6.0,ZEB2;miR101;ZEB1;miR141;miR200a;SNAI1;miR200b;TGFbeta;SNAI2,GSC;FOXC2;TWIST2;miR200c;TWIST1;miR34a,ZEB2;miR101;GSC;FOXC2;miR200c;miR141;miR200a;miR34a,ZEB1;TWIST2;TWIST1;SNAI1;miR200b;TGFbeta;SNAI2,0.6,0.4
07R080_08,80,0.022734209,0.254355089,0.32849577,7.0,ZEB2;miR101;GSC;FOXC2;miR200c;TWIST1;SNAI1;miR200b;miR34a;SNAI2,ZEB1;TWIST2;miR141;miR200a;TGFbeta,ZEB2;FOXC2;miR141;SNAI1;TGFbeta;miR34a,miR101;GSC;ZEB1;TWIST2;miR200c;TWIST1;miR200a;miR200b;SNAI2,0.5333333333333333,0.4666666666666667
07R080_09,80,0.012016602,0.145404007,0.394980628,8.0,ZEB2;miR101;GSC;FOXC2;ZEB1;TWIST2;miR200c;TWIST1;miR200a;miR200b;TGFbeta,miR141;SNAI1;miR34a;SNAI2,miR101;miR141;TGFbeta;SNAI2,ZEB2;GSC;FOXC2;ZEB1;TWIST2;miR200c;TWIST1;miR200a;SNAI1;miR200b;miR34a,0.7333333333333333,0.2666666666666666
07R080_10,80,0.046609966,0.602962399,0.648900978,5.0,ZEB2;miR101;FOXC2;ZEB1;TWIST2;miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b;TGFbeta,GSC;miR34a;SNAI2,ZEB2;ZEB1;TWIST2;TWIST1;miR141;TGFbeta,miR101;GSC;FOXC2;miR200c;miR200a;SNAI1;miR200b;miR34a;SNAI2,0.4,0.6
07R090_01,90,0.071037749,0.282659034,0.476134431,5.0,ZEB2;miR101;TWIST1;miR141;miR200a,GSC;FOXC2;ZEB1;TWIST2;miR200c;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,ZEB2;miR101;TWIST2;TWIST1;miR141;miR200a;TGFbeta;miR34a,GSC;FOXC2;ZEB1;miR200c;SNAI1;miR200b;SNAI2,0.2,0.8
07R090_02,90,0.012072054,0.231242465,0.322335017,7.0,ZEB2;GSC;miR200c;SNAI1;miR200b;SNAI2,miR101;FOXC2;ZEB1;TWIST2;TWIST1;miR141;miR200a;TGFbeta;miR34a,ZEB2;GSC;FOXC2;ZEB1;TWIST2;miR200c;TWIST1;miR141;SNAI1;TGFbeta;SNAI2,miR101;miR200a;miR200b;miR34a,0.4666666666666667,0.5333333333333333
07R090_03,90,0.007866741,0.143156978,0.263195527,10.0,ZEB2;miR101;GSC;ZEB1;miR141;miR200a;SNAI1;miR200b;miR34a;SNAI2,FOXC2;TWIST2;miR200c;TWIST1;TGFbeta,ZEB2;GSC;FOXC2;ZEB1;TWIST2;miR141;miR200a;TGFbeta;miR34a;SNAI2,miR101;miR200c;TWIST1;SNAI1;miR200b,0.4,0.6
07R090_04,90,0.028964786,0.242116167,0.297519498,8.0,ZEB2;miR101;TWIST2,GSC;FOXC2;ZEB1;miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,ZEB2;miR101;GSC;FOXC2;TWIST2;miR200c;TWIST1;miR141;miR200a;TGFbeta;SNAI2,ZEB1;SNAI1;miR200b;miR34a,0.5333333333333333,0.4666666666666667
07R090_05,90,0.016050442,0.171307196,0.330744983,9.0,ZEB2;miR101;FOXC2;ZEB1;TWIST1;SNAI1;TGFbeta;miR34a;SNAI2,GSC;TWIST2;miR200c;miR141;miR200a;miR200b,ZEB2;FOXC2;ZEB1;TWIST1;miR200a;SNAI1;TGFbeta;SNAI2,miR101;GSC;TWIST2;miR200c;miR141;miR200b;miR34a,0.2,0.8
07R090_06,90,0.042336035,0.312121169,0.465637102,6.0,ZEB2;miR101;GSC;FOXC2;ZEB1;TWIST2;miR141;SNAI1;TGFbeta,miR200c;TWIST1;miR200a;miR200b;miR34a;SNAI2,GSC;miR200c;TWIST1;miR200a;TGFbeta;miR34a,ZEB2;miR101;FOXC2;ZEB1;TWIST2;miR141;SNAI1;miR200b;SNAI2,0.7333333333333333,0.2666666666666666
07R090_07,90,0.164576238,0.14844153,0.437378057,6.0,ZEB2,miR101;GSC;FOXC2;ZEB1;TWIST2;miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,GSC;TWIST2;miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b;miR34a,ZEB2;miR101;FOXC2;ZEB1;TGFbeta;SNAI2,0.6666666666666666,0.3333333333333333
07R090_08,90,0.028993415,0.211627732,0.408700739,6.0,ZEB2;miR101;GSC;FOXC2;ZEB1;TWIST2;miR141;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,miR200c;TWIST1;miR200a,miR101;TWIST1;miR141;SNAI1;miR34a,ZEB2;GSC;FOXC2;ZEB1;TWIST2;miR200c;miR200a;miR200b;TGFbeta;SNAI2,0.6,0.4
07R090_09,90,0.087471415,0.337905399,0.475462828,5.0,ZEB2;miR101;FOXC2;ZEB1;TWIST2;miR200c;TWIST1;miR200a;SNAI1;TGFbeta;miR34a,GSC;miR141;miR200b;SNAI2,FOXC2;ZEB1;TWIST2;miR200c;TGFbeta;miR34a,ZEB2;miR101;GSC;TWIST1;miR141;miR200a;SNAI1;miR200b;SNAI2,0.3333333333333333,0.6666666666666666
07R090_10,90,0.043112491,0.375253357,0.515364408,7.0,ZEB2;miR101;ZEB1;TWIST1;miR141;miR200a;SNAI1;TGFbeta;miR34a,GSC;FOXC2;TWIST2;miR200c;miR200b;SNAI2,ZEB2;GSC;FOXC2;TWIST2;miR200c;miR141;miR200a;miR200b;SNAI2,miR101;ZEB1;TWIST1;SNAI1;TGFbeta;miR34a,0.8,0.2
07R100_01,100,0.022854594,0.307524144,0.374344763,7.0,ZEB2;FOXC2;ZEB1;TWIST1;miR200b;SNAI2,miR101;GSC;TWIST2;miR200c;miR141;miR200a;SNAI1;TGFbeta;miR34a,miR101;miR200c;miR141;miR200a;SNAI1;miR200b;TGFbeta;miR34a,ZEB2;GSC;FOXC2;ZEB1;TWIST2;TWIST1;SNAI2,0.8,0.2
07R100_02,100,0.043072643,0.283683801,0.413939234,7.0,ZEB2;miR101;GSC;FOXC2;ZEB1;TWIST2;miR200c;TWIST1;miR141;miR200b;TGFbeta;miR34a;SNAI2,miR200a;SNAI1,miR101;GSC;ZEB1;SNAI1;miR200b,ZEB2;FOXC2;TWIST2;miR200c;TWIST1;miR141;miR200a;TGFbeta;miR34a;SNAI2,0.6666666666666666,0.3333333333333333
07R100_03,100,0.041540013,0.272588072,0.450958432,7.0,ZEB2;miR101;FOXC2;ZEB1;TWIST2;miR200a;SNAI1;miR200b;SNAI2,GSC;miR200c;TWIST1;miR141;TGFbeta;miR34a,ZEB2;miR101;FOXC2;TWIST2;miR141;miR200b;miR34a;SNAI2,GSC;ZEB1;miR200c;TWIST1;miR200a;SNAI1;TGFbeta,0.3333333333333333,0.6666666666666666
07R100_04,100,0.018575063,0.326057357,0.380273313,7.0,ZEB2;FOXC2;miR200c;TWIST1;miR141;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,miR101;GSC;ZEB1;TWIST2;miR200a,miR101;FOXC2;ZEB1;miR141;TGFbeta,ZEB2;GSC;TWIST2;miR200c;TWIST1;miR200a;SNAI1;miR200b;miR34a;SNAI2,0.6,0.4
07R100_05,100,0.018809872,0.211105715,0.366083918,8.0,ZEB2;TWIST2;miR200c;TWIST1;miR200b;SNAI2,miR101;GSC;FOXC2;ZEB1;miR141;miR200a;SNAI1;TGFbeta;miR34a,ZEB2;FOXC2;ZEB1;TWIST2;TWIST1;SNAI1;miR200b;miR34a;SNAI2,miR101;GSC;miR200c;miR141;miR200a;TGFbeta,0.3333333333333333,0.6666666666666666
07R100_06,100,0.017293252,0.200649263,0.321446076,7.0,ZEB2;TWIST2;miR200c;TWIST1;miR141;miR200b;TGFbeta,miR101;GSC;FOXC2;ZEB1;miR200a;SNAI1;miR34a;SNAI2,GSC;FOXC2;ZEB1;miR200a;SNAI1;miR200b;SNAI2,ZEB2;miR101;TWIST2;miR200c;TWIST1;miR141;TGFbeta;miR34a,0.8,0.2
07R100_07,100,0.036793148,0.255522476,0.36895536,5.0,ZEB2;miR101;GSC;FOXC2;TWIST1;miR141;SNAI1;TGFbeta;SNAI2,ZEB1;TWIST2;miR200c;miR200a;miR200b;miR34a,ZEB2;GSC;TWIST1;miR141;SNAI1;TGFbeta;miR34a;SNAI2,miR101;FOXC2;ZEB1;TWIST2;miR200c;miR200a;miR200b,0.2,0.8
07R100_08,100,0.014098575,0.281475871,0.26764519,8.0,ZEB2;miR101;GSC;FOXC2;TWIST2;miR200c;TWIST1;miR141;miR200a;SNAI1;TGFbeta;miR34a;SNAI2,ZEB1;miR200b,miR101;GSC;FOXC2;TWIST2;miR200c;TWIST1;miR200a;SNAI1;miR200b;TGFbeta;SNAI2,ZEB2;ZEB1;miR141;miR34a,0.2666666666666666,0.7333333333333333
07R100_09,100,0.010458413,0.15217569,0.321063535,8.0,ZEB2;miR101;ZEB1;TWIST1;miR141;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,GSC;FOXC2;TWIST2;miR200c;miR200a,GSC;FOXC2;TWIST2;miR200c;miR141;miR200a;SNAI1;miR200b;miR34a,ZEB2;miR101;ZEB1;TWIST1;TGFbeta;SNAI2,0.7333333333333333,0.2666666666666666
07R100_10,100,0.01852923,0.357716411,0.360338835,7.0,ZEB2;FOXC2;ZEB1;TWIST2;miR200c;TWIST1;miR200a;miR200b;miR34a;SNAI2,miR101;GSC;miR141;SNAI1;TGFbeta,GSC;ZEB1;TWIST2;SNAI1;miR200b;TGFbeta;SNAI2,ZEB2;miR101;FOXC2;miR200c;TWIST1;miR141;miR200a;miR34a,0.6,0.4
10R000_00,0,0.117803888,0.502360694,0.622395195,3.0,ZEB2;GSC;FOXC2;ZEB1;TWIST2;SNAI1;miR200b;TGFbeta;SNAI2,miR101;miR200c;TWIST1;miR141;miR200a;miR34a,ZEB2;GSC;FOXC2;ZEB1;TWIST2;TWIST1;SNAI1;TGFbeta;SNAI2,miR101;miR200c;miR141;miR200a;miR200b;miR34a,0.1333333333333333,0.8666666666666667
10R010_01,10,0.086009862,0.430408824,0.539760737,4.0,ZEB2;GSC;FOXC2;ZEB1;TWIST2;SNAI1;miR200b;TGFbeta;SNAI2,miR101;miR200c;TWIST1;miR141;miR200a;miR34a,miR101;miR200c;miR141;miR200a;miR200b;TGFbeta;miR34a,ZEB2;GSC;FOXC2;ZEB1;TWIST2;TWIST1;SNAI1;SNAI2,0.8,0.2
10R010_02,10,0.126840924,0.539788064,0.639451751,4.0,ZEB2;GSC;ZEB1;TWIST2;TWIST1;SNAI1;miR200b;TGFbeta;SNAI2,miR101;FOXC2;miR200c;miR141;miR200a;miR34a,ZEB2;GSC;FOXC2;ZEB1;TWIST2;TWIST1;SNAI1;TGFbeta;SNAI2,miR101;miR200c;miR141;miR200a;miR200b;miR34a,0.1333333333333333,0.8666666666666667
10R010_03,10,0.057297942,0.411929743,0.528138815,4.0,ZEB2;miR101;TWIST2;miR200c;TWIST1;miR141;miR200a;SNAI1;TGFbeta;miR34a;SNAI2,GSC;FOXC2;ZEB1;miR200b,ZEB2;GSC;FOXC2;ZEB1;TWIST2;TWIST1;SNAI1;TGFbeta;SNAI2,miR101;miR200c;miR141;miR200a;miR200b;miR34a,0.5333333333333333,0.4666666666666667
10R010_04,10,0.070571479,0.443382804,0.517332042,4.0,ZEB2;miR101;GSC;FOXC2;ZEB1;TWIST2;SNAI1;miR200b;TGFbeta;SNAI2,miR200c;TWIST1;miR141;miR200a;miR34a,ZEB2;GSC;FOXC2;ZEB1;TWIST2;TWIST1;SNAI1;TGFbeta;miR34a;SNAI2,miR101;miR200c;miR141;miR200a;miR200b,0.2666666666666666,0.7333333333333333
10R010_05,10,0.076473366,0.4347719,0.680885467,4.0,ZEB2;FOXC2;ZEB1;TWIST2;SNAI1;miR200b;TGFbeta;SNAI2,miR101;GSC;miR200c;TWIST1;miR141;miR200a;miR34a,ZEB2;GSC;FOXC2;ZEB1;TWIST1;SNAI1;TGFbeta;SNAI2,miR101;TWIST2;miR200c;miR141;miR200a;miR200b;miR34a,0.2666666666666666,0.7333333333333333
10R010_06,10,0.060293345,0.25561959,0.40589477,5.0,ZEB2;miR101;ZEB1;miR200c,GSC;FOXC2;TWIST2;TWIST1;miR141;miR200a;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,GSC;FOXC2;TWIST2;miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,ZEB2;miR101;ZEB1,0.9333333333333332,0.0666666666666666
10R010_07,10,0.013168144,0.156914995,0.38801906,7.0,ZEB2;GSC;FOXC2;ZEB1;SNAI1;miR200b;TGFbeta;SNAI2,miR101;TWIST2;miR200c;TWIST1;miR141;miR200a;miR34a,ZEB2;GSC;FOXC2;ZEB1;TWIST2;TWIST1;SNAI1;TGFbeta;miR34a;SNAI2,miR101;miR200c;miR141;miR200a;miR200b,0.2666666666666666,0.7333333333333333
10R010_08,10,0.048966593,0.229461113,0.383070433,5.0,ZEB2;TWIST2;TWIST1;miR34a;SNAI2,miR101;GSC;FOXC2;ZEB1;miR200c;miR141;miR200a;SNAI1;miR200b;TGFbeta,miR101;ZEB1;miR200c;miR141;miR200a;miR200b,ZEB2;GSC;FOXC2;TWIST2;TWIST1;SNAI1;TGFbeta;miR34a;SNAI2,0.7333333333333333,0.2666666666666666
10R010_09,10,0.024857306,0.283545191,0.451517992,5.0,ZEB2;GSC;ZEB1;TWIST2;TWIST1;SNAI1;miR200b;TGFbeta;SNAI2,miR101;FOXC2;miR200c;miR141;miR200a;miR34a,ZEB2;FOXC2;ZEB1;TWIST2;miR200c;TWIST1;miR141;SNAI1;miR34a;SNAI2,miR101;GSC;miR200a;miR200b;TGFbeta,0.4666666666666667,0.5333333333333333
10R010_10,10,0.062425742,0.343412506,0.45876521,4.0,ZEB2;miR101;GSC;ZEB1;SNAI1;miR200b;TGFbeta,FOXC2;TWIST2;miR200c;TWIST1;miR141;miR200a;miR34a;SNAI2,ZEB2;GSC;FOXC2;TWIST2;miR200c;TWIST1;miR141;miR200a;SNAI1;miR34a;SNAI2,miR101;ZEB1;miR200b;TGFbeta,0.8,0.2
10R020_01,20,0.01211133,0.171480595,0.377731398,7.0,ZEB2;FOXC2;ZEB1;SNAI1;miR200b;miR34a,miR101;GSC;TWIST2;miR200c;TWIST1;miR141;miR200a;TGFbeta;SNAI2,miR101;GSC;FOXC2;miR200c;TWIST1;miR141;miR200a;miR200b;TGFbeta,ZEB2;ZEB1;TWIST2;SNAI1;miR34a;SNAI2,0.7333333333333333,0.2666666666666666
10R020_02,20,0.087328863,0.18126833,0.419015754,5.0,ZEB2;FOXC2;ZEB1,miR101;GSC;TWIST2;miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,ZEB2;miR101;GSC;FOXC2;ZEB1;TWIST2;miR200c;TWIST1;SNAI1;TGFbeta;SNAI2,miR141;miR200a;miR200b;miR34a,0.5333333333333333,0.4666666666666667
10R020_03,20,0.050162995,0.218567658,0.41869795,6.0,ZEB2;FOXC2;ZEB1;TWIST2;SNAI2,miR101;GSC;miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b;TGFbeta;miR34a,miR101;miR200c;miR141;miR200a;SNAI1;miR200b,ZEB2;GSC;FOXC2;ZEB1;TWIST2;TWIST1;TGFbeta;miR34a;SNAI2,0.7333333333333333,0.2666666666666666
10R020_04,20,0.008755662,0.184433775,0.409796175,6.0,ZEB2;GSC;FOXC2;ZEB1;SNAI1,miR101;TWIST2;miR200c;TWIST1;miR141;miR200a;miR200b;TGFbeta;miR34a;SNAI2,miR101;GSC;ZEB1;miR200c;miR141;miR200a;SNAI1;miR200b;TGFbeta,ZEB2;FOXC2;TWIST2;TWIST1;miR34a;SNAI2,0.5333333333333333,0.4666666666666667
10R020_05,20,0.026805286,0.337012349,0.411227396,5.0,ZEB2;GSC;FOXC2;ZEB1;TWIST2;TWIST1;miR200b;SNAI2,miR101;miR200c;miR141;miR200a;SNAI1;TGFbeta;miR34a,miR101;miR200c;miR200a;miR200b;TGFbeta;miR34a,ZEB2;GSC;FOXC2;ZEB1;TWIST2;TWIST1;miR141;SNAI1;SNAI2,0.8,0.2
10R020_06,20,0.082735026,0.195192808,0.357187406,7.0,ZEB2,miR101;GSC;FOXC2;ZEB1;TWIST2;miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,ZEB2;miR101;GSC;FOXC2;ZEB1;TWIST2;miR200c;TWIST1;SNAI1;TGFbeta;SNAI2,miR141;miR200a;miR200b;miR34a,0.6666666666666666,0.3333333333333333
10R020_07,20,0.017015759,0.333534404,0.477468218,8.0,ZEB2;miR101;GSC;FOXC2;ZEB1;TWIST2;miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b;TGFbeta;SNAI2,miR34a,ZEB2;GSC;ZEB1;TWIST2;TWIST1;miR141;SNAI1;SNAI2,miR101;FOXC2;miR200c;miR200a;miR200b;TGFbeta;miR34a,0.4,0.6
10R020_08,20,0.034884529,0.241311396,0.354728782,6.0,ZEB2;FOXC2;ZEB1;TWIST2;TWIST1;SNAI1;miR34a;SNAI2,miR101;GSC;miR200c;miR141;miR200a;miR200b;TGFbeta,ZEB2;miR101;GSC;FOXC2;ZEB1;TWIST2;TWIST1;miR141;SNAI1;TGFbeta;miR34a;SNAI2,miR200c;miR200a;miR200b,0.2666666666666666,0.7333333333333333
10R020_09,20,0.02802845,0.255202765,0.443073146,7.0,ZEB2;miR101;GSC;FOXC2;miR200c;TWIST1;miR141;miR200a;miR34a,ZEB1;TWIST2;SNAI1;miR200b;TGFbeta;SNAI2,ZEB2;GSC;ZEB1;TWIST2;miR141;SNAI1;TGFbeta;SNAI2,miR101;FOXC2;miR200c;TWIST1;miR200a;miR200b;miR34a,0.7333333333333333,0.2666666666666666
10R020_10,20,0.013093285,0.248617867,0.457638538,6.0,ZEB2;ZEB1;miR200c;miR200b,miR101;GSC;FOXC2;TWIST2;TWIST1;miR141;miR200a;SNAI1;TGFbeta;miR34a;SNAI2,ZEB2;miR101;GSC;ZEB1;TWIST2;miR200c;TWIST1;SNAI1;TGFbeta;SNAI2,FOXC2;miR141;miR200a;miR200b;miR34a,0.5333333333333333,0.4666666666666667
10R030_01,30,0.037934524,0.205252415,0.373336823,6.0,ZEB2;miR101;GSC;ZEB1;miR200c;TWIST1;miR141;SNAI1;miR200b;miR34a,FOXC2;TWIST2;miR200a;TGFbeta;SNAI2,miR101;GSC;ZEB1;miR200c;miR200a;miR200b;miR34a,ZEB2;FOXC2;TWIST2;TWIST1;miR141;SNAI1;TGFbeta;SNAI2,0.3333333333333333,0.6666666666666666
10R030_02,30,0.0342758,0.570821994,0.591356258,5.0,ZEB2;GSC;ZEB1;TWIST1;SNAI1;miR200b;TGFbeta;SNAI2,miR101;FOXC2;TWIST2;miR200c;miR141;miR200a;miR34a,miR101;miR200c;miR141;miR200a;miR200b;miR34a,ZEB2;GSC;FOXC2;ZEB1;TWIST2;TWIST1;SNAI1;TGFbeta;SNAI2,0.8,0.2
10R030_03,30,0.014953026,0.273328544,0.33229012,9.0,ZEB2;GSC;FOXC2;ZEB1;miR200c;miR141;SNAI1;miR200b;TGFbeta,miR101;TWIST2;TWIST1;miR200a;miR34a;SNAI2,miR101;FOXC2;TWIST2;miR200c;TWIST1;miR141;miR200a;miR200b;miR34a;SNAI2,ZEB2;GSC;ZEB1;SNAI1;TGFbeta,0.7333333333333333,0.2666666666666666
10R030_04,30,0.112653157,0.184745425,0.471130667,6.0,ZEB2,miR101;GSC;FOXC2;ZEB1;TWIST2;miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,miR101;GSC;FOXC2;miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b;TGFbeta,ZEB2;ZEB1;TWIST2;miR34a;SNAI2,0.7333333333333333,0.2666666666666666
10R030_05,30,0.069482171,0.367290979,0.53368845,4.0,ZEB2;miR101;TWIST2;miR200c;TWIST1;miR141;miR200b;miR34a,GSC;FOXC2;ZEB1;miR200a;SNAI1;TGFbeta;SNAI2,miR101;FOXC2;TWIST2;miR200c;TWIST1;miR141;miR200a;miR200b;miR34a;SNAI2,ZEB2;GSC;ZEB1;SNAI1;TGFbeta,0.2666666666666666,0.7333333333333333
10R030_06,30,0.016718607,0.201635989,0.339843841,7.0,ZEB2;miR101;FOXC2;TWIST2;miR141;miR200a;miR34a,GSC;ZEB1;miR200c;TWIST1;SNAI1;miR200b;TGFbeta;SNAI2,ZEB2;TWIST2;TWIST1;miR141;miR200a;SNAI1;miR200b;miR34a,miR101;GSC;FOXC2;ZEB1;miR200c;TGFbeta;SNAI2,0.3333333333333333,0.6666666666666666
10R030_07,30,0.011724245,0.439169937,0.473263873,7.0,ZEB2;miR101;FOXC2;ZEB1;miR200c;miR200a;miR200b;miR34a;SNAI2,GSC;TWIST2;TWIST1;miR141;SNAI1;TGFbeta,ZEB2;GSC;FOXC2;ZEB1;SNAI1;TGFbeta;miR34a,miR101;TWIST2;miR200c;TWIST1;miR141;miR200a;miR200b;SNAI2,0.5333333333333333,0.4666666666666667
10R030_08,30,0.037471928,0.262178757,0.434992175,6.0,ZEB2;GSC;ZEB1;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,miR101;FOXC2;TWIST2;miR200c;TWIST1;miR141;miR200a,ZEB2;GSC;FOXC2;ZEB1;miR200c;miR200a;SNAI1;TGFbeta;miR34a;SNAI2,miR101;TWIST2;TWIST1;miR141;miR200b,0.2666666666666666,0.7333333333333333
10R030_09,30,0.019493868,0.263646776,0.387825986,6.0,ZEB2;miR101;GSC;TWIST2;miR200c;TWIST1;miR141;miR200a;SNAI1;TGFbeta;miR34a;SNAI2,FOXC2;ZEB1;miR200b,ZEB2;miR101;GSC;ZEB1;TWIST1;miR141;SNAI1;TGFbeta,FOXC2;TWIST2;miR200c;miR200a;miR200b;miR34a;SNAI2,0.4,0.6
10R030_10,30,0.047023422,0.287742128,0.443358397,6.0,ZEB2;GSC;ZEB1;TWIST2;SNAI1;TGFbeta;SNAI2,miR101;FOXC2;miR200c;TWIST1;miR141;miR200a;miR200b;miR34a,ZEB2;miR101;GSC;ZEB1;TWIST2;TWIST1;miR141;SNAI1;TGFbeta;SNAI2,FOXC2;miR200c;miR200a;miR200b;miR34a,0.2,0.8
10R040_01,40,0.038624324,0.15443208,0.409027135,7.0,ZEB2;TWIST2;miR200c;SNAI1,miR101;GSC;FOXC2;ZEB1;TWIST1;miR141;miR200a;miR200b;TGFbeta;miR34a;SNAI2,miR101;GSC;FOXC2;ZEB1;TWIST2;miR200a;miR200b;TGFbeta;SNAI2,ZEB2;miR200c;TWIST1;miR141;SNAI1;miR34a,0.7333333333333333,0.2666666666666666
10R040_02,40,0.054708323,0.518529285,0.556912326,5.0,ZEB2;GSC;FOXC2;TWIST1;miR141;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,miR101;ZEB1;TWIST2;miR200c;miR200a,ZEB2;miR101;GSC;FOXC2;TWIST2;TWIST1;miR141;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,ZEB1;miR200c;miR200a,0.1333333333333333,0.8666666666666667
