Network,Number of Swaps,Influence Team Strength,Correlation Team Strength,PC1 Variance,Number of PCs,Influence Team 1,Influence Team 2,PCA Team 1,PCA Team 2,Hamming Distance,Inv. Hamming Distance
05R000_00,0,0.056827845,0.311788852,0.505330955,4.0,ZEB2;miR101;GSC;FOXC2;ZEB1;TWIST2,miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,TWIST2;TWIST1;miR141;miR200a;SNAI1;miR200b;SNAI2,ZEB2;miR101;GSC;FOXC2;ZEB1;miR200c;TGFbeta;miR34a,0.7333333333333333,0.2666666666666666
05R010_01,10,0.059113222,0.323561568,0.426144998,5.0,ZEB2;GSC;miR200c;TWIST1;miR141;miR200a;SNAI1;TGFbeta;SNAI2,miR101;FOXC2;ZEB1;TWIST2;miR200b;miR34a,ZEB2;GSC;miR200c;miR141;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,miR101;FOXC2;ZEB1;TWIST2;TWIST1;miR200a,0.2666666666666666,0.7333333333333333
05R010_02,10,0.071044013,0.35983353,0.597968272,4.666666667,ZEB2;miR101;GSC;FOXC2;ZEB1;TWIST2;miR200c;SNAI1;TGFbeta;miR34a;SNAI2,TWIST1;miR141;miR200a;miR200b,miR101;TWIST2;TWIST1;miR200a;miR200b,ZEB2;GSC;FOXC2;ZEB1;miR200c;miR141;SNAI1;TGFbeta;miR34a;SNAI2,0.8,0.2
05R010_03,10,0.060030242,0.54420491,0.568372314,5.0,ZEB2;miR101;FOXC2;ZEB1;miR141;TGFbeta;miR34a;SNAI2,GSC;TWIST2;miR200c;TWIST1;miR200a;SNAI1;miR200b,ZEB2;miR101;GSC;FOXC2;ZEB1;miR200c;TWIST1;TGFbeta;miR34a;SNAI2,TWIST2;miR141;miR200a;SNAI1;miR200b,0.2666666666666666,0.7333333333333333
05R010_04,10,0.095723971,0.291019036,0.445650164,4.666666667,ZEB2;miR101;GSC;ZEB1;TWIST2;miR34a,FOXC2;miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b;TGFbeta;SNAI2,TWIST2;miR200c;TWIST1;miR141;miR200a;miR200b;SNAI2,ZEB2;miR101;GSC;FOXC2;ZEB1;SNAI1;TGFbeta;miR34a,0.7333333333333333,0.2666666666666666
05R010_05,10,0.08767714,0.34313478,0.490209196,5.0,ZEB2;miR101;GSC;ZEB1;TWIST2;miR200c;TWIST1;miR141;SNAI1;TGFbeta;miR34a;SNAI2,FOXC2;miR200a;miR200b,ZEB2;miR101;GSC;FOXC2;ZEB1;miR200c;SNAI1;TGFbeta;miR34a;SNAI2,TWIST2;TWIST1;miR141;miR200a;miR200b,0.2666666666666666,0.7333333333333333
05R010_06,10,0.064924962,0.204035771,0.381130569,5.0,ZEB2;miR101;GSC;ZEB1;TWIST2,FOXC2;miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,TWIST1;miR141;miR200a;miR200b;SNAI2,ZEB2;miR101;GSC;FOXC2;ZEB1;TWIST2;miR200c;SNAI1;TGFbeta;miR34a,0.6666666666666666,0.3333333333333333
05R010_07,10,0.025412799,0.297958801,0.435084564,7.0,ZEB2;miR200c;TWIST1;miR141;miR200a;miR200b;miR34a,miR101;GSC;FOXC2;ZEB1;TWIST2;SNAI1;TGFbeta;SNAI2,TWIST2;TWIST1;miR141;miR200a;SNAI1;miR200b;SNAI2,ZEB2;miR101;GSC;FOXC2;ZEB1;miR200c;TGFbeta;miR34a,0.4,0.6
05R010_08,10,0.077716411,0.316824385,0.488736564,4.0,ZEB2;miR101;GSC;FOXC2;ZEB1;TWIST2;TGFbeta,miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b;miR34a;SNAI2,ZEB2;GSC;FOXC2;ZEB1;TWIST2;miR200c;SNAI1;TGFbeta;miR34a;SNAI2,miR101;TWIST1;miR141;miR200a;miR200b,0.3333333333333333,0.6666666666666666
05R010_09,10,0.034353833,0.247960547,0.440106691,5.0,ZEB2;miR101;FOXC2;ZEB1;TWIST2;SNAI2,GSC;miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b;TGFbeta;miR34a,ZEB2;miR101;GSC;FOXC2;ZEB1;miR200c;SNAI1;TGFbeta;miR34a,TWIST2;TWIST1;miR141;miR200a;miR200b;SNAI2,0.4666666666666667,0.5333333333333333
05R010_10,10,0.03817969,0.285515635,0.464898364,5.0,ZEB2;miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,miR101;GSC;FOXC2;ZEB1;TWIST2,TWIST2;TWIST1;miR141;miR200a;SNAI1;miR200b;SNAI2,ZEB2;miR101;GSC;FOXC2;ZEB1;miR200c;TGFbeta;miR34a,0.3333333333333333,0.6666666666666666
05R020_01,20,0.03595956,0.271926757,0.393194651,6.0,ZEB2;miR101;FOXC2;miR200c;miR200a;miR200b;miR34a,GSC;ZEB1;TWIST2;TWIST1;miR141;SNAI1;TGFbeta;SNAI2,GSC;FOXC2;ZEB1;miR141;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,ZEB2;miR101;TWIST2;miR200c;TWIST1;miR200a,0.6666666666666666,0.3333333333333333
05R020_02,20,0.024628818,0.232555711,0.405612339,5.333333333,ZEB2;miR101;ZEB1;TWIST1;miR141;TGFbeta;SNAI2,GSC;FOXC2;TWIST2;miR200c;miR200a;SNAI1;miR200b;miR34a,ZEB1;TWIST1;miR200a;miR200b;SNAI2,ZEB2;miR101;GSC;FOXC2;TWIST2;miR200c;miR141;SNAI1;TGFbeta;miR34a,0.4,0.6
05R020_03,20,0.073129774,0.210994122,0.341338878,5.0,ZEB2;TWIST2;miR200c;TWIST1;miR141;SNAI1;miR200b;TGFbeta,miR101;GSC;FOXC2;ZEB1;miR200a;miR34a;SNAI2,ZEB2;TWIST2;miR200c;TWIST1;miR141;SNAI1;miR200b;TGFbeta,miR101;GSC;FOXC2;ZEB1;miR200a;miR34a;SNAI2,0.0,1.0
05R020_04,20,0.055183882,0.343998498,0.65451045,5.0,ZEB2;miR101;FOXC2;ZEB1;TWIST1,GSC;TWIST2;miR200c;miR141;miR200a;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,FOXC2;TWIST2;miR200c;miR141;miR200a;miR200b,ZEB2;miR101;GSC;ZEB1;TWIST1;SNAI1;TGFbeta;miR34a;SNAI2,0.6,0.4
05R020_05,20,0.019216695,0.277766393,0.426272392,6.0,ZEB2;miR101;FOXC2;ZEB1;TWIST2;miR200a;SNAI1;TGFbeta;miR34a,GSC;miR200c;TWIST1;miR141;miR200b;SNAI2,TWIST2;TWIST1;miR141;miR200b;TGFbeta;SNAI2,ZEB2;miR101;GSC;FOXC2;ZEB1;miR200c;miR200a;SNAI1;miR34a,0.7333333333333333,0.2666666666666666
05R020_06,20,0.035609401,0.446638592,0.603807887,5.666666667,ZEB2;GSC;ZEB1;TWIST2;TGFbeta;SNAI2,miR101;FOXC2;miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b;miR34a,miR101;TWIST1;miR141;miR200a;miR200b,ZEB2;GSC;FOXC2;ZEB1;TWIST2;miR200c;SNAI1;TGFbeta;miR34a;SNAI2,0.7333333333333333,0.2666666666666666
05R020_07,20,0.081523111,0.362054547,0.447722687,5.0,ZEB2;GSC;SNAI1;TGFbeta;SNAI2,miR101;FOXC2;ZEB1;TWIST2;miR200c;TWIST1;miR141;miR200a;miR200b;miR34a,ZEB2;GSC;miR141;miR200a;SNAI1;TGFbeta;miR34a;SNAI2,miR101;FOXC2;ZEB1;TWIST2;miR200c;TWIST1;miR200b,0.2,0.8
05R020_08,20,0.021194969,0.282915365,0.358055917,6.0,ZEB2;miR101;GSC;miR200c;miR141;TGFbeta;miR34a;SNAI2,FOXC2;ZEB1;TWIST2;TWIST1;miR200a;SNAI1;miR200b,ZEB2;miR200c;TWIST1;miR200a;SNAI1;miR34a,miR101;GSC;FOXC2;ZEB1;TWIST2;miR141;miR200b;TGFbeta;SNAI2,0.5333333333333333,0.4666666666666667
05R020_09,20,0.043554971,0.282769883,0.429148984,5.0,ZEB2;GSC;FOXC2;ZEB1;miR200a;SNAI2,miR101;TWIST2;miR200c;TWIST1;miR141;SNAI1;miR200b;TGFbeta;miR34a,ZEB2;GSC;FOXC2;ZEB1;TWIST2;miR200c;TWIST1;SNAI1;TGFbeta;miR34a;SNAI2,miR101;miR141;miR200a;miR200b,0.4666666666666667,0.5333333333333333
05R020_10,20,0.0673835,0.233740351,0.378872313,5.0,ZEB2;GSC;TWIST2;miR141;SNAI1;TGFbeta;SNAI2,miR101;FOXC2;ZEB1;miR200c;TWIST1;miR200a;miR200b;miR34a,ZEB2;miR101;GSC;FOXC2;ZEB1;TWIST2;miR200c;TWIST1;TGFbeta;miR34a,miR141;miR200a;SNAI1;miR200b;SNAI2,0.6,0.4
05R030_01,30,0.068199915,0.235044683,0.318338792,5.0,ZEB2;ZEB1;TWIST1;TGFbeta;SNAI2,miR101;GSC;FOXC2;TWIST2;miR200c;miR141;miR200a;SNAI1;miR200b;miR34a,miR101;TWIST2;miR200c;TWIST1;miR141;miR200a;miR200b,ZEB2;GSC;FOXC2;ZEB1;SNAI1;TGFbeta;miR34a;SNAI2,0.6666666666666666,0.3333333333333333
05R030_02,30,0.019701044,0.198168235,0.36492059,8.0,ZEB2;miR101;GSC;TWIST2;miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,FOXC2;ZEB1,ZEB2;TWIST2;miR141;SNAI1;miR200b;SNAI2,miR101;GSC;FOXC2;ZEB1;miR200c;TWIST1;miR200a;TGFbeta;miR34a,0.4666666666666667,0.5333333333333333
05R030_03,30,0.01425434,0.280882757,0.310985713,8.0,ZEB2;miR101;GSC;TWIST2;miR200c;miR141;miR200a;miR200b;TGFbeta,FOXC2;ZEB1;TWIST1;SNAI1;miR34a;SNAI2,ZEB2;GSC;TWIST2;miR141;miR200a;SNAI1;miR200b;TGFbeta,miR101;FOXC2;ZEB1;miR200c;TWIST1;miR34a;SNAI2,0.2,0.8
05R030_04,30,0.030177054,0.253762542,0.389517378,6.0,ZEB2;miR101;ZEB1;TWIST1;miR141;TGFbeta;miR34a,GSC;FOXC2;TWIST2;miR200c;miR200a;SNAI1;miR200b;SNAI2,miR101;ZEB1;TWIST2;miR200c;TWIST1;miR200a;miR200b;miR34a;SNAI2,ZEB2;GSC;FOXC2;miR141;SNAI1;TGFbeta,0.5333333333333333,0.4666666666666667
05R030_05,30,0.024838702,0.232469528,0.390151562,6.0,ZEB2;miR101;GSC;FOXC2;ZEB1;miR141;miR200b;TGFbeta;SNAI2,TWIST2;miR200c;TWIST1;miR200a;SNAI1;miR34a,miR101;TWIST2;TWIST1;miR200a;SNAI1;miR200b,ZEB2;GSC;FOXC2;ZEB1;miR200c;miR141;TGFbeta;miR34a;SNAI2,0.7333333333333333,0.2666666666666666
05R030_06,30,0.075186872,0.275132811,0.528452973,5.333333333,ZEB2;GSC;miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b;TGFbeta;SNAI2,miR101;FOXC2;ZEB1;TWIST2;miR34a,ZEB2;miR101;FOXC2;ZEB1;TWIST2;miR200c;TWIST1;miR200a;miR200b;miR34a,GSC;miR141;SNAI1;TGFbeta;SNAI2,0.6666666666666666,0.3333333333333333
05R030_07,30,0.027965388,0.387947797,0.440297622,6.0,ZEB2;miR101;GSC;FOXC2;ZEB1;TWIST2;miR200c;TWIST1;SNAI1,miR141;miR200a;miR200b;TGFbeta;miR34a;SNAI2,TWIST1;miR141;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,ZEB2;miR101;GSC;FOXC2;ZEB1;TWIST2;miR200c;miR200a,0.8,0.2
05R030_08,30,0.102285408,0.238210811,0.484519031,6.0,ZEB2;miR200c,miR101;GSC;FOXC2;ZEB1;TWIST2;TWIST1;miR141;miR200a;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,FOXC2;ZEB1;miR141;miR200a;miR200b;TGFbeta;SNAI2,ZEB2;miR101;GSC;TWIST2;miR200c;TWIST1;SNAI1;miR34a,0.6,0.4
05R030_09,30,0.083532667,0.277713061,0.326468608,7.0,ZEB2;miR101;GSC;FOXC2;ZEB1;TWIST2;miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b;TGFbeta;miR34a,SNAI2,ZEB2;miR101;GSC;FOXC2;ZEB1;TWIST2;SNAI1;TGFbeta;miR34a,miR200c;TWIST1;miR141;miR200a;miR200b;SNAI2,0.3333333333333333,0.6666666666666666
05R030_10,30,0.041500386,0.328993031,0.492663337,6.0,ZEB2;miR101;GSC;FOXC2;ZEB1;TWIST2;miR200c;SNAI1;miR200b;TGFbeta,TWIST1;miR141;miR200a;miR34a;SNAI2,FOXC2;TWIST1;miR141;miR200a;SNAI1;TGFbeta;SNAI2,ZEB2;miR101;GSC;ZEB1;TWIST2;miR200c;miR200b;miR34a,0.7333333333333333,0.2666666666666666
05R040_01,40,0.013907146,0.143962264,0.302414311,8.0,ZEB2;miR101;FOXC2;ZEB1;TWIST2;miR200a;miR34a;SNAI2,GSC;miR200c;TWIST1;miR141;SNAI1;miR200b;TGFbeta,GSC;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,ZEB2;miR101;FOXC2;ZEB1;TWIST2;miR200c;TWIST1;miR141;miR200a,0.6666666666666666,0.3333333333333333
05R040_02,40,0.091799936,0.283523473,0.469214545,5.0,ZEB2;miR101;GSC;ZEB1;miR200c;miR200b;SNAI2,FOXC2;TWIST2;TWIST1;miR141;miR200a;SNAI1;TGFbeta;miR34a,miR101;FOXC2;TWIST2;TWIST1;miR141;miR200a;miR200b;TGFbeta;miR34a,ZEB2;GSC;ZEB1;miR200c;SNAI1;SNAI2,0.8,0.2
05R040_03,40,0.022709376,0.262577907,0.380220709,6.0,ZEB2;GSC;FOXC2;ZEB1;miR141;SNAI1;TGFbeta;miR34a;SNAI2,miR101;TWIST2;miR200c;TWIST1;miR200a;miR200b,ZEB2;FOXC2;ZEB1;TWIST2;miR200a;SNAI1;miR200b,miR101;GSC;miR200c;TWIST1;miR141;TGFbeta;miR34a;SNAI2,0.5333333333333333,0.4666666666666667
05R040_04,40,0.132463384,0.348430314,0.584317172,4.0,ZEB2;GSC;TWIST2;miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,miR101;FOXC2;ZEB1,GSC;TWIST2;miR200c;miR141;miR200a;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,ZEB2;miR101;FOXC2;ZEB1;TWIST1,0.1333333333333333,0.8666666666666667
05R040_05,40,0.037726852,0.253231626,0.376097244,6.333333333,ZEB2;miR101;GSC;ZEB1;TWIST2;miR200c;TWIST1;SNAI1;miR34a,FOXC2;miR141;miR200a;miR200b;TGFbeta;SNAI2,ZEB2;GSC;FOXC2;ZEB1;TWIST2;SNAI1;miR200b,miR101;miR200c;TWIST1;miR141;miR200a;TGFbeta;miR34a;SNAI2,0.4,0.6
05R040_06,40,0.051327927,0.42924311,0.41261466,6.0,ZEB2;miR101;GSC;FOXC2;ZEB1;TWIST2;miR200c;TWIST1;SNAI1;miR200b;miR34a,miR141;miR200a;TGFbeta;SNAI2,TWIST1;miR141;miR200a;SNAI1;TGFbeta;miR34a;SNAI2,ZEB2;miR101;GSC;FOXC2;ZEB1;TWIST2;miR200c;miR200b,0.8,0.2
05R040_07,40,0.016475153,0.239813115,0.400567969,8.0,ZEB2;miR101;GSC;FOXC2;ZEB1;miR141;SNAI2,TWIST2;miR200c;TWIST1;miR200a;SNAI1;miR200b;TGFbeta;miR34a,GSC;FOXC2;ZEB1;miR34a,ZEB2;miR101;TWIST2;miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b;TGFbeta;SNAI2,0.3333333333333333,0.6666666666666666
05R040_08,40,0.017877431,0.298698269,0.470731572,8.0,ZEB2;miR101;ZEB1;TWIST2;miR200c;miR141;SNAI1;miR200b;SNAI2,GSC;FOXC2;TWIST1;miR200a;TGFbeta;miR34a,miR101;GSC;FOXC2;ZEB1;TWIST2;TWIST1;SNAI1;TGFbeta;SNAI2,ZEB2;miR200c;miR141;miR200a;miR200b;miR34a,0.5333333333333333,0.4666666666666667
05R040_09,40,0.06084717,0.321231514,0.589000871,6.0,ZEB2;miR101;GSC;ZEB1;TWIST2;TWIST1;TGFbeta,FOXC2;miR200c;miR141;miR200a;SNAI1;miR200b;miR34a;SNAI2,miR101;FOXC2;TWIST2;miR200c;miR141;miR200a;SNAI1;miR200b,ZEB2;GSC;ZEB1;TWIST1;TGFbeta;miR34a;SNAI2,0.7333333333333333,0.2666666666666666
05R040_10,40,0.009002303,0.207890484,0.296240089,6.0,ZEB2;miR101;FOXC2;TWIST2;TWIST1;miR200a;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,GSC;ZEB1;miR200c;miR141,miR101;ZEB1;TWIST2;TWIST1;miR200a,ZEB2;GSC;FOXC2;miR200c;miR141;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,0.5333333333333333,0.4666666666666667
05R050_01,50,0.023264574,0.293660551,0.469444963,6.0,ZEB2;miR101;GSC;ZEB1;TWIST2;TWIST1;miR200a;SNAI1;TGFbeta;miR34a;SNAI2,FOXC2;miR200c;miR141;miR200b,ZEB2;miR101;GSC;ZEB1;TWIST2;miR141;SNAI1;TGFbeta;miR34a,FOXC2;miR200c;TWIST1;miR200a;miR200b;SNAI2,0.2666666666666666,0.7333333333333333
05R050_02,50,0.027035954,0.216302844,0.487532539,7.0,ZEB2;ZEB1;TWIST2;TGFbeta;miR34a,miR101;GSC;FOXC2;miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b;SNAI2,ZEB2;miR101;GSC;FOXC2;miR200c;TWIST1;miR200a;SNAI1;TGFbeta;miR34a;SNAI2,ZEB1;TWIST2;miR141;miR200b,0.6666666666666666,0.3333333333333333
05R050_03,50,0.017746352,0.342564155,0.398363805,8.0,ZEB2;GSC;FOXC2;ZEB1;miR141;miR200a;SNAI1;TGFbeta;miR34a;SNAI2,miR101;TWIST2;miR200c;TWIST1;miR200b,GSC;miR141;SNAI1;TGFbeta;miR34a;SNAI2,ZEB2;miR101;FOXC2;ZEB1;TWIST2;miR200c;TWIST1;miR200a;miR200b,0.2666666666666666,0.7333333333333333
05R050_04,50,0.027670049,0.331511703,0.510719853,6.0,ZEB2;FOXC2;ZEB1;TWIST2;miR200c;miR34a;SNAI2,miR101;GSC;TWIST1;miR141;miR200a;SNAI1;miR200b;TGFbeta,TWIST1;miR141;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,ZEB2;miR101;GSC;FOXC2;ZEB1;TWIST2;miR200c;miR200a,0.6666666666666666,0.3333333333333333
05R050_05,50,0.054711963,0.457403812,0.539997514,5.0,ZEB2;miR101;ZEB1;miR200c;TWIST1;miR200b;TGFbeta;miR34a,GSC;FOXC2;TWIST2;miR141;miR200a;SNAI1;SNAI2,ZEB2;ZEB1;miR200c;TWIST1;miR200a;TGFbeta;miR34a;SNAI2,miR101;GSC;FOXC2;TWIST2;miR141;SNAI1;miR200b,0.2666666666666666,0.7333333333333333
05R050_06,50,0.050826115,0.193065667,0.504012589,7.0,ZEB2;miR101;GSC;FOXC2;ZEB1;miR200c;miR141;miR200b;miR34a;SNAI2,TWIST2;TWIST1;miR200a;SNAI1;TGFbeta,ZEB2;miR101;GSC;FOXC2;miR200c;TWIST1;miR141;miR200b;miR34a;SNAI2,ZEB1;TWIST2;miR200a;SNAI1;TGFbeta,0.1333333333333333,0.8666666666666667
05R050_07,50,0.028419442,0.192026407,0.285462079,8.0,ZEB2;miR101;GSC;miR200c;TWIST1;miR141;miR200a;SNAI1;TGFbeta;miR34a;SNAI2,FOXC2;ZEB1;TWIST2;miR200b,ZEB2;ZEB1;TWIST2;miR200c;TWIST1;miR200a;SNAI1;miR200b;TGFbeta,miR101;GSC;FOXC2;miR141;miR34a;SNAI2,0.5333333333333333,0.4666666666666667
05R050_08,50,0.021561293,0.227337799,0.379105427,8.0,ZEB2;miR101;GSC;FOXC2;ZEB1;miR200c;TWIST1;miR200a;SNAI1;miR34a;SNAI2,TWIST2;miR141;miR200b;TGFbeta,ZEB2;miR101;FOXC2;miR200a;SNAI1;miR34a;SNAI2,GSC;ZEB1;TWIST2;miR200c;TWIST1;miR141;miR200b;TGFbeta,0.2666666666666666,0.7333333333333333
05R050_09,50,0.057291743,0.329009039,0.511779607,6.0,ZEB2;miR101;FOXC2;ZEB1;TWIST2;TWIST1;miR200a;SNAI1;miR34a;SNAI2,GSC;miR200c;miR141;miR200b;TGFbeta,GSC;ZEB1;TWIST2;miR200c;miR200b;TGFbeta,ZEB2;miR101;FOXC2;TWIST1;miR141;miR200a;SNAI1;miR34a;SNAI2,0.8,0.2
05R050_10,50,0.009762272,0.134344818,0.274171641,10.0,ZEB2;miR101;GSC;miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b;TGFbeta;SNAI2,FOXC2;ZEB1;TWIST2;miR34a,miR101;GSC;TWIST2;miR141;SNAI1;miR200b;miR34a,ZEB2;FOXC2;ZEB1;miR200c;TWIST1;miR200a;TGFbeta;SNAI2,0.5333333333333333,0.4666666666666667
05R060_01,60,0.014325637,0.212551619,0.355369848,6.0,ZEB2;miR101;FOXC2;ZEB1;TWIST2;miR200c;TWIST1;miR141;SNAI1,GSC;miR200a;miR200b;TGFbeta;miR34a;SNAI2,FOXC2;TWIST1;miR141;miR200b;TGFbeta;miR34a,ZEB2;miR101;GSC;ZEB1;TWIST2;miR200c;miR200a;SNAI1;SNAI2,0.6,0.4
05R060_02,60,0.0418365,0.292136208,0.399587585,7.0,ZEB2;miR101;GSC;FOXC2;TWIST2;miR200c;miR141;miR200a;SNAI1;miR200b;TGFbeta;miR34a,ZEB1;TWIST1;SNAI2,ZEB2;miR101;GSC;FOXC2;miR200c;miR141;miR200a;SNAI1;miR200b;TGFbeta;SNAI2,ZEB1;TWIST2;TWIST1;miR34a,0.2,0.8
05R060_03,60,0.041828433,0.240665137,0.458115329,6.0,ZEB2;FOXC2;ZEB1,miR101;GSC;TWIST2;miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,FOXC2;ZEB1;TWIST2;TWIST1;miR141;miR200a;SNAI1;miR200b,ZEB2;miR101;GSC;miR200c;TGFbeta;miR34a;SNAI2,0.4666666666666667,0.5333333333333333
05R060_04,60,0.032793619,0.23880325,0.467517357,7.0,ZEB2;GSC;FOXC2;TWIST2;TWIST1;SNAI1;TGFbeta;miR34a;SNAI2,miR101;ZEB1;miR200c;miR141;miR200a;miR200b,miR101;ZEB1;TWIST1;miR141;miR200a,ZEB2;GSC;FOXC2;TWIST2;miR200c;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,0.8,0.2
05R060_05,60,0.03919446,0.378487129,0.418386809,6.0,ZEB2;miR101;GSC;miR200c;TWIST1;miR141;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,FOXC2;ZEB1;TWIST2;miR200a,ZEB2;TWIST1;miR141;SNAI1;miR200b;TGFbeta;SNAI2,miR101;GSC;FOXC2;ZEB1;TWIST2;miR200c;miR200a;miR34a,0.2666666666666666,0.7333333333333333
05R060_06,60,0.137990056,0.413244443,0.544535528,4.0,ZEB2;miR101;GSC;ZEB1;TWIST2;TWIST1;miR200b;TGFbeta;miR34a,FOXC2;miR200c;miR141;miR200a;SNAI1;SNAI2,GSC;miR200c;miR141;miR200a;SNAI1;SNAI2,ZEB2;miR101;FOXC2;ZEB1;TWIST2;TWIST1;miR200b;TGFbeta;miR34a,0.8666666666666667,0.1333333333333333
05R060_07,60,0.007420472,0.112465135,0.248883965,10.0,ZEB2;miR101;miR200c;miR141;miR200a;TGFbeta;miR34a;SNAI2,GSC;FOXC2;ZEB1;TWIST2;TWIST1;SNAI1;miR200b,miR101;GSC;FOXC2;ZEB1;miR200c;TWIST1;SNAI1;miR200b;miR34a;SNAI2,ZEB2;TWIST2;miR141;miR200a;TGFbeta,0.6666666666666666,0.3333333333333333
05R060_08,60,0.044563729,0.33757247,0.389002102,5.0,ZEB2;TWIST1;miR141;SNAI1;miR200b,miR101;GSC;FOXC2;ZEB1;TWIST2;miR200c;miR200a;TGFbeta;miR34a;SNAI2,miR101;FOXC2;TWIST1;miR141;SNAI1;miR200b;miR34a,ZEB2;GSC;ZEB1;TWIST2;miR200c;miR200a;TGFbeta;SNAI2,0.2666666666666666,0.7333333333333333
05R060_09,60,0.021375755,0.261208683,0.315211639,8.333333333,ZEB2;GSC;ZEB1;TWIST2;TWIST1;miR141;SNAI1;miR200b;TGFbeta;SNAI2,miR101;FOXC2;miR200c;miR200a;miR34a,ZEB1;miR200c;TWIST1;miR200a;miR200b;miR34a;SNAI2,ZEB2;miR101;GSC;FOXC2;TWIST2;miR141;SNAI1;TGFbeta,0.6,0.4
05R060_10,60,0.031215417,0.297544032,0.457610804,5.0,ZEB2;miR101;TWIST2;miR200c;TWIST1;miR141;miR200a;TGFbeta;miR34a;SNAI2,GSC;FOXC2;ZEB1;SNAI1;miR200b,ZEB2;miR101;GSC;FOXC2;ZEB1;SNAI1;TGFbeta;miR34a,TWIST2;miR200c;TWIST1;miR141;miR200a;miR200b;SNAI2,0.6666666666666666,0.3333333333333333
05R070_01,70,0.019783811,0.238226092,0.386897518,7.0,ZEB2;GSC;FOXC2;miR200c;TWIST1;miR141;SNAI1;miR200b,miR101;ZEB1;TWIST2;miR200a;TGFbeta;miR34a;SNAI2,GSC;miR200c;TWIST1;miR141;SNAI1;miR34a,ZEB2;miR101;FOXC2;ZEB1;TWIST2;miR200a;miR200b;TGFbeta;SNAI2,0.2666666666666666,0.7333333333333333
05R070_02,70,0.018665732,0.306399788,0.350156392,6.0,ZEB2;GSC;ZEB1;TWIST2;miR200c;miR141,miR101;FOXC2;TWIST1;miR200a;SNAI1;miR200b;TGFbeta;miR34a;SNAI2,ZEB2;FOXC2;ZEB1;TWIST2;TGFbeta,miR101;GSC;miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b;miR34a;SNAI2,0.3333333333333333,0.6666666666666666
05R070_03,70,0.036673173,0.202818233,0.293378973,8.0,ZEB2;GSC;FOXC2;ZEB1;TWIST2;miR200c;miR141;miR200a;miR200b;TGFbeta;miR34a;SNAI2,miR101;TWIST1;SNAI1,FOXC2;ZEB1;miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b;SNAI2,ZEB2;miR101;GSC;TWIST2;TGFbeta;miR34a,0.4666666666666667,0.5333333333333333
05R070_04,70,0.045980315,0.147938251,0.406352421,6.0,ZEB2;miR101;GSC;FOXC2;ZEB1;TWIST2;miR200c;miR141;SNAI1;miR200b;TGFbeta,TWIST1;miR200a;miR34a;SNAI2,miR101;FOXC2;TWIST2;miR200c;TWIST1;miR200a;SNAI1;TGFbeta;SNAI2,ZEB2;GSC;ZEB1;miR141;miR200b;miR34a,0.5333333333333333,0.4666666666666667
05R070_05,70,0.045996377,0.221440799,0.32112746,5.0,ZEB2;miR200b;TGFbeta;miR34a;SNAI2,miR101;GSC;FOXC2;ZEB1;TWIST2;miR200c;TWIST1;miR141;miR200a;SNAI1,ZEB2;GSC;FOXC2;TGFbeta;miR34a;SNAI2,miR101;ZEB1;TWIST2;miR200c;TWIST1;miR141;miR200a;SNAI1;miR200b,0.2,0.8
05R070_06,70,0.050750479,0.272637896,0.469348986,5.0,ZEB2;GSC;FOXC2;ZEB1;miR200c;miR141;miR34a;SNAI2,miR101;TWIST2;TWIST1;miR200a;SNAI1;miR200b;TGFbeta,miR101;GSC;FOXC2;ZEB1;miR200c;miR34a,ZEB2;TWIST2;TWIST1;miR141;miR200a;SNAI1;miR200b;TGFbeta;SNAI2,0.2666666666666666,0.7333333333333333
